Gene,Description,Symbol,MeanExpression,log2FoldChange(WS/DS),padj,log2FC
LOC112058311,cuticle protein 7-like,Cpr62Bb,11679.23335,7.078491728,2.29E-11,-7.078491728
LOC112045895,uncharacterized protein LOC112045895,Smr,1676.700044,-0.893114187,3.05E-11,0.893114187
LOC112045319,uncharacterized protein LOC112045319,ChLD3,17526.3189,-3.172136871,3.73E-11,3.172136871
LOC112055445,cuticular protein RR-1 motif 48 precursor,Dhit,9137.780795,6.392823521,4.47E-11,-6.392823521
LOC112053215,dendritic arbor reduction protein 1-like isoform X2,dar1,1314.387779,-3.488099055,8.06E-11,3.488099055
LOC112055971,uncharacterized protein LOC112055971,LOC112055971,419.0691459,-2.361453443,1.15E-10,2.361453443
LOC112058162,band 7 protein AGAP004871-like isoform X2,CG33253,121.2832848,3.086711454,1.23E-10,-3.086711454
LOC112048946,protein enabled,CTL9,8559.029161,-2.478155093,1.29E-10,2.478155093
LOC112044966,cuticle protein 16.5-like,LOC112044966,414.355513,5.524229449,1.30E-10,-5.524229449
LOC112047701,protein GDAP2 homolog,Gdap2,724.9834169,1.479110232,1.33E-10,-1.479110232
LOC112046531,uncharacterized protein LOC112046531,CG6583,1734.118884,-2.596320733,2.05E-10,2.596320733
LOC112055602,disheveled-associated activator of morphogenesis 1,DAAM,250.387152,-4.466417582,2.11E-10,4.466417582
LOC112050487,cuticle protein 3-like,Cpr49Ae,169.1219104,5.341499219,2.30E-10,-5.341499219
LOC112050031,coagulation factor VII isoform X2,CG8170,16093.762,-3.093203198,3.37E-10,3.093203198
LOC112051806,glutamine synthetase 2 cytoplasmic,Gs2,8919.123617,1.15862221,3.81E-10,-1.15862221
LOC112053279,probable cytochrome P450 49a1,CYP49A1,12312.28471,7.938270879,3.85E-10,-7.938270879
LOC112050369,uncharacterized protein C1orf198 homolog,CG46466,440.8786058,0.978460357,4.45E-10,-0.978460357
LOC112045291,protein CASC3-like isoform X1,btz,1516.266115,-2.146990632,4.47E-10,2.146990632
LOC112053124,apyrase-like,CG42249,73.27206484,-4.387940615,5.51E-10,4.387940615
LOC112045364,Protein 5NUC,veil,60.11187904,3.572693719,6.43E-10,-3.572693719
LOC112044091,ankyrin repeat and zinc finger domain-containing protein 1-like,LOC112044091,1728.101804,-1.326208914,6.58E-10,1.326208914
LOC112045072,Rac-like GTP-binding protein ARAC9,RhoU,770.1233806,-1.502670066,9.58E-10,1.502670066
LOC112058319,muscle-specific protein 20-like,Mp20,35.01970993,2.51559879,9.75E-10,-2.51559879
LOC112046814,uncharacterized protein LOC112046814 isoform X1,LOC112046814,288.9227881,0.95258819,1.19E-09,-0.95258819
LOC112045985,tumor necrosis factor receptor superfamily member wengen,wgn,483.1341857,1.350753945,1.25E-09,-1.350753945
LOC112053917,serine/threonine-protein kinase PAK mbt,mbt,871.609729,-1.737930723,1.36E-09,1.737930723
LOC112043001,uncharacterized protein LOC112043001,LOC112043001,329.0024929,-5.244248055,1.41E-09,5.244248055
LOC112051450,clusterin-associated protein 1,LOC112051450,100.9754612,-3.069486933,2.29E-09,3.069486933
LOC112047645,nucleosome-remodeling factor subunit NURF301,LOC112047645,41.20593741,-4.215767813,2.31E-09,4.215767813
LOC112054938,aquaporin AQPAe.a isoform X2,LOC112054938,514.0771858,4.624599515,2.31E-09,-4.624599515
LOC112046365,putative Y47D3B.4,LOC112046365,563.2289589,-2.416786724,2.72E-09,2.416786724
LOC112046086,protein enabled,ena,328.8896417,1.449449065,3.38E-09,-1.449449065
LOC112050119,zinc finger protein 236-like isoform X1,LOC112050119,332.4736541,0.866060678,3.62E-09,-0.866060678
LOC112049366,zinc finger protein 260-like isoform X2,LOC112049366,66.28844072,1.714021632,3.83E-09,-1.714021632
LOC112055651,band 4.1-like protein 5,yrt,1105.16587,2.14396433,3.83E-09,-2.14396433
LOC112055740,serine/threonine protein kinase,Nuak,5166.397861,-1.679891806,3.83E-09,1.679891806
LOC112047399,bumetanide-sensitive sodium-(potassium)-chloride cotransporter-like,Ncc69,27.15160423,8.405350609,4.44E-09,-8.405350609
LOC112054471,RNA-binding protein 33-like,LOC112054471,38.37229523,3.455426982,5.54E-09,-3.455426982
LOC112042879,NA,NA,1637.640272,3.487096478,6.76E-09,-3.487096478
LOC112055924,organic solute transporter alpha-like protein,CG6836,14849.87006,0.761331819,6.76E-09,-0.761331819
LOC112050638,protein Dok-7,LOC112050638,931.569398,-3.055934974,7.06E-09,3.055934974
LOC112051826,acyl-CoA Delta(11) desaturase-like,Desat1,22.49985832,8.133670986,7.47E-09,-8.133670986
LOC112055454,probable serine/threonine-protein kinase DDB_G0278845,LOC112055454,3574.858089,2.728082173,7.47E-09,-2.728082173
LOC112054834,casein kinase II subunit beta,CkIIbeta,703.276611,-0.977952889,7.75E-09,0.977952889
LOC112046173,flocculation protein FLO11,LOC112046173,6932.825914,-2.654279631,8.08E-09,2.654279631
LOC112056791,protein muscleblind isoform X2,mbl,2712.922856,-1.12380348,8.28E-09,1.12380348
LOC112053142,uncharacterized protein LOC112053142,LOC112053142,198114.8815,-8.120902895,8.99E-09,8.120902895
LOC112058256,MICOS complex subunit MIC27-like,LOC112058256,623.3811432,-0.96271995,9.63E-09,0.96271995
LOC112050963,uncharacterized protein LOC112050963 isoform X3,CG43340,5625.662316,2.933785178,9.98E-09,-2.933785178
LOC112045913,NA,NA,1862.974758,-0.844821186,1.06E-08,0.844821186
LOC112046332,alpha-tocopherol transfer protein-like,Cralbp,1936.646936,-2.255320755,1.09E-08,2.255320755
LOC112054963,xanthine dehydrogenase-like,AOX4,3729.644471,3.381788683,1.16E-08,-3.381788683
LOC112054520,protein charybde-like,chrb,26135.74737,-1.564077103,1.18E-08,1.564077103
LOC112047875,la-related protein 6,Achl,25718.2795,-1.645377831,1.37E-08,1.645377831
LOC112045330,frizzled-4,GPRFZ4,154.9490479,1.074522699,1.48E-08,-1.074522699
LOC112043696,uncharacterized protein LOC112043696,LOC112043696,155.6062443,2.487777246,1.84E-08,-2.487777246
LOC112046564,chorion peroxidase-like isoform X2,CG42331,26293.22587,-2.079687186,1.84E-08,2.079687186
LOC112043555,transmembrane protein 19,CG10171,996.4513697,-1.150900513,2.22E-08,1.150900513
LOC112052369,ubiquitin carboxyl-terminal hydrolase 37-like,Usp2,1402.117547,-0.928802884,2.22E-08,0.928802884
LOC112043947,uncharacterized protein LOC112043947,LOC112043947,32534.3218,-5.570922965,2.30E-08,5.570922965
LOC112051452,uncharacterized protein LOC112051452,LOC112051452,8706.324912,-2.938958309,2.55E-08,2.938958309
LOC112049944,"glucose dehydrogenase [FAD, quinone]-like",CG6142,157.5880695,2.425994418,2.59E-08,-2.425994418
LOC112050391,protein lethal(2)essential for life-like,l(2)efl,45.00510804,3.143478624,2.81E-08,-3.143478624
LOC112054703,thrombospondin type-1 domain-containing protein 7A-like,LOC112054703,134.4539371,3.593650685,2.81E-08,-3.593650685
LOC112044568,ATP-binding cassette sub-family G member 1-like,CG4822,64.57045266,3.380829222,2.85E-08,-3.380829222
LOC112051460,uncharacterized protein LOC112051460,LOC112051460,4927.219202,-2.988282814,2.97E-08,2.988282814
LOC112047465,nuclear migration protein nudC,nudC,910.159528,0.644875502,3.04E-08,-0.644875502
LOC112044248,uncharacterized LOC106127219,CG7991,2579.389159,-5.814943594,3.32E-08,5.814943594
LOC112051509,major facilitator superfamily domain-containing protein 10 isoform X1,rtet,2611.84882,-2.098181701,3.33E-08,2.098181701
LOC112045923,rho GTPase-activating protein 27-like isoform X2,CdGAPr,5156.439773,3.135250379,3.38E-08,-3.135250379
LOC112048556,proteasome-associated protein ECM29 homolog,CG8858,1677.990369,-0.58527794,3.70E-08,0.58527794
LOC112049013,"glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",GatB,1289.996748,2.890366963,3.70E-08,-2.890366963
LOC112046466,rab GTPase-binding effector protein 1 isoform X1,Rbpn-5,1541.695199,-0.807136359,3.75E-08,0.807136359
LOC112052435,"adrenodoxin-like protein, mitochondrial",Fdxh,146.9910252,1.34309376,3.75E-08,-1.34309376
LOC112047516,stress response protein NST1-like,LOC112047516,216.7295209,-2.424977042,4.07E-08,2.424977042
LOC112045652,glycerophosphodiester phosphodiesterase GDPD6-like,LOC112045652,1634.646873,-3.608367782,4.17E-08,3.608367782
LOC112050976,cytoplasmic dynein 1 intermediate chain isoform X8,Dic,2063.136774,-0.902831057,4.42E-08,0.902831057
LOC112048892,androgen-induced gene 1 protein-like,CG3625,1309.735054,1.657650868,5.74E-08,-1.657650868
LOC112045608,glycine-rich cell wall structural protein 1.8-like,LOC112045608,114.4430932,-3.412079862,5.86E-08,3.412079862
LOC112055983,myosin-3 isoform X4,LOC112055983,2685.61649,-3.68570806,6.14E-08,3.68570806
LOC112056402,flocculation protein FLO11 isoform X1,CG8547,1168.628702,1.091671611,6.15E-08,-1.091671611
LOC112043645,TKX27928.1 cuticular protein lCPAP1-B,CG14301,1053.75333,1.463183,7.44E-08,-1.463183
LOC112047346,UDP-glucuronosyltransferase-like isoform X1,Ugt35B1,71.55808994,4.727442807,7.52E-08,-4.727442807
LOC112047763,protein AAR2 homolog,CG12320,136.0688771,1.020815543,8.02E-08,-1.020815543
LOC112055725,actin-binding LIM protein 2 isoform X2,Unc-115a,3535.604505,-2.59792893,8.63E-08,2.59792893
LOC112046749,alpha-N-acetylgalactosaminidase isoform X1,CG7997,104.3346521,4.261357077,8.89E-08,-4.261357077
LOC112045653,glycerophosphodiester phosphodiesterase GDPD6-like,LOC112045653,976.8168748,-3.476262181,9.23E-08,3.476262181
LOC112045871,nucleosome-remodeling factor subunit NURF301,LOC112045871,44.64002347,-3.140052222,9.74E-08,3.140052222
LOC112058038,"glycine, alanine and asparagine-rich protein-like",LOC112058038,74577.18244,6.806608803,9.79E-08,-6.806608803
LOC112058429,protein lifeguard 4-like,CG30379,753.1821148,-1.131885773,1.02E-07,1.131885773
LOC112049757,zinc finger MIZ domain-containing protein 1,tna,3329.170019,1.107179216,1.20E-07,-1.107179216
LOC112046062,calmodulin-like isoform X1,CG11638,170.7410565,-3.69488165,1.21E-07,3.69488165
LOC112053509,androgen-dependent TFPI-regulating protein-like isoform X1,CG3625,20.10715674,5.802931767,1.21E-07,-5.802931767
LOC112055112,decaprenyl-diphosphate synthase subunit 1,qless,9706.397998,2.457961953,1.23E-07,-2.457961953
LOC112043789,E3 ubiquitin-protein ligase HECW2 isoform X1,CG42797,602.583124,-2.039149788,1.25E-07,2.039149788
LOC112049045,connectin-like,LOC112049045,184.3926553,-3.07875388,1.25E-07,3.07875388
LOC112052042,UDP-xylose and UDP-N-acetylglucosamine transporter-like,Efr,465.8828263,-0.797765998,1.25E-07,0.797765998
LOC112055330,protein obstructor-E,Cpap3-d1,14295.38645,2.493901438,1.28E-07,-2.493901438
LOC112046597,leucine-rich repeat-containing protein 57-like,CG3040,428.8289375,-0.887449946,1.42E-07,0.887449946
LOC112045995,epoxide hydrolase 4-like,LOC112045995,8585.418835,3.010080199,1.44E-07,-3.010080199
LOC112051118,integrin alpha-PS2 isoform X1,if,1853.459833,1.695229805,1.52E-07,-1.695229805
LOC112043945,glutamyl aminopeptidase-like isoform X1,CG8773,1893.155757,-1.284053169,1.52E-07,1.284053169
LOC112048899,Krueppel-like factor 10,cbt,143.7983791,1.53294746,1.52E-07,-1.53294746
LOC112046352,glycine-rich protein DOT1-like,LOC112046352,435.6030552,-6.574697458,1.54E-07,6.574697458
LOC112050457,4-coumarate--CoA ligase 1-like,pdgy,173.0103396,2.39541539,1.55E-07,-2.39541539
LOC112043860,serine/threonine-protein kinase 17A isoform X1,Drak,1316.274568,4.165118497,1.65E-07,-4.165118497
LOC112043740,pollen-specific leucine-rich repeat extensin-like protein 3,LOC112043740,8830.526495,5.323987762,1.67E-07,-5.323987762
LOC112054299,chromatin complexes subunit BAP18 isoform X2,Osi21,381812.5616,-6.644261621,1.70E-07,6.644261621
LOC112053443,proteoglycan 4-like,CG13676,69596.42446,-2.828716559,1.74E-07,2.828716559
LOC112054529,protein yellow-like isoform X1,yel-h2,2349.778357,-2.461358818,1.74E-07,2.461358818
LOC112057245,spectrin alpha chain isoform X2,alpha-Spec,705.1747396,-1.852817096,1.74E-07,1.852817096
LOC112057067,"serine protease HTRA2, mitochondrial-like",CG6218,21.83682316,-7.609603055,1.78E-07,7.609603055
LOC112044453,protein spinster isoform X1,spin,1384.310101,-3.57273852,1.88E-07,3.57273852
LOC112057885,NA,NA,248.1487952,-1.989822631,2.02E-07,1.989822631
LOC112042856,extensin isoform X3,CG43897,893.4605375,1.037574172,2.22E-07,-1.037574172
LOC112057744,cuticular protein glycine-rich 21 precursor,LOC112057744,76.91622435,2.544513276,2.22E-07,-2.544513276
LOC112053802,Cytochrome P450,Cyp9f2,273.4597955,-1.504915936,2.24E-07,1.504915936
LOC112043100,pollen-specific leucine-rich repeat extensin-like protein 1,CG8927,46261.91633,3.073972011,2.47E-07,-3.073972011
LOC112044296,ecdysteroid-regulated 16 kDa protein-like,LOC112044296,1649.025735,2.320893884,2.47E-07,-2.320893884
LOC112047010,facilitated trehalose transporter Tret1-2 homolog,Tret1-1,1800.634166,-1.593454487,2.72E-07,1.593454487
LOC112058559,E3 ubiquitin-protein ligase Su(dx),Su(dx),1374.170118,-0.925780397,2.72E-07,0.925780397
LOC112048508,uncharacterized protein LOC112048508,CG33120,1617.14967,4.323250899,2.78E-07,-4.323250899
LOC112047891,"beta-1,3-glucan-binding protein-like",GNBP1,183.982159,-6.267105708,2.82E-07,6.267105708
LOC112053700,"glucose dehydrogenase [FAD, quinone]-like",CG12398,2921.713721,9.37699172,2.82E-07,-9.37699172
LOC112047076,oxysterol-binding protein-related protein 9,CG1513,3031.095161,-3.017206634,2.98E-07,3.017206634
LOC112046994,repetitive proline-rich cell wall protein 1-like,LOC112046994,260.0139098,2.986561949,3.27E-07,-2.986561949
LOC112042926,glutamine synthetase 2 cytoplasmic-like,Gs2,2827.501899,1.085706758,3.35E-07,-1.085706758
LOC112052881,bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],Apf,380.3293526,1.44277832,3.41E-07,-1.44277832
LOC112050021,androgen-dependent TFPI-regulating protein-like,LOC112050021,226.6732932,1.562075358,3.59E-07,-1.562075358
LOC112055544,mRNA cap guanine-N7 methyltransferase,Rnmt,334.7734001,1.020851871,3.84E-07,-1.020851871
LOC112042817,uncharacterized protein CG3556,CG3556,599.9614679,5.982506742,3.90E-07,-5.982506742
LOC112054943,"beta-1,3-galactosyltransferase 5-like",CG8668,2391.545871,3.2337501,3.97E-07,-3.2337501
LOC112043732,"coenzyme Q-binding protein COQ10 homolog A, mitochondrial",CG9410,262.5125199,-1.172965701,3.98E-07,1.172965701
LOC112048369,zinc transporter 2-like isoform X1,ZnT35C,161.72324,-6.695372786,4.48E-07,6.695372786
LOC112047091,zinc finger protein 431-like,LOC112047091,94.25970393,1.5235825,4.60E-07,-1.5235825
LOC112053143,uncharacterized protein LOC112053143,LOC112053143,66.70732635,-8.329358614,4.86E-07,8.329358614
LOC112055319,hormone receptor 4 isoform X2,Hr4,12898.13428,-2.276674753,4.86E-07,2.276674753
LOC112058187,cuticle protein 7-like,Cpr62Bc,56.57160859,4.165238946,4.91E-07,-4.165238946
LOC112054745,101 kDa malaria antigen-like,LOC112054745,308.1844025,-2.643859232,5.11E-07,2.643859232
LOC112045772,"glutenin, high molecular weight subunit 12-like",Cpr67B,226.028207,2.647338748,5.92E-07,-2.647338748
LOC112055056,maternal protein tudor-like isoform X1,tud,21583.48655,-2.041309606,6.32E-07,2.041309606
LOC112043379,alpha-soluble NSF attachment protein,alphaSnap,1822.574721,-0.6474567,6.79E-07,0.6474567
LOC112043465,BCL-6 corepressor,CG14073,5451.139524,-2.14722198,6.84E-07,2.14722198
LOC112044309,component of gems protein 1-like isoform X1,LOC112044309,171.4042744,6.146385757,8.05E-07,-6.146385757
LOC112046964,"pyruvate dehydrogenase E1 component subunit beta, mitochondrial",Pdhb,823.2489631,-1.059623603,8.05E-07,1.059623603
LOC112047279,"succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",ScsbetaA,1156.949129,-0.784177872,8.05E-07,0.784177872
LOC112044817,"glucose dehydrogenase [FAD, quinone]-like",CG6142,207.3195965,-4.949170555,8.17E-07,4.949170555
LOC112046344,circadian locomoter output cycles protein kaput-like isoform X2,Met,274.3404671,2.14554875,8.28E-07,-2.14554875
LOC112049905,"uncharacterized protein LOC112049905, partial",LOC112049905,6757.095115,1.815414,8.31E-07,-1.815414
LOC112055077,uncharacterized protein LOC112055077,Osi9,194181.2575,-6.646567091,8.31E-07,6.646567091
LOC112055393,"2-oxoglutarate dehydrogenase, mitochondrial isoform X1",Nc73EF,3151.362539,-0.803340628,8.59E-07,0.803340628
LOC112043739,telomere-associated protein RIF1,Rif1,382.0236239,0.781355584,9.06E-07,-0.781355584
LOC112049139,protein mesh isoform X1,mesh,140.0694064,-4.385566037,9.06E-07,4.385566037
LOC112043650,uncharacterized protein LOC112043650,LOC112043650,20.44422959,3.904395119,9.08E-07,-3.904395119
LOC112051426,uncharacterized protein LOC112051426,LOC112051426,84.0463297,2.136102879,9.20E-07,-2.136102879
LOC112058315,headcase protein,hdc,1067.493724,1.541536234,9.33E-07,-1.541536234
LOC112049963,Mpv17-like protein,LOC112049963,51.00135759,-4.819246198,9.53E-07,4.819246198
LOC112045973,Disks large-associated protein 5,vlc,1854.798381,-1.887755693,9.54E-07,1.887755693
LOC112047539,plexin A3,PlexA,43533.2166,-2.468262078,9.76E-07,2.468262078
LOC112057786,homeobox protein abdominal-B,Abd-B,36.68398027,-4.513701207,9.82E-07,4.513701207
LOC112046735,SH3 and multiple ankyrin repeat domains protein 3,Prosap,2192.152186,1.893211164,9.90E-07,-1.893211164
LOC112048364,adenosine monophosphate-protein transferase FICD homolog,Fic,506.2276535,-2.047838715,9.99E-07,2.047838715
LOC112043869,uncharacterized protein LOC112043869,LOC112043869,1962.132148,-2.932476312,1.02E-06,2.932476312
LOC112047510,coiled-coil domain-containing protein 43,CG9586,91.65385338,1.232075187,1.07E-06,-1.232075187
LOC112058093,poly(A) polymerase type 3,hrg,513.4657715,0.659853188,1.14E-06,-0.659853188
LOC112044629,pancreatic triacylglycerol lipase-like isoform X1,CG6847,20170.6754,-1.530601085,1.28E-06,1.530601085
LOC112055597,polypyrimidine tract-binding protein 2 isoform X1,heph,9009.048502,-2.246859049,1.30E-06,2.246859049
LOC112051501,splicing factor U2AF 50 kDa subunit,U2af50,1533.346453,0.701494352,1.30E-06,-0.701494352
LOC112050066,centaurin-gamma-1A isoform X1,CenG1A,1479.082077,1.508656465,1.44E-06,-1.508656465
LOC112049962,SUMO-activating enzyme subunit 2,Uba2,400.9555026,0.896613243,1.50E-06,-0.896613243
