Gene,Description,Symbol,MeanExpression,log2FoldChange(WS/DS),padj,log2FC
LOC112043700,serine/arginine repetitive matrix protein 2 isoform X1,Srrm234,2834.173459,-0.615868028,4.94E-08,0.615868028
LOC112049653,copper-transporting ATPase 1 isoform X1,ATP7,268.7488032,-3.502555836,4.97E-08,3.502555836
LOC112052762,inositol polyphosphate 1-phosphatase,Ipp,219.0512039,-1.525115212,5.15E-08,1.525115212
LOC112046021,achaete-scute complex protein T8-like,ase,521.1856728,6.346510062,5.18E-08,-6.346510062
LOC112055529,P94 protein,LOC112055529,223.4196123,2.308185779,5.19E-08,-2.308185779
LOC112056070,surfeit locus protein 4 homolog,Surf4,2211.398644,-1.306884649,5.24E-08,1.306884649
LOC112046854,activating signal cointegrator 1 complex subunit 3,obe,1380.159604,0.378844191,5.47E-08,-0.378844191
LOC112044142,fasciclin-2 isoform X1,Fas2,4526.268555,2.185451396,5.48E-08,-2.185451396
LOC112049985,gastrula zinc finger protein XlCGF57.1-like,LOC112049985,1134.564133,-1.063212603,5.49E-08,1.063212603
LOC112049953,zinc metalloproteinase nas-4-like isoform X1,CG6763,7.744985849,-6.524401553,5.56E-08,6.524401553
LOC112051393,facilitated trehalose transporter Tret1-like,Tret1-1,1997.785243,-0.746793201,5.61E-08,0.746793201
LOC112051453,60S ribosomal protein L38,RpL38,6035.42176,-0.506085545,5.64E-08,0.506085545
LOC112050068,uncharacterized protein LOC112050068,CG6329,8.510924731,-7.397508697,5.68E-08,7.397508697
LOC112042849,uncharacterized protein LOC112042849,LOC112042849,164.3039637,-1.587322234,5.70E-08,1.587322234
LOC112045949,dymeclin,CG8230,1406.66481,-0.566980212,5.70E-08,0.566980212
LOC112043990,DNA-directed RNA polymerase I subunit RPA2,RpI135,896.290362,1.426453554,5.90E-08,-1.426453554
LOC112044522,cyclin-K,CycK,777.5471861,0.794200918,5.99E-08,-0.794200918
LOC112044481,ras-related protein Rab-39B,Rab39,425.6957487,-1.235452754,6.02E-08,1.235452754
LOC112050817,pseudouridylate synthase 7 homolog,Pus7,876.7023252,1.259722873,6.10E-08,-1.259722873
LOC112043665,NF-kappa-B inhibitor cactus,cact,511.2908383,-1.262076902,6.38E-08,1.262076902
LOC112053749,cubilin-like,LOC112053749,171.1901397,1.218702657,6.41E-08,-1.218702657
LOC112046718,E3 SUMO-protein ligase PIAS3 isoform X2,Su(var)2-10,1520.648765,0.584382723,6.46E-08,-0.584382723
LOC112046947,bromodomain-containing protein 8-like isoform X2,Brd8,950.4481095,0.66356648,6.49E-08,-0.66356648
LOC112045798,monocarboxylate transporter 10-like isoform X2,CG10019,234.0314095,-2.728652647,6.50E-08,2.728652647
LOC112046101,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial isoform X2",ClpX,1710.501461,-1.174279652,6.53E-08,1.174279652
LOC112048800,ETS translocation variant 5-like,Ets96B,64.88718106,-8.282275927,6.59E-08,8.282275927
LOC112050249,muscle M-line assembly protein unc-89,LOC112050249,1614.747773,0.780690456,6.65E-08,-0.780690456
LOC112044051,Dihydrouridine synthase domain containing protein,LOC112044051,440.998457,-5.072252434,6.82E-08,5.072252434
LOC112045855,"succinate dehydrogenase assembly factor 3, mitochondrial",Sdhaf3,78.29645035,-1.686856799,6.93E-08,1.686856799
LOC112052228,ATP synthase mitochondrial F1 complex assembly factor 2,l(2)k14505,191.2344852,1.234694371,6.95E-08,-1.234694371
LOC112043380,src substrate cortactin,Cortactin,935.7795052,1.099886857,7.05E-08,-1.099886857
LOC112045161,putative GPI-anchor transamidase,PIG-K,270.8649109,1.044007296,7.15E-08,-1.044007296
LOC112047743,fasciclin-3 isoform X1,Fas3,14577.14669,-1.998601541,7.27E-08,1.998601541
LOC112045325,chitinase domain-containing protein 1,CG8460,645.2941955,0.963058512,7.28E-08,-0.963058512
LOC112056106,uncharacterized protein LOC112056106 isoform X1,LOC112056106,7206.994486,-2.587992213,7.34E-08,2.587992213
LOC112052237,peritrophin-48-like,LOC112052237,305.0618832,4.789123766,7.39E-08,-4.789123766
LOC112055716,Pleckstrin-likey domain-containing family G member 1,GEFmeso,2458.042201,-1.951981244,7.42E-08,1.951981244
LOC112053357,translation initiation factor IF-2-like,LOC112053357,42.21775664,-1.669876219,7.44E-08,1.669876219
LOC112050158,"protein Skeletor, isoforms B/C",knk,2486.761195,-1.685583989,7.51E-08,1.685583989
LOC112055261,phenoloxidase subunit 2-like,PPO2,215.0446605,2.75347142,7.59E-08,-2.75347142
LOC112045257,"dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial isoform X2",muc,657.1818325,-1.696859852,7.80E-08,1.696859852
LOC112053995,glycerate kinase,CG9886,84.4505986,1.278980581,7.95E-08,-1.278980581
LOC112055672,cytochrome P450 4d2-like,Cyp4d2,102.7222326,-5.62421702,7.99E-08,5.62421702
LOC112053846,tetratricopeptide repeat protein 17,LOC112053846,170.7356166,0.890553737,8.00E-08,-0.890553737
LOC112053055,sex peptide receptor-like,MsR1,34.16250524,4.394454143,8.02E-08,-4.394454143
LOC112046213,carboxypeptidase M isoform X1,CG4678,3349.750479,-5.71228495,8.13E-08,5.71228495
LOC112049961,phosducin-like protein,CG7650,1448.458228,0.749438586,8.22E-08,-0.749438586
LOC112049519,INO80 complex subunit C,CG12659,258.2811701,0.931189253,8.33E-08,-0.931189253
LOC112042809,uncharacterized protein LOC112042809 isoform X2,LOC112042809,167.1113827,0.891665769,8.38E-08,-0.891665769
LOC112047274,prosaposin isoform X1,Sap-r,31971.72018,-2.179135804,8.46E-08,2.179135804
LOC112056402,flocculation protein FLO11 isoform X1,CG8547,1717.25817,-1.86506065,8.46E-08,1.86506065
LOC112046146,uncharacterized protein LOC112046146 isoform X1,LOC112046146,804.2216657,-0.714384995,8.46E-08,0.714384995
LOC112057353,ATP-dependent helicase brm,brm,898.2248091,0.893168476,8.66E-08,-0.893168476
LOC112045635,serine/threonine-protein kinase SMG1,nonC,1403.56904,0.799462169,8.78E-08,-0.799462169
LOC112052069,ATP-binding cassette sub-family A member 3-like,ABCA,237.6901455,0.869456721,8.78E-08,-0.869456721
LOC112049409,F-box only protein 7-like,LOC112049409,79.32658047,-1.04971505,8.93E-08,1.04971505
LOC112044156,superoxide dismutase [Cu-Zn],Sod,2640.752319,-1.119702195,8.95E-08,1.119702195
LOC112049121,"dynein heavy chain 5, axonemal",CG9492,25.71363206,-3.219769083,9.03E-08,3.219769083
LOC112056355,T-complex protein 1 subunit eta,Tcp-1eta,3420.837007,1.527489361,9.04E-08,-1.527489361
LOC112043150,ubiquitin-conjugating enzyme E2 variant 2,Uev1A,2074.8522,0.70913933,9.04E-08,-0.70913933
LOC112058240,dolichyldiphosphatase 1-like,LOC112058240,659.1616974,-1.306807685,9.07E-08,1.306807685
LOC112044999,protein spaetzle 3,spz3,414.3474368,-3.887443296,9.11E-08,3.887443296
LOC112043881,aldo-keto reductase AKR2E4-like isoform X2,CG10638,47.13961739,2.493786034,9.17E-08,-2.493786034
LOC112048140,uncharacterized protein LOC112048140,pst,253.2519765,-1.103174729,9.20E-08,1.103174729
LOC112052853,---NA---,kuz,118.9836703,1.163163091,9.29E-08,-1.163163091
LOC112050705,arginine/serine-rich coiled-coil protein 2 isoform X1,CG6340,2247.404254,-0.844966267,9.41E-08,0.844966267
LOC112055059,protein arginine N-methyltransferase 7 isoform X2,Art7,583.0697446,1.477094102,9.41E-08,-1.477094102
LOC112054849,methylosome protein 50-like,LOC112054849,295.2944737,1.330957322,9.54E-08,-1.330957322
LOC112050889,protein PBDC1,CG7519,1356.065137,1.061500751,9.64E-08,-1.061500751
LOC112044283,neuronal acetylcholine receptor subunit alpha-7 isoform X1,nAChRalpha6,142.5101106,-3.47777699,9.66E-08,3.47777699
LOC112058590,zinc finger protein SNAI2-like,esg,140.2920347,1.956208458,9.67E-08,-1.956208458
LOC112045043,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 isoform X2,C1GalTA,89.30602056,1.183757612,9.70E-08,-1.183757612
LOC112058580,actin-related protein 2/3 complex subunit 5,Arpc5,884.0863855,-0.934135665,9.81E-08,0.934135665
LOC112051955,trichohyalin-like isoform X2,MRPL43,469.7235788,-6.805391824,9.96E-08,6.805391824
LOC112043574,integrin alpha-4-like,LOC112043574,152.7289324,1.1333944,9.96E-08,-1.1333944
LOC112047079,uncharacterized protein LOC112047079,LOC112047079,197.2079217,2.032224801,1.01E-07,-2.032224801
LOC112047920,synaptic vesicle glycoprotein 2A-like,mfs3,298.6159609,3.562294171,1.03E-07,-3.562294171
LOC112054036,leucine-rich repeat protein 1,LOC112054036,446.4659327,1.64782834,1.05E-07,-1.64782834
LOC112046320,TBC1 domain family member 23,TBC1D23,490.6261445,-1.449305034,1.05E-07,1.449305034
LOC112056185,V-type proton ATPase subunit H isoform X1,VhaSFD,2059.803659,-0.809383367,1.06E-07,0.809383367
LOC112047204,transforming acidic coiled-coil-containing protein 3-like,LOC112047204,1332.374548,-0.632035061,1.06E-07,0.632035061
LOC112049088,CCAAT/enhancer-binding protein gamma-like,LOC112049088,1484.767267,-1.125211377,1.10E-07,1.125211377
LOC112048802,facilitated trehalose transporter Tret1-like,Tret1-1,46.58927522,6.698286326,1.11E-07,-6.698286326
LOC112050735,crossover junction endonuclease EME1,mms4,329.4175536,1.782761824,1.11E-07,-1.782761824
LOC112057792,Chorion peroxidase,LOC112057792,9.178159066,-5.061169467,1.11E-07,5.061169467
LOC112049882,zinc finger protein 382-like isoform X1,l(3)neo38,1320.68955,-2.273643678,1.12E-07,2.273643678
LOC112058473,CUGBP Elav-like family member 1 isoform X1,aret,299.9430826,-3.589957063,1.13E-07,3.589957063
LOC112049547,"ribonuclease Z, mitochondrial isoform X1",JhI-1,762.6361671,0.902963828,1.13E-07,-0.902963828
LOC112053738,RNA exonuclease 4-like,CG6833,599.0706895,0.723033411,1.13E-07,-0.723033411
LOC112048673,OTU domain-containing protein 6B,CG7857,294.4669948,1.232836392,1.14E-07,-1.232836392
LOC112047696,proteoglycan Cow,Cow,839.54979,3.170447931,1.17E-07,-3.170447931
LOC112048770,translocation protein SEC62,Trp1,1203.113281,-0.566448336,1.17E-07,0.566448336
LOC112045984,transmembrane protein 41 homolog,stas,120.5868336,0.993097918,1.17E-07,-0.993097918
LOC112046595,dentin sialophosphoprotein-like,LOC112046595,117.6091261,1.017020435,1.17E-07,-1.017020435
LOC112058058,transmembrane protein 39A,CG13016,375.5027532,0.675817087,1.22E-07,-0.675817087
LOC112053103,protein spaetzle 4 isoform X1,spz4,168.824551,-4.066571839,1.24E-07,4.066571839
LOC112052940,uncharacterized protein LOC112052940,LOC112052940,192.7072488,-3.499482067,1.25E-07,3.499482067
LOC112049790,UV radiation resistance-associated gene protein,Uvrag,756.7923578,-0.721574838,1.25E-07,0.721574838
LOC112046362,centrosomal protein of 120 kDa-like,LOC112046362,330.6800522,2.060322783,1.25E-07,-2.060322783
LOC112048941,60S ribosomal protein L35a,RpL35A,15211.68064,0.482265844,1.25E-07,-0.482265844
LOC112050645,uncharacterized protein LOC112050645,CG13868,182.0812774,1.503047045,1.27E-07,-1.503047045
LOC112044123,tetratricopeptide repeat protein 7B,Ttc7,741.3201502,-0.76836335,1.28E-07,0.76836335
LOC112051523,heterogeneous nuclear ribonucleoprotein R isoform X1,Syp,19735.7994,1.093374262,1.29E-07,-1.093374262
LOC112055677,cytochrome P450 4C1-like,Cyp4c3,18.48235747,-7.789022593,1.32E-07,7.789022593
LOC112053594,TIMELESS-interacting protein,LOC112053594,718.2966437,0.850630702,1.32E-07,-0.850630702
LOC112051238,zinc finger protein 2 homolog,CG18476,192.199146,1.084068183,1.33E-07,-1.084068183
LOC112054543,eukaryotic translation initiation factor 3 subunit G,eIF3-S4,4376.046825,-0.764977813,1.33E-07,0.764977813
LOC112051732,abl interactor 1 isoform X2,l(3)05822,1261.529064,-0.878097491,1.33E-07,0.878097491
LOC112054663,odorant receptor 24,LOC112054663,31.45554553,-8.585626821,1.35E-07,8.585626821
LOC112049370,eukaryotic peptide chain release factor subunit 1 isoform X1,eRF1,8520.86955,-0.655981436,1.36E-07,0.655981436
LOC112049110,clavesin-2-like,CG10026,2904.795846,2.602233553,1.36E-07,-2.602233553
LOC112048496,exosome complex exonuclease RRP44,Dis3,1060.867485,0.941159228,1.37E-07,-0.941159228
LOC112057713,chromatin target of PRMT1 protein-like,LOC112057713,321.7513575,1.241334461,1.38E-07,-1.241334461
LOC112046147,proto-oncogene tyrosine-protein kinase ROS,sev,65.03203373,1.83419309,1.38E-07,-1.83419309
LOC112055898,HMG box transcription factor BBX,bbx,151.8086271,-1.371124105,1.39E-07,1.371124105
LOC112043812,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1,LOC112043812,1518.24826,-1.65751151,1.40E-07,1.65751151
LOC112045101,palmitoyltransferase ZDHHC23,GABPI,557.8185518,-1.459799571,1.41E-07,1.459799571
LOC112047131,glyoxalase domain-containing protein 4,CG1532,344.5263416,0.606484556,1.42E-07,-0.606484556
LOC112050045,carbonyl reductase [NADPH] 1-like,CG31549,310.1862413,-0.787306011,1.43E-07,0.787306011
LOC112043491,beta-mannosidase,beta-Man,891.4158539,-2.501087381,1.43E-07,2.501087381
LOC112053566,ribulose-phosphate 3-epimerase,Rpe,441.7737857,1.08541517,1.44E-07,-1.08541517
LOC112047433,ATP-dependent RNA helicase p62-like,CG10077,701.8231874,-0.674411766,1.44E-07,0.674411766
LOC112050695,uncharacterized protein LOC112050695 isoform X2,LOC112050695,673.9975051,4.037576884,1.44E-07,-4.037576884
LOC112047298,"protein tramtrack, alpha isoform isoform X3",ttk,6409.346621,-1.468210139,1.45E-07,1.468210139
LOC112044578,"KPJ19593.1 Neuroligin-4, Y-linked",NLG-1,68.45219013,-4.501887685,1.47E-07,4.501887685
LOC112044968,tether containing UBX domain for GLUT4,CG33722,329.4345029,0.700922561,1.48E-07,-0.700922561
LOC112046207,zinc finger protein 628-like isoform X2,CG7987,762.8402641,-0.674425472,1.48E-07,0.674425472
LOC112049346,laminin subunit beta-1-like,LOC112049346,40.30668909,2.819644227,1.49E-07,-2.819644227
LOC112044032,LOW QUALITY PROTEIN: uncharacterized protein LOC112044032,CG13842,79.24720687,-2.142123797,1.53E-07,2.142123797
LOC112045203,transmembrane protein 115,CG9536,1441.616402,-0.608802128,1.55E-07,0.608802128
LOC112051455,"glucose dehydrogenase [FAD, quinone]-like",CG9518,21.77987861,-4.868236677,1.56E-07,4.868236677
LOC112043679,thioredoxin domain-containing protein 17-like,cl,781.5332244,0.548234707,1.58E-07,-0.548234707
LOC112051119,zinc finger protein 26-like,LOC112051119,270.8709465,-0.953609381,1.61E-07,0.953609381
LOC112052058,ubiquitin carboxyl-terminal hydrolase 31,Usp15-31,523.3796984,-1.334317046,1.63E-07,1.334317046
LOC112056817,hemicentin-1-like isoform X2,LOC112056817,22.62036316,4.233961755,1.64E-07,-4.233961755
LOC112051484,transient receptor potential cation channel protein painless,pain,671.4760968,-1.819659378,1.64E-07,1.819659378
LOC112050529,NA,NA,452.4924601,-1.06987308,1.65E-07,1.06987308
LOC112052446,"39S ribosomal protein L2, mitochondrial",mRpL2,318.3339655,0.890531908,1.66E-07,-0.890531908
LOC112045293,uncharacterized protein LOC112045293,B4,20377.99734,-3.527352234,1.67E-07,3.527352234
LOC112048916,fructose-bisphosphate aldolase isoform X1,Ald1,2815.406647,-1.459986787,1.67E-07,1.459986787
LOC112056088,rho guanine nucleotide exchange factor 1-like,RhoGEF2,488.5898469,-1.423422655,1.67E-07,1.423422655
LOC112050766,AN1-type zinc finger protein 2A-like,CG12795,450.4312358,-1.392293821,1.68E-07,1.392293821
LOC112044623,inositol-3-phosphate synthase,Inos,234.8404427,0.882945544,1.70E-07,-0.882945544
LOC112055186,melanotransferrin,Tsf2,475.8282258,2.296408933,1.71E-07,-2.296408933
LOC112050336,WD40 repeat-containing protein SMU1,Smu1,623.0226057,1.102840732,1.74E-07,-1.102840732
LOC112053358,transmembrane protein 164,CG14591,1021.603994,-1.087616593,1.77E-07,1.087616593
LOC112054359,leptin receptor gene-related protein,CG30423,1955.799704,-0.956568722,1.77E-07,0.956568722
LOC112047176,lanC-like protein 3,GPRNNB2,214.7991171,1.052308915,1.78E-07,-1.052308915
LOC112044944,cuticular protein hypothetical 12 precursor,LOC112044944,4770.226204,9.026999762,1.78E-07,-9.026999762
LOC112047308,Armadillo repeat-containing protein 7,CG14881,46.53723068,1.661013142,1.79E-07,-1.661013142
LOC112055785,rho guanine nucleotide exchange factor 11 isoform X2,RhoGEF2,153.9657937,-2.219132178,1.79E-07,2.219132178
LOC112047407,glucose-6-phosphate 1-dehydrogenase,Zw,1325.655234,0.870275157,1.81E-07,-0.870275157
LOC112047336,"ATP synthase subunit gamma, mitochondrial",Atp5c1,6736.891741,-0.759726773,1.82E-07,0.759726773
LOC112049386,uncharacterized protein LOC112049386 isoform X3,CG33995,2531.464363,-1.36704429,1.83E-07,1.36704429
LOC112055561,septum formation protein Maf,CG9515,39.88264426,2.283496671,1.85E-07,-2.283496671
LOC112055341,protein FAM234A,LOC112055341,668.0091089,-0.838587764,1.87E-07,0.838587764
LOC112047211,senecionine N-oxygenase-like isoform X1,Fmo-1,19.35224122,-5.111478976,1.88E-07,5.111478976
LOC112055080,OWR52866.1 osiris 9 precursor,Osi9,27.31088098,-3.790545027,1.90E-07,3.790545027
LOC112044339,protein SEC13 homolog,Sec13,2232.632946,-0.725223542,1.94E-07,0.725223542
LOC112051980,CKLF-like MARVEL transmembrane domain-containing protein 4,CG15211,11164.29434,-4.497000796,1.95E-07,4.497000796
LOC112053005,AP-3 complex subunit sigma-1,or,534.8485013,-0.848952086,1.96E-07,0.848952086
LOC112053244,phospholipase A1-like,CG7367,715.8278839,-9.499661052,1.98E-07,9.499661052
LOC112044920,E3 ubiquitin-protein ligase FANCL,LOC112044920,401.2374079,0.914169776,2.01E-07,-0.914169776
LOC112051750,sphingosine kinase 1-like,Sk2,366.7859965,-4.22613777,2.02E-07,4.22613777
LOC112049144,DNA-directed RNA polymerase III subunit RPC3,CG12267,212.1183364,1.347069221,2.03E-07,-1.347069221
LOC112054925,uncharacterized protein LOC112054925,LOC112054925,189.8303713,1.464266146,2.04E-07,-1.464266146
LOC112051387,ATP-binding cassette sub-family D member 2,ABCD,4492.384318,-2.391705273,2.05E-07,2.391705273
LOC112058490,lysozyme-like,LysP,990.4460733,3.05098722,2.06E-07,-3.05098722
LOC112043653,lysosomal-trafficking regulator,mv,2236.999063,-1.419071154,2.10E-07,1.419071154
LOC112048488,ribonuclease P protein subunit p30,LOC112048488,102.6490191,1.03257753,2.12E-07,-1.03257753
LOC112051307,sortilin-related receptor isoform X1,LRP1,18581.44804,-0.499172021,2.18E-07,0.499172021
LOC112045453,circadian clock-controlled protein-like,LOC112045453,74.15029512,7.341384518,2.19E-07,-7.341384518
LOC112056600,OWR41184.1 putative ATP-binding protein,LOC112056600,169.2745291,1.417921984,2.19E-07,-1.417921984
LOC112053823,sorting nexin-17,Snx17,255.9530614,-1.131651499,2.19E-07,1.131651499
LOC112043222,three-prime repair exonuclease 1-like,LOC112043222,103.4328374,1.249475607,2.19E-07,-1.249475607
LOC112043077,importin-5,Karybeta3,8167.051948,0.575943258,2.21E-07,-0.575943258
LOC112055456,putative glutathione-specific gamma-glutamylcyclotransferase 2,CG2540,162.1751076,-2.319901277,2.21E-07,2.319901277
LOC112043624,RUN and FYVE domain-containing protein 2 isoform X2,CG31064,950.6378237,-1.371627197,2.26E-07,1.371627197
LOC112050710,nucleoredoxin-like,LOC112050710,286.6746975,1.911693187,2.30E-07,-1.911693187
LOC112046694,cytochrome b5-like,cytb5,4950.104973,-4.045576386,2.32E-07,4.045576386
LOC112042907,triple functional domain protein isoform X2,trio,3041.859201,-1.091897262,2.35E-07,1.091897262
LOC112057139,NA,NA,17230.8831,-0.841518522,2.36E-07,0.841518522
LOC112046091,uncharacterized protein LOC112046091,LOC112046091,696.0718189,1.037009069,2.38E-07,-1.037009069
LOC112045546,XP_026741072.1 trichohyalin-like,LOC112045546,1712.087942,-1.522509705,2.38E-07,1.522509705
LOC112047793,nicotinamide riboside kinase 1,Nrk1,521.5561335,1.562703292,2.39E-07,-1.562703292
LOC112046659,uncharacterized protein LOC112046659,LOC112046659,111.7757583,2.877641528,2.41E-07,-2.877641528
LOC112046193,Phosphonates-binding periplasmic protein,LOC112046193,403.7191479,-3.384101081,2.43E-07,3.384101081
LOC112045756,esterase FE4-like,CG10175,66.1775867,2.693018405,2.45E-07,-2.693018405
LOC112048044,T-complex protein 1 subunit zeta,CCT6,3604.494888,1.103260032,2.46E-07,-1.103260032
LOC112049761,cytochrome b5-related protein-like,CG17928,2533.451777,-2.559704208,2.47E-07,2.559704208
LOC112058150,uncharacterized protein LOC112058150 isoform X1,udt,3003.278314,1.10304546,2.50E-07,-1.10304546
LOC112042832,cellular tumor antigen p53,LOC112042832,228.4237247,1.33035987,2.52E-07,-1.33035987
LOC112053757,cytoplasmic polyadenylation element-binding protein 2 isoform X1,orb2,19.00619936,-4.508124371,2.59E-07,4.508124371
LOC112045655,NA,NA,188.738811,-1.900036215,2.60E-07,1.900036215
LOC112051543,transcription elongation factor B polypeptide 1,Elongin-C,2162.807809,0.68769673,2.60E-07,-0.68769673
LOC112057101,glycine-rich protein 5-like,LOC112057101,58.74799154,3.504710137,2.61E-07,-3.504710137
LOC112056641,"tryptophan 2,3-dioxygenase",v,252.9897097,-4.654884138,2.63E-07,4.654884138
LOC112051906,E3 ubiquitin-protein ligase listerin-like,LOC112051906,1418.333277,-0.834851279,2.71E-07,0.834851279
LOC112053462,E3 ubiquitin-protein ligase RNF4-like,RNF4,260.2657676,1.445829541,2.74E-07,-1.445829541
LOC112055770,chymotrypsin-like elastase family member 2A,MP1,408.4152546,3.101538108,2.80E-07,-3.101538108
LOC112057975,angiogenic factor with G patch and FHA domains 1 isoform X1,CG8079,309.4826275,0.954612922,2.84E-07,-0.954612922
LOC112055518,neutral ceramidase-like,CDase,14.03271252,-6.081295722,2.84E-07,6.081295722
LOC112052095,protein hook,hk,2333.059256,-2.287983429,2.86E-07,2.287983429
LOC112047931,zinc finger protein ush isoform X2,ush,462.2361767,1.119979211,2.89E-07,-1.119979211
LOC112056191,NA,NA,509.3412295,0.829998049,2.94E-07,-0.829998049
LOC112049328,inner centromere protein isoform X2,stai,17318.62798,2.639619493,2.95E-07,-2.639619493
LOC112053211,ectopic P granules protein 5 homolog,LOC112053211,628.6907319,-0.563319258,2.96E-07,0.563319258
LOC112044147,collagen alpha-2(I) chain-like,LOC112044147,57.62720566,-5.788875395,2.97E-07,5.788875395
LOC112053899,ADP-ribosylation factor-related protein 1,Arfrp1,434.0431786,-0.681315435,2.98E-07,0.681315435
LOC112055075,uncharacterized LOC106116250 precursor,Osi9,55.53219155,-10.08288625,3.06E-07,10.08288625
LOC112051024,uncharacterized protein LOC112051024,LOC112051024,16.29712269,-3.655210431,3.09E-07,3.655210431
LOC112058154,calcium homeostasis endoplasmic reticulum protein isoform X1,scaf6,1345.150102,0.515486491,3.10E-07,-0.515486491
LOC112043176,uncharacterized protein LOC112043176,LOC112043176,8.339129089,-4.82529794,3.12E-07,4.82529794
LOC112056028,armadillo repeat-containing protein 2,LOC112056028,15.33415202,-2.862926555,3.12E-07,2.862926555
LOC112053105,protein phosphatase inhibitor 2-like,I-2,217.9028153,1.009269702,3.15E-07,-1.009269702
LOC112051539,ubiquitin carboxyl-terminal hydrolase 20,Usp20-33,837.76455,-1.201525929,3.17E-07,1.201525929
LOC112053740,ras-related GTP-binding protein C,RagC-D,722.6628772,-0.973543899,3.17E-07,0.973543899
LOC112051841,F-box/LRR-repeat protein 15,LOC112051841,176.8767778,-1.434978588,3.18E-07,1.434978588
LOC112048724,ATP-binding cassette sub-family G member 1-like,CG4822,175.1891773,-2.478846488,3.18E-07,2.478846488
LOC112052206,"translation initiation factor IF-3, mitochondrial-like",LOC112052206,302.9200755,-1.304988229,3.21E-07,1.304988229
LOC112052161,protein patched,Ptc,1785.59907,-0.861469552,3.25E-07,0.861469552
LOC112053491,growth arrest and DNA damage-inducible proteins-interacting protein 1,CRIF,326.5508751,0.679484283,3.25E-07,-0.679484283
LOC112051491,hemicentin-1-like isoform X1,CG33543,37.85997107,3.727427671,3.28E-07,-3.727427671
LOC112051189,sesquipedalian-1,IPIP,1609.793063,-1.907181023,3.28E-07,1.907181023
LOC112049885,actin-4,Arp1,35174.87814,1.378367518,3.29E-07,-1.378367518
LOC112049665,tRNA pseudouridine synthase A isoform X1,Pus1,698.3029088,0.996022672,3.31E-07,-0.996022672
LOC112053028,protein starmaker-like,LOC112053028,120.5369305,2.362569714,3.31E-07,-2.362569714
LOC112043586,endoplasmin isoform X1,Gp93,10815.91999,1.184434911,3.32E-07,-1.184434911
LOC112049710,cytochrome P450 6B6-like,Cyp6a2,19.80387136,3.803721953,3.34E-07,-3.803721953
LOC112052932,tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like,CG3645,359.8707851,-0.898138796,3.34E-07,0.898138796
LOC112052148,protein phosphatase 1E-like,Ppm1,1557.36377,-2.03027449,3.36E-07,2.03027449
LOC112056647,growth arrest and DNA damage-inducible protein GADD45 alpha,Gadd45,217.1036885,-2.36256528,3.44E-07,2.36256528
LOC112045975,gastrula zinc finger protein XlCGF17.1-like,LOC112045975,595.08956,-1.185888624,3.45E-07,1.185888624
LOC112051039,T-complex protein 1 subunit beta,CCT2,3384.870642,1.124460345,3.46E-07,-1.124460345
LOC112056360,pancreatic lipase-related protein 2-like,CG7367,98.05263478,2.829683082,3.47E-07,-2.829683082
LOC112058472,sodium-dependent nutrient amino acid transporter 1-like isoform X1,LOC112058472,1090.79433,-4.436969298,3.47E-07,4.436969298
LOC112047560,uncharacterized protein LOC112047560,LOC112047560,190.5461001,-3.470145462,3.49E-07,3.470145462
LOC112054595,heat shock 70 kDa protein cognate 3,Hsc70-3,21078.29744,1.98092183,3.49E-07,-1.98092183
LOC112049924,cell cycle checkpoint control protein RAD9A,Rad9,87.86357677,1.043763479,3.51E-07,-1.043763479
LOC112044152,ubiquitin domain-containing protein 2,CG1172,1451.919291,-0.930811328,3.55E-07,0.930811328
LOC112045192,zinc finger and BTB domain-containing protein 24-like isoform X3,MTF-1,325.6838545,-1.129299502,3.62E-07,1.129299502
LOC112044318,NA,NA,512.082469,-0.617769123,3.62E-07,0.617769123
LOC112045797,zinc finger protein 260-like isoform X2,LOC112045797,287.830296,-0.87006878,3.62E-07,0.87006878
LOC112044568,ATP-binding cassette sub-family G member 1-like,CG4822,95.84554412,-4.250177362,3.63E-07,4.250177362
LOC112053084,NA,NA,15.92057191,-4.421546999,3.66E-07,4.421546999
LOC112055301,hepatocyte nuclear factor 6 isoform X2,onecut,34.97549372,2.396494881,3.68E-07,-2.396494881
LOC112047798,probable 5-hydroxyisourate hydrolase R09H10.3,LOC112047798,53.21911282,2.066683397,3.76E-07,-2.066683397
LOC112050670,"succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial isoform X1",Scsalpha,3110.326792,-0.70896686,3.76E-07,0.70896686
LOC112045179,peptidyl-alpha-hydroxyglycine alpha-amidating lyase 2-like,Pal2,21.69197148,-3.036661106,3.92E-07,3.036661106
LOC112043027,protein argonaute-2 isoform X1,AGO1,746.37604,0.883479677,3.97E-07,-0.883479677
LOC112049255,multidrug resistance protein 1A-like,Mdr50,34.57432376,2.156939226,3.97E-07,-2.156939226
LOC112045278,5-oxoprolinase,CG4752,427.384416,-0.886615409,3.99E-07,0.886615409
LOC112047771,uncharacterized protein LOC112047771,LOC112047771,29.82667741,-4.49798694,3.99E-07,4.49798694
