GeneID,chr,strand,SplicingType,FDR,delta_PSI,start,end,SID
LOC112053903,NW_019862760.1,-,SE,0.004847265,0.143,1778855,1780225,NW_019862760.1_1778855_1780225
LOC112050059,NW_019863003.1,-,SE,0.00615625,-0.122,102124,102525,NW_019863003.1_102124_102525
LOC112046464,NW_019862858.1,+,SE,1.24E-06,-0.329,802215,802487,NW_019862858.1_802215_802487
LOC112046459,NW_019862858.1,+,SE,0.000772928,-0.023,118726,119131,NW_019862858.1_118726_119131
LOC112046339,NW_019862855.1,-,SE,0,0.106,669691,670012,NW_019862855.1_669691_670012
LOC112046339,NW_019862855.1,-,SE,1.63E-11,0.111,669691,670015,NW_019862855.1_669691_670015
LOC112046292,NW_019862853.1,+,SE,1.45E-08,0.077,828820,829242,NW_019862853.1_828820_829242
LOC112045800,NW_019862841.1,-,SE,3.22E-05,-0.213,301940,302281,NW_019862841.1_301940_302281
LOC112043205,NW_019862787.1,+,SE,0.000527438,0.189,324551,324897,NW_019862787.1_324551_324897
LOC112043976,NW_019862750.1,-,SE,0.007887693,0.168,2036804,2037130,NW_019862750.1_2036804_2037130
LOC112058428,NW_019862776.1,-,SE,7.67E-07,0.527,1067666,1067908,NW_019862776.1_1067666_1067908
LOC112058428,NW_019862776.1,-,SE,0,0.056,1076732,1077049,NW_019862776.1_1076732_1077049
LOC112058428,NW_019862776.1,-,SE,0,0.059,1076741,1077049,NW_019862776.1_1076741_1077049
LOC112050367,NW_019862748.1,+,SE,7.68E-09,0.034,3442758,3443092,NW_019862748.1_3442758_3443092
LOC112050002,NW_019862748.1,+,SE,0.000248473,-0.357,3393206,3393511,NW_019862748.1_3393206_3393511
LOC112056528,NW_019863862.1,+,SE,4.39E-05,-0.044,75678,75978,NW_019863862.1_75678_75978
LOC112046720,NW_019862748.1,+,SE,0,0.396,1902478,1902753,NW_019862748.1_1902478_1902753
LOC112046832,NW_019862872.1,+,SE,0.005813244,0.037,408783,409183,NW_019862872.1_408783_409183
LOC112049108,NW_019862958.1,+,SE,0.010354359,0.055,522927,523189,NW_019862958.1_522927_523189
LOC112054660,NW_019863391.1,-,SE,0.00166842,-0.281,182695,182928,NW_019863391.1_182695_182928
LOC112052097,NW_019863124.1,-,SE,0.011680408,0.034,165824,166164,NW_019863124.1_165824_166164
LOC112054469,NW_019863361.1,-,SE,0,0.13,135325,135602,NW_019863361.1_135325_135602
LOC112052145,NW_019863130.1,-,SE,0,0.114,131052,131393,NW_019863130.1_131052_131393
LOC112048106,NW_019862754.1,+,SE,0.001037583,0.193,1746741,1747022,NW_019862754.1_1746741_1747022
LOC112042896,NW_019862749.1,-,SE,0,-0.086,2199971,2200196,NW_019862749.1_2199971_2200196
LOC112051118,NW_019862757.1,-,SE,5.19E-05,0.105,1541784,1542041,NW_019862757.1_1541784_1542041
LOC112044806,NW_019862817.1,-,SE,1.91E-07,0.048,148618,148915,NW_019862817.1_148618_148915
LOC112048265,NW_019862923.1,+,SE,2.29E-06,-0.213,250708,250923,NW_019862923.1_250708_250923
LOC112048693,NW_019862748.1,-,SE,0.00019847,0.055,2728521,2728820,NW_019862748.1_2728521_2728820
LOC112054227,NW_019863330.1,+,SE,6.97E-05,0.062,63702,64116,NW_019863330.1_63702_64116
LOC112054227,NW_019863330.1,+,SE,0.00128561,0.102,65170,65463,NW_019863330.1_65170_65463
LOC112052388,NW_019863145.1,-,SE,0.014433894,-0.171,25750,26160,NW_019863145.1_25750_26160
LOC112043473,NW_019862750.1,+,SE,0.010584969,-0.264,372006,372295,NW_019862750.1_372006_372295
LOC112043473,NW_019862750.1,+,SE,0.028992935,-0.224,372006,372295,NW_019862750.1_372006_372295
LOC112051948,NW_019863114.1,-,SE,9.49E-10,0.188,182507,182752,NW_019863114.1_182507_182752
LOC112046415,NW_019862857.1,-,SE,9.38E-12,0.112,568310,568645,NW_019862857.1_568310_568645
LOC112046415,NW_019862857.1,-,SE,1.25E-11,0.169,568310,568654,NW_019862857.1_568310_568654
LOC112045305,NW_019862828.1,+,SE,0,-0.186,795846,796079,NW_019862828.1_795846_796079
LOC112045305,NW_019862828.1,+,SE,6.17E-05,0.088,808765,809102,NW_019862828.1_808765_809102
LOC112045305,NW_019862828.1,+,SE,0.001779153,-0.042,809483,809895,NW_019862828.1_809483_809895
LOC112045305,NW_019862828.1,+,SE,0.038703738,-0.087,811571,811840,NW_019862828.1_811571_811840
LOC112046093,NW_019862847.1,-,SE,0.008252457,-0.025,424167,424468,NW_019862847.1_424167_424468
LOC112052530,NW_019863155.1,+,SE,0.009270529,-0.09,22555,22848,NW_019863155.1_22555_22848
LOC112054517,NW_019863368.1,-,SE,6.59E-07,-0.255,189831,190095,NW_019863368.1_189831_190095
LOC112055036,NW_019863450.1,+,SE,1.51E-05,0.082,120419,120755,NW_019863450.1_120419_120755
LOC112045572,NW_019862835.1,+,SE,0.045017356,0.286,616959,617290,NW_019862835.1_616959_617290
LOC112053215,NW_019862748.1,-,SE,0.041966325,-0.318,4143924,4144253,NW_019862748.1_4143924_4144253
LOC112048610,NW_019862748.1,-,SE,0.017089571,-0.021,2694779,2695116,NW_019862748.1_2694779_2695116
LOC112045528,NW_019862834.1,+,SE,2.64E-12,0.494,395767,396111,NW_019862834.1_395767_396111
LOC112050343,NW_019863018.1,+,SE,6.20E-06,-0.022,271972,272286,NW_019863018.1_271972_272286
LOC112050343,NW_019863018.1,+,SE,0.00032082,-0.173,275888,276148,NW_019863018.1_275888_276148
LOC112045825,NW_019862841.1,+,SE,0.020910867,-0.119,219392,219687,NW_019862841.1_219392_219687
LOC112055597,NW_019862762.1,-,SE,0.001941311,0.014,1069034,1069268,NW_019862762.1_1069034_1069268
LOC112055597,NW_019862762.1,-,SE,0.000649881,0.067,1381972,1382315,NW_019862762.1_1381972_1382315
LOC112048640,NW_019862938.1,-,SE,1.59E-10,-0.147,94029,94325,NW_019862938.1_94029_94325
LOC112048640,NW_019862938.1,-,SE,4.48E-07,-0.135,94029,94325,NW_019862938.1_94029_94325
LOC112048640,NW_019862938.1,-,SE,5.06E-08,-0.078,151637,151951,NW_019862938.1_151637_151951
LOC112048640,NW_019862938.1,-,SE,8.31E-10,0.155,153236,153550,NW_019862938.1_153236_153550
LOC112055028,NW_019862762.1,+,SE,7.98E-05,-0.036,59233,59968,NW_019862762.1_59233_59968
LOC112047743,NW_019862903.1,-,SE,0.000241603,-0.097,404255,404506,NW_019862903.1_404255_404506
LOC112047743,NW_019862903.1,-,SE,0.010024564,-0.017,404255,404506,NW_019862903.1_404255_404506
LOC112045364,NW_019862829.1,-,SE,0,0.212,595098,596483,NW_019862829.1_595098_596483
LOC112044486,NW_019862810.1,+,SE,9.19E-08,0.526,617113,617385,NW_019862810.1_617113_617385
LOC112046526,NW_019862860.1,+,SE,0.01163827,-0.263,251814,252328,NW_019862860.1_251814_252328
LOC112046526,NW_019862860.1,+,SE,0.000720789,0.29,268884,269295,NW_019862860.1_268884_269295
LOC112046526,NW_019862860.1,+,SE,0.001352148,0.28,268940,269295,NW_019862860.1_268940_269295
LOC112044453,NW_019862809.1,+,SE,0.041020224,-0.157,1023065,1023527,NW_019862809.1_1023065_1023527
LOC112045501,NW_019862752.1,-,SE,0.017089571,-0.067,548275,548544,NW_019862752.1_548275_548544
LOC112045373,NW_019862752.1,-,SE,1.47E-05,0.093,280974,281276,NW_019862752.1_280974_281276
LOC112051676,NW_019862758.1,-,SE,2.84E-08,-0.1,843325,843549,NW_019862758.1_843325_843549
LOC112051559,NW_019862758.1,-,SE,0.031881888,-0.028,558276,558542,NW_019862758.1_558276_558542
LOC112051516,NW_019862758.1,+,SE,0.022515216,-0.45,280680,280908,NW_019862758.1_280680_280908
LOC112047541,NW_019862896.1,-,SE,1.26E-08,0.034,484823,485119,NW_019862896.1_484823_485119
LOC112055865,NW_019863641.1,-,SE,4.48E-07,-0.12,65146,65505,NW_019863641.1_65146_65505
LOC112050417,NW_019862756.1,+,SE,0,0.584,1857553,1857816,NW_019862756.1_1857553_1857816
LOC112050417,NW_019862756.1,+,SE,0.004554613,0.035,1857553,1857816,NW_019862756.1_1857553_1857816
LOC112051407,NW_019863081.1,+,SE,0.022105264,0.342,12289,12618,NW_019863081.1_12289_12618
LOC112054363,NW_019863351.1,-,SE,0.008019214,-0.074,116411,116713,NW_019863351.1_116411_116713
LOC112049138,NW_019862960.1,+,SE,0.00644645,-0.052,218101,218379,NW_019862960.1_218101_218379
LOC112049138,NW_019862960.1,+,SE,0.000396551,0.23,222861,223442,NW_019862960.1_222861_223442
LOC112045803,NW_019862841.1,-,SE,0.008680793,0.197,318451,318700,NW_019862841.1_318451_318700
LOC112044894,NW_019862751.1,-,SE,6.05E-05,-0.174,1713508,1713919,NW_019862751.1_1713508_1713919
LOC112044683,NW_019862751.1,-,SE,1.29E-13,0.055,1005197,1005636,NW_019862751.1_1005197_1005636
LOC112043483,NW_019862791.1,+,SE,3.78E-10,-0.023,1012799,1013084,NW_019862791.1_1012799_1013084
LOC112045354,NW_019862829.1,+,SE,5.76E-14,-0.098,207884,208178,NW_019862829.1_207884_208178
LOC112050692,NW_019863038.1,+,SE,0.001533968,0.064,198205,198525,NW_019863038.1_198205_198525
LOC112050692,NW_019863038.1,+,SE,0.006447596,0.036,198205,198525,NW_019863038.1_198205_198525
LOC112055393,NW_019862762.1,+,SE,1.73E-05,-0.15,275780,276098,NW_019862762.1_275780_276098
LOC112055393,NW_019862762.1,+,SE,0.000165845,0.122,279762,280095,NW_019862762.1_279762_280095
LOC112043861,NW_019862799.1,+,SE,0.038733283,-0.018,1081053,1081289,NW_019862799.1_1081053_1081289
LOC112043861,NW_019862799.1,+,SE,0.001488934,0.481,1081053,1081289,NW_019862799.1_1081053_1081289
LOC112043861,NW_019862799.1,+,SE,5.21E-05,0.036,1084515,1085708,NW_019862799.1_1084515_1085708
LOC112048373,NW_019862927.1,+,SE,0.003312247,0.01,63284,63580,NW_019862927.1_63284_63580
LOC112054077,NW_019863315.1,+,SE,1.70E-07,0.284,97608,97880,NW_019863315.1_97608_97880
LOC112054077,NW_019863315.1,+,SE,0,0.378,109047,109325,NW_019863315.1_109047_109325
LOC112048068,NW_019862754.1,+,SE,1.33E-05,-0.124,1622275,1622553,NW_019862754.1_1622275_1622553
LOC112054332,NW_019863346.1,+,SE,4.80E-08,-0.164,8629,8912,NW_019863346.1_8629_8912
LOC112049745,NW_019862987.1,+,SE,0.000171905,0.492,435665,436019,NW_019862987.1_435665_436019
LOC112056560,NW_019863879.1,-,SE,2.46E-05,0.212,6569,6888,NW_019863879.1_6569_6888
LOC112056668,NW_019863935.1,+,SE,2.99E-06,0.2,28737,29066,NW_019863935.1_28737_29066
LOC112049870,NW_019862756.1,-,SE,0.000672167,-0.039,646951,647275,NW_019862756.1_646951_647275
LOC112049870,NW_019862756.1,-,SE,0,-0.249,646951,647275,NW_019862756.1_646951_647275
LOC112051313,NW_019863074.1,+,SE,0.010826498,-0.046,92628,92975,NW_019863074.1_92628_92975
LOC112051313,NW_019863074.1,+,SE,1.19E-05,-0.091,92628,92975,NW_019863074.1_92628_92975
LOC112047356,NW_019862890.1,+,SE,3.74E-06,-0.519,324774,325105,NW_019862890.1_324774_325105
LOC112047356,NW_019862890.1,+,SE,0.031180092,-0.413,326214,326581,NW_019862890.1_326214_326581
LOC112047214,NW_019862884.1,-,SE,1.15E-06,0.065,365303,365629,NW_019862884.1_365303_365629
LOC112043853,NW_019862799.1,-,SE,4.00E-06,0.073,848944,849210,NW_019862799.1_848944_849210
LOC112048587,NW_019862935.1,+,SE,0.008472886,0.036,442743,443075,NW_019862935.1_442743_443075
LOC112058236,NW_019862773.1,+,SE,0.001967114,0.022,183303,183801,NW_019862773.1_183303_183801
LOC112057705,NW_019862765.1,+,SE,0.004080587,-0.122,1472696,1472923,NW_019862765.1_1472696_1472923
LOC112053743,NW_019863277.1,-,SE,0.002892581,0.353,31035,31349,NW_019863277.1_31035_31349
LOC112053743,NW_019863277.1,-,SE,1.97E-07,0.339,31369,31734,NW_019863277.1_31369_31734
LOC112052839,NW_019862748.1,-,SE,0,0.116,4100308,4100634,NW_019862748.1_4100308_4100634
LOC112052839,NW_019862748.1,-,SE,4.14E-05,0.125,4108433,4108771,NW_019862748.1_4108433_4108771
LOC112052839,NW_019862748.1,-,SE,0.000363031,0.08,4108433,4108771,NW_019862748.1_4108433_4108771
LOC112048263,NW_019862923.1,-,SE,0.016486453,0.127,590152,591876,NW_019862923.1_590152_591876
LOC112048433,NW_019862930.1,+,SE,0.000191145,-0.03,417761,417970,NW_019862930.1_417761_417970
LOC112043538,NW_019862792.1,-,SE,0.00818849,-0.223,113557,113940,NW_019862792.1_113557_113940
LOC112058009,NW_019862770.1,-,SE,0.010063222,0.354,1698713,1699031,NW_019862770.1_1698713_1699031
LOC112045580,NW_019862835.1,+,SE,0.038617257,-0.134,181791,182089,NW_019862835.1_181791_182089
LOC112051245,NW_019863070.1,-,SE,0.000290834,0.105,11179,12438,NW_019863070.1_11179_12438
LOC112058550,NW_019862778.1,-,SE,0,0.159,1102868,1103181,NW_019862778.1_1102868_1103181
LOC112058550,NW_019862778.1,-,SE,0,-0.267,1103134,1103465,NW_019862778.1_1103134_1103465
LOC112052001,NW_019863118.1,-,SE,0.035273735,-0.023,161542,162366,NW_019863118.1_161542_162366
LOC112052867,NW_019863182.1,-,SE,0.001307053,-0.105,232671,233037,NW_019863182.1_232671_233037
LOC112051523,NW_019863087.1,+,SE,6.36E-13,0.148,159548,159951,NW_019863087.1_159548_159951
LOC112051523,NW_019863087.1,+,SE,0.023297448,0.062,179021,179357,NW_019863087.1_179021_179357
LOC112051523,NW_019863087.1,+,SE,0.004080587,0.01,179358,179694,NW_019863087.1_179358_179694
LOC112051523,NW_019863087.1,+,SE,0.0001025,-0.059,179358,179694,NW_019863087.1_179358_179694
LOC112052337,NW_019863141.1,-,SE,5.04E-08,0.04,172618,172926,NW_019863141.1_172618_172926
LOC112043143,NW_019862749.1,+,SE,2.47E-11,-0.289,2853199,2853445,NW_019862749.1_2853199_2853445
LOC112047846,NW_019862906.1,-,SE,2.36E-05,0.059,84259,84473,NW_019862906.1_84259_84473
LOC112047558,NW_019862896.1,+,SE,1.62E-05,-0.083,455181,455514,NW_019862896.1_455181_455514
LOC112056771,NW_019863975.1,-,SE,0,-0.663,14764,15051,NW_019863975.1_14764_15051
LOC112058257,NW_019862773.1,-,SE,4.71E-11,-0.325,336564,336990,NW_019862773.1_336564_336990
LOC112049905,NW_019862997.1,+,SE,0.000124702,-0.437,408860,409098,NW_019862997.1_408860_409098
LOC112048542,NW_019862934.1,+,SE,0.016352492,0.029,354474,354762,NW_019862934.1_354474_354762
LOC112058474,NW_019862777.1,-,SE,0,-0.181,806358,806612,NW_019862777.1_806358_806612
LOC112053596,NW_019863259.1,+,SE,1.37E-06,0.028,294739,295002,NW_019863259.1_294739_295002
LOC112048127,NW_019862917.1,-,SE,0.004258673,0.085,563300,563590,NW_019862917.1_563300_563590
LOC112048996,NW_019862954.1,+,SE,0.00135727,0.036,268359,268864,NW_019862954.1_268359_268864
LOC112056674,NW_019863937.1,-,SE,2.95E-09,0.134,44574,45390,NW_019863937.1_44574_45390
LOC112048229,NW_019862921.1,-,SE,0.021424854,0.036,222113,222410,NW_019862921.1_222113_222410
LOC112051026,NW_019863057.1,+,SE,0.000709959,0.102,106993,107265,NW_019863057.1_106993_107265
LOC112042919,NW_019862749.1,+,SE,0.000165845,-0.142,2346534,2346942,NW_019862749.1_2346534_2346942
LOC112049487,NW_019862976.1,-,SE,0.002193792,0.1,246779,247041,NW_019862976.1_246779_247041
LOC112049487,NW_019862976.1,-,SE,1.22E-05,0.254,249996,250268,NW_019862976.1_249996_250268
LOC112046963,NW_019862879.1,+,SE,0.010361769,0.019,51711,52009,NW_019862879.1_51711_52009
LOC112052282,NW_019863138.1,+,SE,4.11E-12,-0.361,484364,484651,NW_019863138.1_484364_484651
LOC112056653,NW_019863926.1,+,SE,0.022177103,-0.234,39179,39576,NW_019863926.1_39179_39576
LOC112056653,NW_019863926.1,+,SE,0.000907871,-0.35,39260,39576,NW_019863926.1_39260_39576
LOC112050999,NW_019863056.1,+,SE,0.019628703,0.118,187196,187621,NW_019863056.1_187196_187621
LOC112050999,NW_019863056.1,+,SE,0.000578976,0.091,187196,187621,NW_019863056.1_187196_187621
LOC112050999,NW_019863056.1,+,SE,0.003903522,0.064,189185,189613,NW_019863056.1_189185_189613
LOC112047434,NW_019862893.1,-,SE,0,-0.136,382005,382675,NW_019862893.1_382005_382675
LOC112056562,NW_019863879.1,-,SE,0.006484636,0.017,31835,32277,NW_019863879.1_31835_32277
LOC112049632,NW_019862982.1,-,SE,1.09E-06,0.101,67185,67430,NW_019862982.1_67185_67430
LOC112057979,NW_019862770.1,-,SE,1.14E-07,-0.064,887918,888220,NW_019862770.1_887918_888220
LOC112046194,NW_019862752.1,+,SE,0.001570436,0.02,2070017,2070621,NW_019862752.1_2070017_2070621
LOC112058352,NW_019862775.1,+,SE,2.61E-08,-0.404,492221,492505,NW_019862775.1_492221_492505
LOC112046874,NW_019862874.1,+,SE,0.000143409,-0.117,41247,41519,NW_019862874.1_41247_41519
LOC112046874,NW_019862874.1,+,SE,4.09E-05,-0.146,42144,42697,NW_019862874.1_42144_42697
LOC112046025,NW_019862846.1,+,SE,0.022515216,0.027,693960,694315,NW_019862846.1_693960_694315
LOC112043045,NW_019862784.1,+,SE,5.20E-07,0.066,1522774,1523118,NW_019862784.1_1522774_1523118
LOC112056345,NW_019863781.1,-,SE,0.000611027,0.088,50843,51172,NW_019863781.1_50843_51172
LOC112051030,NW_019863058.1,-,SE,3.17E-05,-0.055,181339,181708,NW_019863058.1_181339_181708
LOC112054296,NW_019863339.1,-,SE,0.003617596,-0.09,50059,50286,NW_019863339.1_50059_50286
LOC112044733,NW_019862816.1,-,SE,0.012386397,-0.087,268415,268771,NW_019862816.1_268415_268771
LOC112043933,NW_019862800.1,-,SE,0.00055724,0.092,647205,647560,NW_019862800.1_647205_647560
LOC112054600,NW_019863381.1,-,SE,1.16E-05,-0.083,53907,54176,NW_019863381.1_53907_54176
LOC112051526,NW_019863087.1,+,SE,1.79E-10,-0.239,85875,86291,NW_019863087.1_85875_86291
LOC112043920,NW_019862800.1,+,SE,0.022986787,0.532,380630,380930,NW_019862800.1_380630_380930
LOC112046036,NW_019862846.1,-,SE,3.50E-07,-0.049,635987,636746,NW_019862846.1_635987_636746
LOC112051181,NW_019863067.1,-,SE,0.000267259,0.047,298657,299437,NW_019863067.1_298657_299437
LOC112051181,NW_019863067.1,-,SE,0.003454173,0.283,317601,317830,NW_019863067.1_317601_317830
LOC112052099,NW_019863124.1,+,SE,3.84E-05,0.055,36375,36836,NW_019863124.1_36375_36836
LOC112052550,NW_019863157.1,+,SE,0,0.085,196386,196733,NW_019863157.1_196386_196733
LOC112047929,NW_019862908.1,+,SE,4.19E-10,0.024,667201,667518,NW_019862908.1_667201_667518
LOC112043032,NW_019862784.1,-,SE,0,0.201,1173581,1173841,NW_019862784.1_1173581_1173841
LOC112057706,NW_019862765.1,-,SE,0.021380494,0.177,1526509,1527618,NW_019862765.1_1526509_1527618
LOC112058326,NW_019862774.1,-,SE,0.033138397,0.129,1343742,1344108,NW_019862774.1_1343742_1344108
LOC112054036,NW_019863307.1,+,SE,8.70E-06,0.282,140541,140896,NW_019863307.1_140541_140896
LOC112051694,NW_019863098.1,-,SE,0.000339487,-0.023,353300,353533,NW_019863098.1_353300_353533
LOC112049495,NW_019862976.1,-,SE,0.002865786,-0.525,82561,83259,NW_019862976.1_82561_83259
LOC112051066,NW_019863061.1,-,SE,0,-0.43,258073,258351,NW_019863061.1_258073_258351
LOC112047930,NW_019862909.1,+,SE,0.001870115,-0.063,480453,480868,NW_019862909.1_480453_480868
LOC112044919,NW_019862820.1,+,SE,0.005786914,0.029,563016,563295,NW_019862820.1_563016_563295
LOC112046487,NW_019862859.1,-,SE,0.003265832,-0.105,260597,260857,NW_019862859.1_260597_260857
LOC112057834,NW_019862767.1,+,SE,0,-0.279,873560,873775,NW_019862767.1_873560_873775
LOC112046143,NW_019862849.1,+,SE,1.81E-12,-0.076,160343,160641,NW_019862849.1_160343_160641
LOC112052141,NW_019863130.1,-,SE,0.000128249,0.142,77997,78307,NW_019863130.1_77997_78307
LOC112052141,NW_019863130.1,-,SE,4.33E-06,0.128,77997,78310,NW_019863130.1_77997_78310
LOC112057694,NW_019862765.1,+,SE,0.001485049,-0.04,1286639,1286917,NW_019862765.1_1286639_1286917
LOC112051906,NW_019863111.1,-,SE,0.030009984,-0.03,241912,242334,NW_019863111.1_241912_242334
LOC112055522,NW_019863545.1,+,SE,0.002079473,-0.111,42522,42818,NW_019863545.1_42522_42818
LOC112049794,NW_019862756.1,-,SE,0.000640439,-0.035,385647,385929,NW_019862756.1_385647_385929
LOC112045804,NW_019862841.1,+,SE,6.24E-08,0.423,587811,588233,NW_019862841.1_587811_588233
LOC112045804,NW_019862841.1,+,SE,3.13E-07,0.185,591113,591538,NW_019862841.1_591113_591538
LOC112044786,NW_019862817.1,+,SE,0,0.142,120956,121355,NW_019862817.1_120956_121355
LOC112049503,NW_019862976.1,-,SE,2.21E-12,0.03,436098,436361,NW_019862976.1_436098_436361
LOC112049503,NW_019862976.1,-,SE,0,-0.154,436973,437236,NW_019862976.1_436973_437236
LOC112049503,NW_019862976.1,-,SE,4.70E-11,0.148,440126,440397,NW_019862976.1_440126_440397
LOC112049503,NW_019862976.1,-,SE,5.72E-10,-0.042,441669,441940,NW_019862976.1_441669_441940
LOC112045944,NW_019862844.1,+,SE,0.001354208,-0.215,666706,667014,NW_019862844.1_666706_667014
LOC112046462,NW_019862858.1,+,SE,0,0.043,451202,451450,NW_019862858.1_451202_451450
LOC112055491,NW_019862748.1,+,SE,0,-0.148,467944,468294,NW_019862748.1_467944_468294
LOC112058154,NW_019862772.1,+,SE,0.030861788,0.046,1084870,1085147,NW_019862772.1_1084870_1085147
LOC112058542,NW_019862778.1,-,SE,0,-0.275,1049804,1050167,NW_019862778.1_1049804_1050167
LOC112048503,NW_019862933.1,+,SE,0,0.319,113926,114322,NW_019862933.1_113926_114322
LOC112048503,NW_019862933.1,+,SE,0,0.314,113926,114322,NW_019862933.1_113926_114322
LOC112058255,NW_019862773.1,+,SE,0.010401172,-0.141,322248,322707,NW_019862773.1_322248_322707
LOC112045064,NW_019862823.1,+,SE,0.001317966,0.267,109871,110179,NW_019862823.1_109871_110179
LOC112042935,NW_019862782.1,-,SE,0.014433894,0.079,1150792,1151036,NW_019862782.1_1150792_1151036
LOC112042935,NW_019862782.1,-,SE,0.009346268,0.178,1150792,1151036,NW_019862782.1_1150792_1151036
LOC112042935,NW_019862782.1,-,SE,0.034871238,0.037,1150792,1151036,NW_019862782.1_1150792_1151036
LOC112042935,NW_019862782.1,-,SE,0.000108023,-0.228,1151710,1152090,NW_019862782.1_1151710_1152090
LOC112042935,NW_019862782.1,-,SE,0.004487744,0.096,1153148,1153444,NW_019862782.1_1153148_1153444
LOC112049762,NW_019862988.1,+,SE,3.57E-07,-0.04,183799,184071,NW_019862988.1_183799_184071
LOC112044079,NW_019862803.1,+,SE,2.77E-05,0.036,165861,166334,NW_019862803.1_165861_166334
LOC112047120,NW_019862882.1,-,SE,7.81E-05,-0.235,757655,758093,NW_019862882.1_757655_758093
LOC112058321,NW_019862774.1,+,SE,0.038712004,0.086,1113763,1114327,NW_019862774.1_1113763_1114327
LOC112057021,NW_019862764.1,+,SE,0.000797544,0.139,1486634,1487002,NW_019862764.1_1486634_1487002
LOC112045098,NW_019862823.1,-,SE,0.016336322,-0.074,98027,98287,NW_019862823.1_98027_98287
LOC112046090,NW_019862847.1,-,SE,6.95E-10,-0.294,427497,428024,NW_019862847.1_427497_428024
LOC112046090,NW_019862847.1,-,SE,4.09E-05,-0.107,436628,436999,NW_019862847.1_436628_436999
LOC112044410,NW_019862808.1,-,SE,4.81E-07,-0.4,1052027,1052271,NW_019862808.1_1052027_1052271
LOC112054666,NW_019862761.1,+,SE,0.007452892,0.097,1963298,1963654,NW_019862761.1_1963298_1963654
LOC112048557,NW_019862935.1,+,SE,6.38E-12,0.204,33330,33735,NW_019862935.1_33330_33735
LOC112045335,NW_019862748.1,-,SE,0.004082138,-0.028,1543426,1543836,NW_019862748.1_1543426_1543836
LOC112052860,NW_019863182.1,+,SE,0,0.194,36504,36764,NW_019863182.1_36504_36764
LOC112058572,NW_019862778.1,+,SE,0,0.247,1382178,1382479,NW_019862778.1_1382178_1382479
LOC112048772,NW_019862755.1,-,SE,1.48E-05,-0.096,1113824,1114054,NW_019862755.1_1113824_1114054
LOC112051403,NW_019863081.1,-,SE,0,-0.109,120150,120401,NW_019863081.1_120150_120401
LOC112051403,NW_019863081.1,-,SE,3.08E-11,0.091,198215,198474,NW_019863081.1_198215_198474
LOC112046859,NW_019862748.1,-,SE,8.29E-05,-0.136,1930884,1931240,NW_019862748.1_1930884_1931240
