GeneID,chr,strand,SplicingType,FDR,delta_PSI,start,end,SID
LOC112043184,NW_019862787.1,+,SE,0.010935929,0.107,250820,251059,NW_019862787.1_250820_251059
LOC112057974,NW_019862770.1,+,SE,9.46E-13,-0.048,618132,618527,NW_019862770.1_618132_618527
LOC112056076,NW_019862763.1,+,SE,0.016912298,-0.026,198046,198411,NW_019862763.1_198046_198411
LOC112044496,NW_019862810.1,-,SE,0.031934384,0.097,847541,847807,NW_019862810.1_847541_847807
LOC112054218,NW_019862748.1,-,SE,2.30E-09,0.168,4573436,4573750,NW_019862748.1_4573436_4573750
LOC112052043,NW_019863120.1,-,SE,0,0.112,91268,91948,NW_019863120.1_91268_91948
LOC112050343,NW_019863018.1,+,SE,0.000967237,-0.026,271972,272286,NW_019863018.1_271972_272286
LOC112050343,NW_019863018.1,+,SE,0.033218944,0.152,275888,276148,NW_019863018.1_275888_276148
LOC112050343,NW_019863018.1,+,SE,3.24E-12,0.209,290108,290473,NW_019863018.1_290108_290473
LOC112055740,NW_019862762.1,-,SE,4.94E-12,-0.191,1937200,1937427,NW_019862762.1_1937200_1937427
LOC112042853,NW_019862780.1,+,SE,3.86E-08,0.056,763902,764191,NW_019862780.1_763902_764191
LOC112055035,NW_019863450.1,-,SE,3.91E-11,-0.166,56734,57519,NW_019863450.1_56734_57519
LOC112055429,NW_019862762.1,-,SE,0.000101168,0.167,336280,336608,NW_019862762.1_336280_336608
LOC112048640,NW_019862938.1,-,SE,8.26E-05,-0.059,151637,151951,NW_019862938.1_151637_151951
LOC112048640,NW_019862938.1,-,SE,0.007319587,-0.023,153236,153550,NW_019862938.1_153236_153550
LOC112055306,NW_019862762.1,-,SE,0.000119603,0.187,214573,214815,NW_019862762.1_214573_214815
LOC112055306,NW_019862762.1,-,SE,0.002648609,-0.097,228199,228477,NW_019862762.1_228199_228477
LOC112047749,NW_019862903.1,-,SE,0.030083636,0.36,367147,367398,NW_019862903.1_367147_367398
LOC112044486,NW_019862810.1,+,SE,0.010559856,-0.263,617113,617385,NW_019862810.1_617113_617385
LOC112052089,NW_019863124.1,+,SE,1.37E-05,0.101,306237,306590,NW_019863124.1_306237_306590
LOC112052089,NW_019863124.1,+,SE,0.016640974,0.056,306501,308981,NW_019863124.1_306501_308981
LOC112046526,NW_019862860.1,+,SE,0.018337356,-0.164,268884,269295,NW_019862860.1_268884_269295
LOC112046526,NW_019862860.1,+,SE,0.022495155,-0.159,268940,269295,NW_019862860.1_268940_269295
LOC112044453,NW_019862809.1,+,SE,0.005092459,-0.257,1021477,1021936,NW_019862809.1_1021477_1021936
LOC112044453,NW_019862809.1,+,SE,0.000178269,0.345,1023065,1023527,NW_019862809.1_1023065_1023527
LOC112054793,NW_019863415.1,+,SE,0.004329419,0.13,68533,68907,NW_019863415.1_68533_68907
LOC112045373,NW_019862752.1,-,SE,0.001319572,-0.114,280974,281276,NW_019862752.1_280974_281276
LOC112051619,NW_019862758.1,+,SE,0,-0.204,728749,729012,NW_019862758.1_728749_729012
LOC112051516,NW_019862758.1,+,SE,5.63E-07,-0.056,299399,299666,NW_019862758.1_299399_299666
LOC112047541,NW_019862896.1,-,SE,8.47E-05,0.048,484823,485119,NW_019862896.1_484823_485119
LOC112055865,NW_019863641.1,-,SE,0.002679819,-0.14,65146,65505,NW_019863641.1_65146_65505
LOC112050417,NW_019862756.1,+,SE,0,-0.17,1857553,1857816,NW_019862756.1_1857553_1857816
LOC112050417,NW_019862756.1,+,SE,0,-0.072,1857553,1857816,NW_019862756.1_1857553_1857816
LOC112043619,NW_019862793.1,-,SE,0.000138348,0.439,554524,554778,NW_019862793.1_554524_554778
LOC112044894,NW_019862751.1,-,SE,3.28E-11,-0.265,1710750,1711175,NW_019862751.1_1710750_1711175
LOC112044894,NW_019862751.1,-,SE,1.08E-12,-0.232,1710750,1711181,NW_019862751.1_1710750_1711181
LOC112044894,NW_019862751.1,-,SE,0,-0.298,1713508,1713919,NW_019862751.1_1713508_1713919
LOC112044703,NW_019862751.1,+,SE,3.07E-06,0.018,1009823,1010265,NW_019862751.1_1009823_1010265
LOC112049404,NW_019862971.1,-,SE,0.003915699,0.053,703869,704172,NW_019862971.1_703869_704172
LOC112049404,NW_019862971.1,-,SE,0.045315709,-0.111,734178,734423,NW_019862971.1_734178_734423
LOC112045796,NW_019862841.1,-,SE,0.003408926,-0.239,313951,314244,NW_019862841.1_313951_314244
LOC112051724,NW_019863099.1,+,SE,0,-0.068,81762,82076,NW_019863099.1_81762_82076
LOC112048033,NW_019862754.1,-,SE,1.46E-05,0.261,1468015,1468275,NW_019862754.1_1468015_1468275
LOC112045687,NW_019862838.1,-,SE,0,0.305,370806,371078,NW_019862838.1_370806_371078
LOC112050349,NW_019863018.1,+,SE,6.79E-05,0.128,437541,437895,NW_019863018.1_437541_437895
LOC112053443,NW_019862760.1,+,SE,4.35E-06,-0.03,55165,55691,NW_019862760.1_55165_55691
LOC112053443,NW_019862760.1,+,SE,0.000654671,-0.042,55165,55691,NW_019862760.1_55165_55691
LOC112053443,NW_019862760.1,+,SE,3.94E-06,-0.03,55360,55691,NW_019862760.1_55360_55691
LOC112053443,NW_019862760.1,+,SE,0.000559917,-0.042,55360,55691,NW_019862760.1_55360_55691
LOC112053443,NW_019862760.1,+,SE,1.93E-05,-0.026,55370,55691,NW_019862760.1_55370_55691
LOC112053443,NW_019862760.1,+,SE,0.000654671,-0.035,55370,55691,NW_019862760.1_55370_55691
LOC112058272,NW_019862773.1,+,SE,0,-0.319,645445,646582,NW_019862773.1_645445_646582
LOC112050692,NW_019863038.1,+,SE,7.61E-09,0.066,198205,198525,NW_019863038.1_198205_198525
LOC112050692,NW_019863038.1,+,SE,0.0279773,-0.029,198205,198525,NW_019863038.1_198205_198525
LOC112044497,NW_019862810.1,+,SE,1.57E-09,-0.2,1067831,1068121,NW_019862810.1_1067831_1068121
LOC112046897,NW_019862874.1,+,SE,2.38E-09,0.501,783646,784037,NW_019862874.1_783646_784037
LOC112043861,NW_019862799.1,+,SE,6.53E-08,-0.378,1081053,1081289,NW_019862799.1_1081053_1081289
LOC112043861,NW_019862799.1,+,SE,8.54E-08,-0.04,1083277,1083682,NW_019862799.1_1083277_1083682
LOC112043861,NW_019862799.1,+,SE,0,-0.324,1084515,1085708,NW_019862799.1_1084515_1085708
LOC112048373,NW_019862927.1,+,SE,0.017500097,-0.03,63284,63580,NW_019862927.1_63284_63580
LOC112058448,NW_019862776.1,-,SE,0.000897718,0.036,1582405,1582737,NW_019862776.1_1582405_1582737
LOC112058448,NW_019862776.1,-,SE,4.54E-05,0.077,1584050,1584275,NW_019862776.1_1584050_1584275
LOC112054077,NW_019863315.1,+,SE,0.002656539,0.214,97608,97880,NW_019863315.1_97608_97880
LOC112048826,NW_019862946.1,+,SE,6.17E-06,-0.322,522375,522641,NW_019862946.1_522375_522641
LOC112048826,NW_019862946.1,+,SE,3.26E-09,-0.332,522375,522641,NW_019862946.1_522375_522641
LOC112048826,NW_019862946.1,+,SE,0.002660078,-0.287,522375,522641,NW_019862946.1_522375_522641
LOC112047740,NW_019862903.1,+,SE,3.74E-06,-0.201,723758,724003,NW_019862903.1_723758_724003
LOC112043284,NW_019862788.1,-,SE,0,0.539,154587,154919,NW_019862788.1_154587_154919
LOC112053999,NW_019862760.1,+,SE,0.000585106,0.518,2285619,2286193,NW_019862760.1_2285619_2286193
LOC112043019,NW_019862784.1,-,SE,5.13E-05,0.043,1111303,1111737,NW_019862784.1_1111303_1111737
LOC112043019,NW_019862784.1,-,SE,0.00169152,0.112,1111507,1111737,NW_019862784.1_1111507_1111737
LOC112044588,NW_019862812.1,+,SE,0.00192625,0.373,1231523,1231766,NW_019862812.1_1231523_1231766
LOC112048007,NW_019862911.1,-,SE,0.004758516,-0.093,326083,326412,NW_019862911.1_326083_326412
LOC112046887,NW_019862874.1,-,SE,0.049233224,-0.066,21101,21419,NW_019862874.1_21101_21419
LOC112046887,NW_019862874.1,-,SE,0.014027832,-0.049,22190,22611,NW_019862874.1_22190_22611
LOC112047356,NW_019862890.1,+,SE,6.65E-05,0.207,326214,326581,NW_019862890.1_326214_326581
LOC112043853,NW_019862799.1,-,SE,0.00484942,0.069,848944,849210,NW_019862799.1_848944_849210
LOC112043853,NW_019862799.1,-,SE,0.035491911,0.144,848944,849219,NW_019862799.1_848944_849219
LOC112052988,NW_019862759.1,-,SE,0.000109155,-0.06,1290091,1290323,NW_019862759.1_1290091_1290323
LOC112043822,NW_019862799.1,-,SE,0.002222878,-0.037,647441,647716,NW_019862799.1_647441_647716
LOC112057705,NW_019862765.1,+,SE,0,-0.434,1472696,1472923,NW_019862765.1_1472696_1472923
LOC112044076,NW_019862803.1,-,SE,0.015276747,-0.12,43313,43555,NW_019862803.1_43313_43555
LOC112054440,NW_019863357.1,+,SE,8.84E-05,0.071,134896,135195,NW_019863357.1_134896_135195
LOC112052559,NW_019863157.1,+,SE,0.002094025,0.102,71444,71680,NW_019863157.1_71444_71680
LOC112052559,NW_019863157.1,+,SE,0.008906626,0.026,138314,138569,NW_019863157.1_138314_138569
LOC112043538,NW_019862792.1,-,SE,9.52E-13,0.615,113557,113940,NW_019862792.1_113557_113940
LOC112053496,NW_019863246.1,-,SE,0.018589816,-0.024,129951,130277,NW_019863246.1_129951_130277
LOC112058009,NW_019862770.1,-,SE,0.017683234,-0.322,1698713,1699031,NW_019862770.1_1698713_1699031
LOC112058550,NW_019862778.1,-,SE,0,0.179,1102868,1103181,NW_019862778.1_1102868_1103181
LOC112058550,NW_019862778.1,-,SE,0,-0.344,1103134,1103465,NW_019862778.1_1103134_1103465
LOC112052001,NW_019863118.1,-,SE,0.000269497,0.048,150890,151116,NW_019863118.1_150890_151116
LOC112052867,NW_019863182.1,-,SE,0,-0.509,230886,231252,NW_019863182.1_230886_231252
LOC112052867,NW_019863182.1,-,SE,0,0.519,232671,233037,NW_019863182.1_232671_233037
LOC112047231,NW_019862885.1,-,SE,0.001468853,-0.172,592659,593054,NW_019862885.1_592659_593054
LOC112049207,NW_019862963.1,-,SE,4.52E-10,0.485,105075,105365,NW_019862963.1_105075_105365
LOC112051523,NW_019863087.1,+,SE,0.007428796,-0.014,159548,159951,NW_019863087.1_159548_159951
LOC112051523,NW_019863087.1,+,SE,0.010904676,-0.067,159548,159951,NW_019863087.1_159548_159951
LOC112051523,NW_019863087.1,+,SE,0,-0.169,179021,179357,NW_019863087.1_179021_179357
LOC112051523,NW_019863087.1,+,SE,0,0.243,179358,179694,NW_019863087.1_179358_179694
LOC112051523,NW_019863087.1,+,SE,3.71E-13,-0.064,187387,187730,NW_019863087.1_187387_187730
LOC112052337,NW_019863141.1,-,SE,0.002547445,-0.217,179558,179770,NW_019863141.1_179558_179770
LOC112052337,NW_019863141.1,-,SE,8.71E-05,-0.09,179558,179773,NW_019863141.1_179558_179773
LOC112044491,NW_019862810.1,+,SE,0,0.355,734430,734744,NW_019862810.1_734430_734744
LOC112047558,NW_019862896.1,+,SE,5.02E-06,0.033,455181,455514,NW_019862896.1_455181_455514
LOC112047558,NW_019862896.1,+,SE,8.70E-09,-0.16,455181,455514,NW_019862896.1_455181_455514
LOC112049703,NW_019862985.1,+,SE,3.89E-06,0.057,428313,428609,NW_019862985.1_428313_428609
LOC112054155,NW_019863325.1,-,SE,1.43E-09,-0.218,61025,61270,NW_019863325.1_61025_61270
LOC112051371,NW_019863078.1,-,SE,3.47E-07,-0.23,44512,44911,NW_019863078.1_44512_44911
LOC112051371,NW_019863078.1,-,SE,3.60E-07,0.203,45597,45993,NW_019863078.1_45597_45993
LOC112046330,NW_019862855.1,-,SE,3.44E-05,-0.017,270011,270323,NW_019862855.1_270011_270323
LOC112051008,NW_019863056.1,-,SE,0.030691752,-0.282,144722,145174,NW_019863056.1_144722_145174
LOC112049905,NW_019862997.1,+,SE,0.014274149,0.331,408860,409098,NW_019862997.1_408860_409098
LOC112048542,NW_019862934.1,+,SE,3.04E-07,-0.123,354474,354762,NW_019862934.1_354474_354762
LOC112049109,NW_019862959.1,-,SE,0,-0.214,283617,283985,NW_019862959.1_283617_283985
LOC112053626,NW_019863263.1,-,SE,1.01E-06,-0.112,164082,164294,NW_019863263.1_164082_164294
LOC112053596,NW_019863259.1,+,SE,0,0.193,312989,313225,NW_019863259.1_312989_313225
LOC112053596,NW_019863259.1,+,SE,0.001203297,0.107,312989,313225,NW_019863259.1_312989_313225
LOC112046039,NW_019862846.1,-,SE,0.02885266,-0.028,83405,83783,NW_019862846.1_83405_83783
nbis-pseudo47,NW_019862940.1,-,SE,0.004258602,0.177,37142,37420,NW_019862940.1_37142_37420
LOC112048127,NW_019862917.1,-,SE,1.89E-05,0.127,563300,563590,NW_019862917.1_563300_563590
LOC112056844,NW_019864022.1,+,SE,3.22E-09,0.046,16604,16975,NW_019864022.1_16604_16975
LOC112044077,NW_019862803.1,+,SE,4.19E-06,0.522,139309,139644,NW_019862803.1_139309_139644
LOC112044077,NW_019862803.1,+,SE,0,0.663,141389,141723,NW_019862803.1_141389_141723
LOC112055098,NW_019863458.1,-,SE,0.032629471,-0.259,54944,55220,NW_019863458.1_54944_55220
LOC112049759,NW_019862988.1,+,SE,5.10E-11,0.14,237528,237899,NW_019862988.1_237528_237899
LOC112049487,NW_019862976.1,-,SE,0.000873023,0.119,246779,247041,NW_019862976.1_246779_247041
LOC112046963,NW_019862879.1,+,SE,2.47E-06,-0.063,51711,52009,NW_019862879.1_51711_52009
LOC112044293,NW_019862750.1,+,SE,0.015856479,0.03,2047017,2047391,NW_019862750.1_2047017_2047391
LOC112047434,NW_019862893.1,-,SE,0,0.324,382005,382675,NW_019862893.1_382005_382675
LOC112049632,NW_019862982.1,-,SE,0,0.214,67185,67430,NW_019862982.1_67185_67430
LOC112046194,NW_019862752.1,+,SE,0.003551103,-0.028,2070017,2070621,NW_019862752.1_2070017_2070621
LOC112046025,NW_019862846.1,+,SE,0.001234648,0.06,693960,694315,NW_019862846.1_693960_694315
LOC112045475,NW_019862752.1,-,SE,0,0.53,528686,528924,NW_019862752.1_528686_528924
LOC112045475,NW_019862752.1,-,SE,0,0.504,528686,528924,NW_019862752.1_528686_528924
LOC112045475,NW_019862752.1,-,SE,9.40E-15,-0.428,530791,531097,NW_019862752.1_530791_531097
LOC112044733,NW_019862816.1,-,SE,0,0.833,285796,286017,NW_019862816.1_285796_286017
LOC112046894,NW_019862874.1,+,SE,0,-0.137,272302,272919,NW_019862874.1_272302_272919
LOC112046894,NW_019862874.1,+,SE,0,-0.376,317653,317918,NW_019862874.1_317653_317918
LOC112044750,NW_019862817.1,-,SE,1.72E-08,0.219,865994,866411,NW_019862817.1_865994_866411
LOC112046073,NW_019862847.1,+,SE,0,0.568,524993,525260,NW_019862847.1_524993_525260
LOC112051181,NW_019863067.1,-,SE,0.003392837,-0.382,307980,308227,NW_019863067.1_307980_308227
LOC112047929,NW_019862908.1,+,SE,0.006618166,0.065,667201,667518,NW_019862908.1_667201_667518
LOC112050847,NW_019863046.1,-,SE,0,0.176,229291,229569,NW_019863046.1_229291_229569
LOC112043032,NW_019862784.1,-,SE,0,0.101,1173581,1173841,NW_019862784.1_1173581_1173841
LOC112049557,NW_019862978.1,+,SE,0,0.212,95692,96024,NW_019862978.1_95692_96024
LOC112049557,NW_019862978.1,+,SE,0,-0.37,97692,98024,NW_019862978.1_97692_98024
LOC112051972,NW_019863117.1,+,SE,0.011413326,0.23,137650,137895,NW_019863117.1_137650_137895
LOC112043926,NW_019862750.1,-,SE,0.00266611,-0.118,1898959,1899302,NW_019862750.1_1898959_1899302
LOC112058326,NW_019862774.1,-,SE,2.78E-10,-0.305,1343102,1343456,NW_019862774.1_1343102_1343456
LOC112054036,NW_019863307.1,+,SE,0,0.455,139703,139995,NW_019863307.1_139703_139995
LOC112051066,NW_019863061.1,-,SE,0.001217015,0.272,258073,258351,NW_019863061.1_258073_258351
LOC112054766,NW_019863407.1,-,SE,3.56E-10,0.18,68012,68480,NW_019863407.1_68012_68480
LOC112054766,NW_019863407.1,-,SE,3.86E-07,-0.217,69524,69953,NW_019863407.1_69524_69953
LOC112046143,NW_019862849.1,+,SE,0.01972447,0.027,160343,160641,NW_019862849.1_160343_160641
LOC112046768,NW_019862870.1,-,SE,1.80E-05,0.35,184642,184949,NW_019862870.1_184642_184949
LOC112052141,NW_019863130.1,-,SE,0,0.385,77997,78307,NW_019863130.1_77997_78307
LOC112052141,NW_019863130.1,-,SE,0,0.329,77997,78310,NW_019863130.1_77997_78310
LOC112042895,NW_019862781.1,+,SE,1.00E-05,0.389,1220254,1220510,NW_019862781.1_1220254_1220510
LOC112057694,NW_019862765.1,+,SE,0,0.178,1286639,1286917,NW_019862765.1_1286639_1286917
LOC112049794,NW_019862756.1,-,SE,0,0.056,385647,385929,NW_019862756.1_385647_385929
LOC112045804,NW_019862841.1,+,SE,3.89E-06,-0.504,591113,591538,NW_019862841.1_591113_591538
LOC112045576,NW_019862752.1,+,SE,0.032255496,0.283,860512,860768,NW_019862752.1_860512_860768
LOC112044786,NW_019862817.1,+,SE,0.005116288,-0.111,120956,121355,NW_019862817.1_120956_121355
LOC112050198,NW_019863012.1,-,SE,2.95E-06,-0.045,247414,248727,NW_019863012.1_247414_248727
LOC112043199,NW_019862787.1,-,SE,0,-0.114,27259,27738,NW_019862787.1_27259_27738
LOC112049503,NW_019862976.1,-,SE,0,0.408,436098,436361,NW_019862976.1_436098_436361
LOC112049503,NW_019862976.1,-,SE,0,-0.656,436973,437236,NW_019862976.1_436973_437236
LOC112049503,NW_019862976.1,-,SE,7.87E-05,-0.105,440126,440397,NW_019862976.1_440126_440397
LOC112049503,NW_019862976.1,-,SE,0.047637554,-0.145,441669,441940,NW_019862976.1_441669_441940
LOC112049503,NW_019862976.1,-,SE,1.09E-05,0.053,441669,441940,NW_019862976.1_441669_441940
LOC112045039,NW_019862751.1,-,SE,0.000356731,0.18,2540155,2540430,NW_019862751.1_2540155_2540430
LOC112054209,NW_019863329.1,-,SE,5.88E-06,-0.26,148217,148527,NW_019863329.1_148217_148527
LOC112051905,NW_019863111.1,-,SE,0.009573232,-0.068,146720,147013,NW_019863111.1_146720_147013
LOC112046462,NW_019862858.1,+,SE,0.012982255,-0.065,451202,451450,NW_019862858.1_451202_451450
LOC112055491,NW_019862748.1,+,SE,0,-0.253,467944,468294,NW_019862748.1_467944_468294
LOC112055262,NW_019862762.1,-,SE,0.003580654,0.023,188754,189086,NW_019862762.1_188754_189086
LOC112048503,NW_019862933.1,+,SE,0,-0.164,113926,114322,NW_019862933.1_113926_114322
