GeneID,chr,strand,SplicingType,FDR,delta_PSI,start,end,SID
LOC112053903,NW_019862760.1,-,SE,0,-0.439,1778855,1780225,NW_019862760.1_1778855_1780225
LOC112043601,NW_019862793.1,+,SE,8.12E-06,0.128,1193710,1194106,NW_019862793.1_1193710_1194106
LOC112051862,NW_019862748.1,-,SE,0,0.24,385522,385890,NW_019862748.1_385522_385890
LOC112047415,NW_019862892.1,-,SE,0.034423535,0.02,379004,379361,NW_019862892.1_379004_379361
LOC112046339,NW_019862855.1,-,SE,0.023686115,-0.181,669691,670012,NW_019862855.1_669691_670012
LOC112046339,NW_019862855.1,-,SE,0.030687162,-0.17,669691,670015,NW_019862855.1_669691_670015
LOC112051509,NW_019863086.1,+,SE,5.68E-11,0.167,260706,261080,NW_019863086.1_260706_261080
LOC112055140,NW_019863466.1,+,SE,0.00174645,0.444,120358,120591,NW_019863466.1_120358_120591
LOC112055140,NW_019863466.1,+,SE,0,-0.698,124957,125214,NW_019863466.1_124957_125214
LOC112043976,NW_019862750.1,-,SE,9.42E-05,0.415,2036804,2037130,NW_019862750.1_2036804_2037130
LOC112043976,NW_019862750.1,-,SE,5.97E-07,0.445,2036819,2037130,NW_019862750.1_2036819_2037130
LOC112043976,NW_019862750.1,-,SE,9.48E-06,0.425,2036831,2037130,NW_019862750.1_2036831_2037130
LOC112051702,NW_019863098.1,+,SE,0.003625843,-0.043,302520,302944,NW_019863098.1_302520_302944
LOC112058428,NW_019862776.1,-,SE,0.001156127,-0.051,1076732,1077049,NW_019862776.1_1076732_1077049
LOC112058428,NW_019862776.1,-,SE,0.000886768,-0.053,1076741,1077049,NW_019862776.1_1076741_1077049
LOC112050002,NW_019862748.1,+,SE,0.029431408,0.24,3393206,3393511,NW_019862748.1_3393206_3393511
LOC112046720,NW_019862748.1,+,SE,3.25E-08,-0.102,1902478,1902753,NW_019862748.1_1902478_1902753
LOC112052623,NW_019863164.1,-,SE,0.015956324,-0.04,44903,45314,NW_019863164.1_44903_45314
LOC112047276,NW_019862886.1,+,SE,0.015838646,0.162,559943,560172,NW_019862886.1_559943_560172
LOC112046215,NW_019862752.1,-,SE,0,0.461,2241965,2242376,NW_019862752.1_2241965_2242376
LOC112046215,NW_019862752.1,-,SE,5.37E-06,0.034,2245890,2246235,NW_019862752.1_2245890_2246235
LOC112046832,NW_019862872.1,+,SE,5.07E-06,-0.148,395048,395422,NW_019862872.1_395048_395422
LOC112046832,NW_019862872.1,+,SE,0.000346007,-0.049,408783,409183,NW_019862872.1_408783_409183
LOC112049523,NW_019862977.1,+,SE,2.69E-06,0.052,185384,185635,NW_019862977.1_185384_185635
LOC112051708,NW_019863098.1,+,SE,0,0.542,252277,252603,NW_019863098.1_252277_252603
LOC112056475,NW_019863835.1,+,SE,0.000353581,-0.068,31802,32173,NW_019863835.1_31802_32173
LOC112051118,NW_019862757.1,-,SE,0,-0.816,1541784,1542041,NW_019862757.1_1541784_1542041
nbis-pseudo15,NW_019862809.1,-,SE,0.043278006,0.084,1156201,1156464,NW_019862809.1_1156201_1156464
LOC112048265,NW_019862923.1,+,SE,0,-0.174,252968,253279,NW_019862923.1_252968_253279
LOC112048265,NW_019862923.1,+,SE,0,-0.343,252968,253279,NW_019862923.1_252968_253279
LOC112048693,NW_019862748.1,-,SE,4.34E-07,-0.097,2728521,2728820,NW_019862748.1_2728521_2728820
LOC112056479,NW_019862763.1,-,SE,0.005545309,-0.347,1781631,1782026,NW_019862763.1_1781631_1782026
LOC112050179,NW_019863009.1,+,SE,3.18E-14,-0.13,260154,260384,NW_019863009.1_260154_260384
LOC112050179,NW_019863009.1,+,SE,0,-0.249,260157,260384,NW_019863009.1_260157_260384
LOC112048437,NW_019862930.1,-,SE,0.016079997,0.102,404421,404659,NW_019862930.1_404421_404659
LOC112051535,NW_019863088.1,+,SE,0,0.444,360374,361283,NW_019863088.1_360374_361283
LOC112058377,NW_019862775.1,-,SE,1.13E-07,0.082,1682479,1682760,NW_019862775.1_1682479_1682760
LOC112042922,NW_019862782.1,+,SE,1.08E-13,0.505,312611,312877,NW_019862782.1_312611_312877
LOC112044288,NW_019862806.1,+,SE,0.003295828,-0.028,536320,537334,NW_019862806.1_536320_537334
LOC112053097,NW_019863206.1,-,SE,0.023944064,0.291,174549,175067,NW_019863206.1_174549_175067
LOC112043473,NW_019862750.1,+,SE,0.000631578,-0.308,372006,372295,NW_019862750.1_372006_372295
LOC112043473,NW_019862750.1,+,SE,0.000293475,-0.336,372006,372295,NW_019862750.1_372006_372295
LOC112053365,NW_019862759.1,+,SE,0.00077401,-0.073,1365488,1365867,NW_019862759.1_1365488_1365867
LOC112045305,NW_019862828.1,+,SE,0,0.472,795846,796079,NW_019862828.1_795846_796079
LOC112045305,NW_019862828.1,+,SE,0.000122563,-0.165,795846,796079,NW_019862828.1_795846_796079
LOC112045305,NW_019862828.1,+,SE,9.80E-08,-0.044,798024,798299,NW_019862828.1_798024_798299
LOC112045305,NW_019862828.1,+,SE,1.63E-11,-0.259,808765,809102,NW_019862828.1_808765_809102
LOC112045305,NW_019862828.1,+,SE,0,0.221,809483,809895,NW_019862828.1_809483_809895
LOC112045305,NW_019862828.1,+,SE,1.49E-05,0.133,811571,811840,NW_019862828.1_811571_811840
LOC112045305,NW_019862828.1,+,SE,0,0.648,811571,811840,NW_019862828.1_811571_811840
LOC112045305,NW_019862828.1,+,SE,0.002311056,0.546,812137,812691,NW_019862828.1_812137_812691
LOC112045305,NW_019862828.1,+,SE,0.03887559,0.221,812137,812691,NW_019862828.1_812137_812691
LOC112045305,NW_019862828.1,+,SE,5.05E-06,0.088,813181,813465,NW_019862828.1_813181_813465
LOC112045305,NW_019862828.1,+,SE,2.83E-06,-0.083,813181,813465,NW_019862828.1_813181_813465
LOC112043184,NW_019862787.1,+,SE,0.01557043,-0.126,250820,251059,NW_019862787.1_250820_251059
LOC112057974,NW_019862770.1,+,SE,0,0.068,618132,618527,NW_019862770.1_618132_618527
LOC112057974,NW_019862770.1,+,SE,1.61E-14,0.342,620240,620734,NW_019862770.1_620240_620734
LOC112046148,NW_019862849.1,-,SE,0.001437727,-0.074,771140,771637,NW_019862849.1_771140_771637
LOC112055642,NW_019863572.1,-,SE,0,-0.269,47586,47879,NW_019863572.1_47586_47879
LOC112058337,NW_019862774.1,+,SE,0,0.679,1688039,1688317,NW_019862774.1_1688039_1688317
LOC112054517,NW_019863368.1,-,SE,4.02E-05,-0.209,189831,190095,NW_019863368.1_189831_190095
LOC112045572,NW_019862835.1,+,SE,5.38E-08,-0.274,616959,617290,NW_019862835.1_616959_617290
LOC112048610,NW_019862748.1,-,SE,0.028476797,-0.022,2694779,2695116,NW_019862748.1_2694779_2695116
LOC112054218,NW_019862748.1,-,SE,0.001538305,0.081,4574204,4574482,NW_019862748.1_4574204_4574482
LOC112052043,NW_019863120.1,-,SE,0.001636226,-0.109,91268,91948,NW_019863120.1_91268_91948
LOC112050343,NW_019863018.1,+,SE,1.24E-05,0.027,271972,272286,NW_019863018.1_271972_272286
LOC112050343,NW_019863018.1,+,SE,1.11E-07,-0.202,275888,276148,NW_019863018.1_275888_276148
LOC112050343,NW_019863018.1,+,SE,1.16E-06,-0.238,290108,290473,NW_019863018.1_290108_290473
LOC112055740,NW_019862762.1,-,SE,5.30E-09,0.2,1934177,1934475,NW_019862762.1_1934177_1934475
LOC112055740,NW_019862762.1,-,SE,6.88E-09,0.212,1937200,1937427,NW_019862762.1_1937200_1937427
LOC112055597,NW_019862762.1,-,SE,6.96E-10,0.068,1069034,1069268,NW_019862762.1_1069034_1069268
LOC112055597,NW_019862762.1,-,SE,2.31E-08,-0.371,1381972,1382315,NW_019862762.1_1381972_1382315
LOC112055035,NW_019863450.1,-,SE,5.36E-05,0.098,56734,57519,NW_019863450.1_56734_57519
LOC112048640,NW_019862938.1,-,SE,9.59E-07,0.071,151637,151951,NW_019862938.1_151637_151951
LOC112048640,NW_019862938.1,-,SE,1.37E-10,-0.164,153236,153550,NW_019862938.1_153236_153550
LOC112055028,NW_019862762.1,+,SE,0.004381056,-0.038,59233,59968,NW_019862762.1_59233_59968
LOC112045793,NW_019862752.1,+,SE,9.37E-11,-0.388,1288851,1289209,NW_019862752.1_1288851_1289209
LOC112047743,NW_019862903.1,-,SE,3.38E-11,0.175,404255,404506,NW_019862903.1_404255_404506
LOC112047743,NW_019862903.1,-,SE,3.29E-11,0.04,404255,404506,NW_019862903.1_404255_404506
LOC112044486,NW_019862810.1,+,SE,0.011559471,0.199,617113,617385,NW_019862810.1_617113_617385
LOC112044453,NW_019862809.1,+,SE,0.018643847,0.168,1021477,1021936,NW_019862809.1_1021477_1021936
LOC112044453,NW_019862809.1,+,SE,0.00303338,-0.016,1026985,1027212,NW_019862809.1_1026985_1027212
LOC112051516,NW_019862758.1,+,SE,0.001939732,0.038,280680,280908,NW_019862758.1_280680_280908
LOC112051516,NW_019862758.1,+,SE,3.67E-09,0.079,299399,299666,NW_019862758.1_299399_299666
LOC112055832,NW_019862762.1,+,SE,0.031319302,-0.018,2135905,2136218,NW_019862762.1_2135905_2136218
LOC112056208,NW_019863733.1,-,SE,1.73E-05,0.057,54811,55138,NW_019863733.1_54811_55138
LOC112046488,NW_019862859.1,+,SE,0,-0.624,410309,411311,NW_019862859.1_410309_411311
LOC112048995,NW_019862755.1,+,SE,2.63E-05,-0.086,2010423,2010715,NW_019862755.1_2010423_2010715
LOC112056672,NW_019863936.1,+,SE,0.036442688,-0.021,40084,40452,NW_019863936.1_40084_40452
LOC112044087,NW_019862803.1,+,SE,0.000793799,-0.065,358804,359165,NW_019862803.1_358804_359165
LOC112054363,NW_019863351.1,-,SE,0,-0.696,116411,116713,NW_019863351.1_116411_116713
LOC112049138,NW_019862960.1,+,SE,1.47E-05,-0.243,213760,213993,NW_019862960.1_213760_213993
LOC112049138,NW_019862960.1,+,SE,0,0.552,222861,223442,NW_019862960.1_222861_223442
LOC112049138,NW_019862960.1,+,SE,1.95E-05,0.524,222861,223442,NW_019862960.1_222861_223442
LOC112048188,NW_019862920.1,-,SE,0.000489676,0.445,97798,98353,NW_019862920.1_97798_98353
LOC112044894,NW_019862751.1,-,SE,0,-0.271,1695822,1696091,NW_019862751.1_1695822_1696091
LOC112044894,NW_019862751.1,-,SE,9.93E-09,0.27,1710750,1711175,NW_019862751.1_1710750_1711175
LOC112044894,NW_019862751.1,-,SE,2.38E-09,0.191,1710750,1711181,NW_019862751.1_1710750_1711181
LOC112044703,NW_019862751.1,+,SE,0,-0.168,1009823,1010265,NW_019862751.1_1009823_1010265
LOC112044683,NW_019862751.1,-,SE,8.67E-09,-0.114,1005197,1005636,NW_019862751.1_1005197_1005636
LOC112049404,NW_019862971.1,-,SE,0.000155399,-0.088,703869,704172,NW_019862971.1_703869_704172
LOC112049404,NW_019862971.1,-,SE,1.63E-06,0.129,707530,707823,NW_019862971.1_707530_707823
LOC112049404,NW_019862971.1,-,SE,0.000135039,0.22,734178,734423,NW_019862971.1_734178_734423
LOC112043483,NW_019862791.1,+,SE,0.044314678,-0.245,1011927,1012371,NW_019862791.1_1011927_1012371
LOC112048230,NW_019862754.1,+,SE,2.37E-05,-0.178,2214753,2215194,NW_019862754.1_2214753_2215194
LOC112048033,NW_019862754.1,-,SE,5.37E-08,-0.5,1464804,1465054,NW_019862754.1_1464804_1465054
LOC112048033,NW_019862754.1,-,SE,0,-0.683,1468015,1468275,NW_019862754.1_1468015_1468275
LOC112045687,NW_019862838.1,-,SE,2.06E-07,-0.132,370806,371078,NW_019862838.1_370806_371078
LOC112050349,NW_019863018.1,+,SE,7.98E-08,-0.132,437541,437895,NW_019863018.1_437541_437895
LOC112058272,NW_019862773.1,+,SE,0,0.537,645445,646582,NW_019862773.1_645445_646582
LOC112054267,NW_019863335.1,+,SE,1.38E-05,-0.086,31866,32216,NW_019863335.1_31866_32216
LOC112053042,NW_019863199.1,+,SE,0,-0.766,35298,35590,NW_019863199.1_35298_35590
LOC112050692,NW_019863038.1,+,SE,0.000791641,0.039,198205,198525,NW_019863038.1_198205_198525
LOC112055393,NW_019862762.1,+,SE,2.32E-09,0.202,275780,276098,NW_019862762.1_275780_276098
LOC112055393,NW_019862762.1,+,SE,0,0.592,275780,276098,NW_019862762.1_275780_276098
LOC112055393,NW_019862762.1,+,SE,2.39E-08,0.364,279762,280095,NW_019862762.1_279762_280095
LOC112055393,NW_019862762.1,+,SE,0.000662887,-0.262,279762,280095,NW_019862762.1_279762_280095
LOC112055393,NW_019862762.1,+,SE,1.80E-09,-0.408,282844,283147,NW_019862762.1_282844_283147
LOC112055393,NW_019862762.1,+,SE,9.36E-10,-0.203,282844,283147,NW_019862762.1_282844_283147
LOC112044497,NW_019862810.1,+,SE,0.006896443,0.135,1067831,1068121,NW_019862810.1_1067831_1068121
LOC112049582,NW_019862980.1,-,SE,0.001041572,0.094,43237,43590,NW_019862980.1_43237_43590
LOC112043861,NW_019862799.1,+,SE,0.002518981,0.069,1081053,1081289,NW_019862799.1_1081053_1081289
LOC112043861,NW_019862799.1,+,SE,0,-0.162,1083277,1083682,NW_019862799.1_1083277_1083682
LOC112043861,NW_019862799.1,+,SE,0.000473357,-0.265,1083277,1083682,NW_019862799.1_1083277_1083682
LOC112043861,NW_019862799.1,+,SE,0,0.549,1084515,1085708,NW_019862799.1_1084515_1085708
LOC112058448,NW_019862776.1,-,SE,0.017388868,-0.065,1577778,1578110,NW_019862776.1_1577778_1578110
LOC112058448,NW_019862776.1,-,SE,0.005866184,-0.098,1577781,1578110,NW_019862776.1_1577781_1578110
LOC112043298,NW_019862788.1,+,SE,0.000287207,-0.287,391767,392078,NW_019862788.1_391767_392078
LOC112056801,NW_019863989.1,-,SE,0.00065518,0.5,19802,20075,NW_019863989.1_19802_20075
LOC112054077,NW_019863315.1,+,SE,0,-0.293,97608,97880,NW_019863315.1_97608_97880
LOC112048826,NW_019862946.1,+,SE,0.023712918,-0.123,522375,522641,NW_019862946.1_522375_522641
LOC112058090,NW_019862771.1,-,SE,0,-0.233,1503260,1503631,NW_019862771.1_1503260_1503631
LOC112048068,NW_019862754.1,+,SE,0.041589314,-0.132,1622275,1622553,NW_019862754.1_1622275_1622553
LOC112045056,NW_019862823.1,+,SE,0.014653609,-0.102,347121,347375,NW_019862823.1_347121_347375
LOC112050788,NW_019863043.1,+,SE,0.000833956,-0.298,375095,375368,NW_019863043.1_375095_375368
LOC112056668,NW_019863935.1,+,SE,0.044532179,-0.145,28737,29066,NW_019863935.1_28737_29066
LOC112056668,NW_019863935.1,+,SE,0.017807269,-0.414,28737,29066,NW_019863935.1_28737_29066
LOC112045019,NW_019862821.1,+,SE,0.002533477,-0.062,120267,120578,NW_019862821.1_120267_120578
LOC112047740,NW_019862903.1,+,SE,0.000804113,0.074,723758,724003,NW_019862903.1_723758_724003
LOC112049870,NW_019862756.1,-,SE,0.015813769,0.094,646951,647275,NW_019862756.1_646951_647275
LOC112049870,NW_019862756.1,-,SE,1.95E-08,0.15,646951,647275,NW_019862756.1_646951_647275
LOC112047416,NW_019862892.1,+,SE,0.000232333,-0.224,141727,142008,NW_019862892.1_141727_142008
LOC112046887,NW_019862874.1,-,SE,0.035242046,0.028,20845,21197,NW_019862874.1_20845_21197
LOC112046887,NW_019862874.1,-,SE,2.78E-05,0.033,20845,21197,NW_019862874.1_20845_21197
LOC112046887,NW_019862874.1,-,SE,3.37E-12,0.112,21101,21419,NW_019862874.1_21101_21419
LOC112046887,NW_019862874.1,-,SE,8.24E-15,0.138,22190,22611,NW_019862874.1_22190_22611
LOC112046887,NW_019862874.1,-,SE,3.21E-12,0.694,22190,22611,NW_019862874.1_22190_22611
LOC112047356,NW_019862890.1,+,SE,0.002108431,0.226,325383,325690,NW_019862890.1_325383_325690
LOC112047356,NW_019862890.1,+,SE,0.001420485,-0.43,326214,326581,NW_019862890.1_326214_326581
LOC112043853,NW_019862799.1,-,SE,9.93E-05,-0.073,846947,847210,NW_019862799.1_846947_847210
LOC112043853,NW_019862799.1,-,SE,0.000320179,-0.104,848944,849210,NW_019862799.1_848944_849210
LOC112048587,NW_019862935.1,+,SE,6.20E-09,0.063,446749,447134,NW_019862935.1_446749_447134
LOC112052988,NW_019862759.1,-,SE,0,0.268,1290091,1290323,NW_019862759.1_1290091_1290323
LOC112057705,NW_019862765.1,+,SE,3.71E-08,0.45,1472696,1472923,NW_019862765.1_1472696_1472923
LOC112052165,NW_019863131.1,-,SE,3.06E-06,-0.138,125165,125470,NW_019863131.1_125165_125470
LOC112044076,NW_019862803.1,-,SE,0,0.216,44191,45062,NW_019862803.1_44191_45062
LOC112048433,NW_019862930.1,+,SE,3.37E-09,0.128,417761,417970,NW_019862930.1_417761_417970
LOC112052559,NW_019863157.1,+,SE,3.51E-10,-0.09,71444,71680,NW_019863157.1_71444_71680
LOC112043538,NW_019862792.1,-,SE,0.024847331,-0.165,113557,113940,NW_019862792.1_113557_113940
LOC112058009,NW_019862770.1,-,SE,0.000917106,-0.159,1698713,1699031,NW_019862770.1_1698713_1699031
LOC112053680,NW_019863271.1,-,SE,0,0.506,109193,109498,NW_019863271.1_109193_109498
LOC112051245,NW_019863070.1,-,SE,0.000167577,0.339,10394,10741,NW_019863070.1_10394_10741
LOC112058550,NW_019862778.1,-,SE,7.24E-08,-0.415,1102868,1103181,NW_019862778.1_1102868_1103181
LOC112058550,NW_019862778.1,-,SE,0,0.304,1103134,1103465,NW_019862778.1_1103134_1103465
LOC112052001,NW_019863118.1,-,SE,0.002174347,-0.046,161542,162366,NW_019863118.1_161542_162366
LOC112056408,NW_019863803.1,+,SE,0,-0.805,8641,8930,NW_019863803.1_8641_8930
LOC112058523,NW_019862778.1,+,SE,0.000442126,0.118,131006,131299,NW_019862778.1_131006_131299
LOC112051523,NW_019863087.1,+,SE,1.21E-11,0.035,159548,159951,NW_019863087.1_159548_159951
LOC112051523,NW_019863087.1,+,SE,1.99E-08,-0.118,159548,159951,NW_019863087.1_159548_159951
LOC112051523,NW_019863087.1,+,SE,0,0.317,179021,179357,NW_019863087.1_179021_179357
LOC112051523,NW_019863087.1,+,SE,7.37E-05,0.059,179021,179357,NW_019863087.1_179021_179357
LOC112051523,NW_019863087.1,+,SE,2.97E-05,-0.015,179358,179694,NW_019863087.1_179358_179694
LOC112051523,NW_019863087.1,+,SE,0,-0.509,179358,179694,NW_019863087.1_179358_179694
LOC112052337,NW_019863141.1,-,SE,0.008233601,0.039,172618,172926,NW_019863141.1_172618_172926
LOC112044491,NW_019862810.1,+,SE,0,-0.406,734430,734744,NW_019862810.1_734430_734744
LOC112049219,NW_019862964.1,-,SE,0.000476238,0.147,420800,421152,NW_019862964.1_420800_421152
LOC112049703,NW_019862985.1,+,SE,0.000773625,0.044,428313,428609,NW_019862985.1_428313_428609
LOC112054155,NW_019863325.1,-,SE,0.011323684,0.081,61025,61270,NW_019863325.1_61025_61270
LOC112051371,NW_019863078.1,-,SE,0.008076525,-0.135,44512,44911,NW_019863078.1_44512_44911
LOC112051371,NW_019863078.1,-,SE,0.000297166,0.065,45597,45993,NW_019863078.1_45597_45993
LOC112056771,NW_019863975.1,-,SE,0.006665982,0.077,14764,15051,NW_019863975.1_14764_15051
LOC112056771,NW_019863975.1,-,SE,8.24E-15,0.429,15744,16034,NW_019863975.1_15744_16034
LOC112051307,NW_019863073.1,-,SE,0,-0.201,174482,174715,NW_019863073.1_174482_174715
LOC112049905,NW_019862997.1,+,SE,0.019574954,-0.208,408860,409098,NW_019862997.1_408860_409098
LOC112049109,NW_019862959.1,-,SE,5.15E-11,0.111,283617,283985,NW_019862959.1_283617_283985
LOC112058474,NW_019862777.1,-,SE,0.000162334,-0.143,806358,806612,NW_019862777.1_806358_806612
LOC112046146,NW_019862849.1,+,SE,0.033336481,0.201,797515,797824,NW_019862849.1_797515_797824
LOC112053596,NW_019863259.1,+,SE,0.007231393,-0.062,312989,313225,NW_019863259.1_312989_313225
LOC112053596,NW_019863259.1,+,SE,2.02E-05,-0.114,312989,313225,NW_019863259.1_312989_313225
LOC112048517,NW_019862933.1,-,SE,2.63E-06,-0.051,589989,590216,NW_019862933.1_589989_590216
LOC112053142,NW_019863211.1,-,SE,1.37E-11,0.921,194515,194969,NW_019863211.1_194515_194969
LOC112045539,NW_019862835.1,-,SE,1.88E-10,-0.503,162796,163056,NW_019862835.1_162796_163056
LOC112056844,NW_019864022.1,+,SE,0.004675083,-0.014,16604,16975,NW_019864022.1_16604_16975
LOC112044077,NW_019862803.1,+,SE,0.001172178,0.447,141389,141723,NW_019862803.1_141389_141723
LOC112051026,NW_019863057.1,+,SE,1.11E-05,-0.198,106993,107265,NW_019863057.1_106993_107265
LOC112049759,NW_019862988.1,+,SE,3.92E-09,0.464,237528,237899,NW_019862988.1_237528_237899
LOC112042919,NW_019862749.1,+,SE,3.42E-10,0.332,2346534,2346942,NW_019862749.1_2346534_2346942
LOC112056683,NW_019863941.1,-,SE,0.000293475,-0.114,60092,60997,NW_019863941.1_60092_60997
LOC112049487,NW_019862976.1,-,SE,1.61E-14,-0.419,249996,250268,NW_019862976.1_249996_250268
LOC112047428,NW_019862893.1,-,SE,0.024920853,-0.021,450611,450903,NW_019862893.1_450611_450903
LOC112052834,NW_019863180.1,-,SE,0.000221868,-0.057,221061,221323,NW_019863180.1_221061_221323
LOC112056653,NW_019863926.1,+,SE,0.000103166,-0.508,39179,39576,NW_019863926.1_39179_39576
LOC112049842,NW_019862994.1,+,SE,0.017445499,-0.107,99037,99289,NW_019862994.1_99037_99289
LOC112050999,NW_019863056.1,+,SE,0.020473045,-0.088,187196,187621,NW_019863056.1_187196_187621
LOC112056562,NW_019863879.1,-,SE,0.002555619,-0.018,31835,32277,NW_019863879.1_31835_32277
LOC112043700,NW_019862750.1,-,SE,4.61E-08,-0.09,1289527,1289859,NW_019862750.1_1289527_1289859
LOC112046874,NW_019862874.1,+,SE,1.45E-13,0.354,41247,41519,NW_019862874.1_41247_41519
LOC112046874,NW_019862874.1,+,SE,1.17E-11,0.387,42144,42697,NW_019862874.1_42144_42697
LOC112054266,NW_019863335.1,-,SE,0,-0.441,28529,28798,NW_019863335.1_28529_28798
