GeneID,chr,strand,SplicingType,FDR,delta_PSI,start,end,SID
LOC112051425,NW_019863082.1,+,SE,0.006442646,-0.211,320430,320719,NW_019863082.1_320430_320719
LOC112053613,NW_019863261.1,+,SE,3.31E-13,0.213,196852,197436,NW_019863261.1_196852_197436
LOC112051215,NW_019863068.1,-,SE,5.21E-09,0.098,214952,215307,NW_019863068.1_214952_215307
LOC112048194,NW_019862920.1,+,SE,0,0.367,586667,587074,NW_019862920.1_586667_587074
LOC112048194,NW_019862920.1,+,SE,0,0.545,587385,589589,NW_019862920.1_587385_589589
LOC112053903,NW_019862760.1,-,SE,0.032450463,-0.267,1778855,1780225,NW_019862760.1_1778855_1780225
LOC112043601,NW_019862793.1,+,SE,6.79E-08,0.193,1193710,1194106,NW_019862793.1_1193710_1194106
LOC112050059,NW_019863003.1,-,SE,0.010238692,0.138,102124,102525,NW_019863003.1_102124_102525
LOC112046339,NW_019862855.1,-,SE,3.92E-07,0.482,669691,670012,NW_019862855.1_669691_670012
LOC112046339,NW_019862855.1,-,SE,4.77E-10,0.039,669691,670012,NW_019862855.1_669691_670012
LOC112046339,NW_019862855.1,-,SE,2.31E-07,0.483,669691,670015,NW_019862855.1_669691_670015
LOC112046339,NW_019862855.1,-,SE,2.72E-13,0.059,669691,670015,NW_019862855.1_669691_670015
LOC112043976,NW_019862750.1,-,SE,4.02E-11,0.463,2036804,2037130,NW_019862750.1_2036804_2037130
LOC112043976,NW_019862750.1,-,SE,3.56E-13,0.484,2036819,2037130,NW_019862750.1_2036819_2037130
LOC112043976,NW_019862750.1,-,SE,0,0.51,2036831,2037130,NW_019862750.1_2036831_2037130
LOC112056185,NW_019863730.1,+,SE,0.000399343,-0.014,48740,49144,NW_019863730.1_48740_49144
LOC112058428,NW_019862776.1,-,SE,0.000178419,-0.057,1068261,1068521,NW_019862776.1_1068261_1068521
LOC112058428,NW_019862776.1,-,SE,2.11E-06,0.133,1072468,1072698,NW_019862776.1_1072468_1072698
LOC112058428,NW_019862776.1,-,SE,0.010248224,0.054,1076732,1077049,NW_019862776.1_1076732_1077049
LOC112058428,NW_019862776.1,-,SE,1.19E-05,0.049,1076732,1077049,NW_019862776.1_1076732_1077049
LOC112058428,NW_019862776.1,-,SE,0.006097809,0.064,1076741,1077049,NW_019862776.1_1076741_1077049
LOC112058428,NW_019862776.1,-,SE,9.29E-06,0.051,1076741,1077049,NW_019862776.1_1076741_1077049
LOC112047276,NW_019862886.1,+,SE,0.015254328,0.209,559943,560172,NW_019862886.1_559943_560172
LOC112053531,NW_019863250.1,+,SE,0.004899372,0.302,168337,168741,NW_019863250.1_168337_168741
LOC112046832,NW_019862872.1,+,SE,0,-0.472,395048,395422,NW_019862872.1_395048_395422
LOC112049108,NW_019862958.1,+,SE,0.012877927,-0.061,522927,523189,NW_019862958.1_522927_523189
LOC112054469,NW_019863361.1,-,SE,3.06E-10,0.198,135325,135602,NW_019863361.1_135325_135602
LOC112048106,NW_019862754.1,+,SE,0.015168645,-0.164,1746741,1747022,NW_019862754.1_1746741_1747022
LOC112051118,NW_019862757.1,-,SE,0,-0.654,1541784,1542041,NW_019862757.1_1541784_1542041
LOC112051020,NW_019863057.1,-,SE,5.50E-06,0.548,141037,141289,NW_019863057.1_141037_141289
LOC112051535,NW_019863088.1,+,SE,0,0.491,360374,361283,NW_019863088.1_360374_361283
LOC112052394,NW_019863145.1,+,SE,0.04273241,0.033,15070,15372,NW_019863145.1_15070_15372
LOC112058377,NW_019862775.1,-,SE,7.60E-12,0.071,1671328,1671623,NW_019862775.1_1671328_1671623
LOC112058377,NW_019862775.1,-,SE,0.023081607,-0.021,1673071,1673366,NW_019862775.1_1673071_1673366
LOC112058145,NW_019862749.1,+,SE,1.60E-06,-0.086,354642,354892,NW_019862749.1_354642_354892
LOC112053097,NW_019863206.1,-,SE,0.023441397,0.255,174549,175067,NW_019863206.1_174549_175067
LOC112053365,NW_019862759.1,+,SE,1.11E-05,-0.097,1365488,1365867,NW_019862759.1_1365488_1365867
LOC112045305,NW_019862828.1,+,SE,3.89E-07,0.071,718383,718667,NW_019862828.1_718383_718667
LOC112045305,NW_019862828.1,+,SE,0,0.215,795846,796079,NW_019862828.1_795846_796079
LOC112045305,NW_019862828.1,+,SE,0,-0.162,808765,809102,NW_019862828.1_808765_809102
LOC112045305,NW_019862828.1,+,SE,0,0.098,809483,809895,NW_019862828.1_809483_809895
LOC112045305,NW_019862828.1,+,SE,0.000132475,0.137,811571,811840,NW_019862828.1_811571_811840
LOC112045305,NW_019862828.1,+,SE,0,0.675,811571,811840,NW_019862828.1_811571_811840
LOC112045305,NW_019862828.1,+,SE,0,-0.129,813181,813465,NW_019862828.1_813181_813465
LOC112043184,NW_019862787.1,+,SE,0.010545672,-0.098,250820,251059,NW_019862787.1_250820_251059
LOC112057974,NW_019862770.1,+,SE,9.06E-11,0.036,618132,618527,NW_019862770.1_618132_618527
LOC112055036,NW_019863450.1,+,SE,0.014814346,-0.057,120419,120755,NW_019863450.1_120419_120755
LOC112044496,NW_019862810.1,-,SE,0.001505699,-0.114,847541,847807,NW_019862810.1_847541_847807
LOC112054218,NW_019862748.1,-,SE,0.007398547,-0.081,4573436,4573750,NW_019862748.1_4573436_4573750
LOC112054218,NW_019862748.1,-,SE,0.035766424,0.035,4574204,4574482,NW_019862748.1_4574204_4574482
LOC112050343,NW_019863018.1,+,SE,2.77E-05,0.028,271972,272286,NW_019863018.1_271972_272286
LOC112050343,NW_019863018.1,+,SE,2.39E-08,-0.167,290108,290473,NW_019863018.1_290108_290473
LOC112055740,NW_019862762.1,-,SE,4.80E-11,0.181,1937200,1937427,NW_019862762.1_1937200_1937427
LOC112055306,NW_019862762.1,-,SE,0.002380902,-0.212,214573,214815,NW_019862762.1_214573_214815
LOC112055306,NW_019862762.1,-,SE,0.000733862,0.085,228199,228477,NW_019862762.1_228199_228477
LOC112045793,NW_019862752.1,+,SE,1.20E-05,-0.311,1288851,1289209,NW_019862752.1_1288851_1289209
LOC112054073,NW_019863313.1,-,SE,0.009531623,0.097,40759,41102,NW_019863313.1_40759_41102
LOC112045364,NW_019862829.1,-,SE,0.002889504,0.302,595098,596483,NW_019862829.1_595098_596483
LOC112046912,NW_019862874.1,-,SE,0.014014074,-0.081,379425,379689,NW_019862874.1_379425_379689
LOC112044453,NW_019862809.1,+,SE,0.014239096,-0.053,1026985,1027212,NW_019862809.1_1026985_1027212
LOC112051619,NW_019862758.1,+,SE,0,0.204,728749,729012,NW_019862758.1_728749_729012
LOC112051516,NW_019862758.1,+,SE,1.32E-06,0.061,299399,299666,NW_019862758.1_299399_299666
LOC112046488,NW_019862859.1,+,SE,0,-0.323,410309,411311,NW_019862859.1_410309_411311
LOC112044505,NW_019862810.1,-,SE,0.006509932,0.158,1091853,1092116,NW_019862810.1_1091853_1092116
LOC112050417,NW_019862756.1,+,SE,0,0.143,1857553,1857816,NW_019862756.1_1857553_1857816
LOC112050417,NW_019862756.1,+,SE,1.72E-13,0.057,1857553,1857816,NW_019862756.1_1857553_1857816
LOC112054363,NW_019863351.1,-,SE,0.039608447,0.067,116411,116713,NW_019863351.1_116411_116713
LOC112049138,NW_019862960.1,+,SE,0.000404843,0.063,218101,218379,NW_019862960.1_218101_218379
LOC112043619,NW_019862793.1,-,SE,8.47E-06,-0.402,554524,554778,NW_019862793.1_554524_554778
LOC112044894,NW_019862751.1,-,SE,5.50E-06,0.19,1710750,1711175,NW_019862751.1_1710750_1711175
LOC112044894,NW_019862751.1,-,SE,2.55E-06,0.169,1710750,1711181,NW_019862751.1_1710750_1711181
LOC112044894,NW_019862751.1,-,SE,9.39E-06,0.205,1713508,1713919,NW_019862751.1_1713508_1713919
LOC112044703,NW_019862751.1,+,SE,2.57E-09,-0.019,1009823,1010265,NW_019862751.1_1009823_1010265
LOC112049404,NW_019862971.1,-,SE,0.000365713,0.064,707530,707823,NW_019862971.1_707530_707823
LOC112045796,NW_019862841.1,-,SE,0.022587477,0.228,313951,314244,NW_019862841.1_313951_314244
LOC112043328,NW_019862788.1,-,SE,0.003665933,0.267,1178409,1178775,NW_019862788.1_1178409_1178775
LOC112058272,NW_019862773.1,+,SE,1.66E-05,0.178,645445,646582,NW_019862773.1_645445_646582
LOC112050692,NW_019863038.1,+,SE,1.46E-14,-0.112,198205,198525,NW_019863038.1_198205_198525
LOC112044497,NW_019862810.1,+,SE,5.24E-12,0.12,1067831,1068121,NW_019862810.1_1067831_1068121
LOC112046897,NW_019862874.1,+,SE,9.46E-05,-0.317,783646,784037,NW_019862874.1_783646_784037
LOC112043861,NW_019862799.1,+,SE,1.96E-06,0.295,1081053,1081289,NW_019862799.1_1081053_1081289
LOC112043861,NW_019862799.1,+,SE,0,0.335,1084515,1085708,NW_019862799.1_1084515_1085708
LOC112048826,NW_019862946.1,+,SE,1.47E-07,0.314,522375,522641,NW_019862946.1_522375_522641
LOC112049745,NW_019862987.1,+,SE,0.000203182,-0.484,435665,436019,NW_019862987.1_435665_436019
LOC112043284,NW_019862788.1,-,SE,0,-0.263,154587,154919,NW_019862788.1_154587_154919
LOC112043019,NW_019862784.1,-,SE,0.035561969,-0.019,1111303,1111737,NW_019862784.1_1111303_1111737
LOC112043019,NW_019862784.1,-,SE,0.022728251,-0.103,1111507,1111737,NW_019862784.1_1111507_1111737
LOC112043853,NW_019862799.1,-,SE,0.010390171,-0.056,848944,849210,NW_019862799.1_848944_849210
LOC112043853,NW_019862799.1,-,SE,0.009900178,-0.153,848944,849219,NW_019862799.1_848944_849219
LOC112043822,NW_019862799.1,-,SE,6.06E-05,0.037,647441,647716,NW_019862799.1_647441_647716
LOC112057705,NW_019862765.1,+,SE,1.18E-07,0.267,1472696,1472923,NW_019862765.1_1472696_1472923
LOC112053743,NW_019863277.1,-,SE,8.29E-09,0.373,31035,31349,NW_019863277.1_31035_31349
LOC112053743,NW_019863277.1,-,SE,5.18E-05,0.297,31369,31734,NW_019863277.1_31369_31734
LOC112044076,NW_019862803.1,-,SE,0.020291731,0.12,43313,43555,NW_019862803.1_43313_43555
LOC112054440,NW_019863357.1,+,SE,2.08E-06,0.024,134183,134482,NW_019863357.1_134183_134482
LOC112054440,NW_019863357.1,+,SE,8.69E-11,-0.086,134896,135195,NW_019863357.1_134896_135195
LOC112043538,NW_019862792.1,-,SE,3.39E-05,-0.29,113557,113940,NW_019862792.1_113557_113940
LOC112058550,NW_019862778.1,-,SE,0,-0.155,1102868,1103181,NW_019862778.1_1102868_1103181
LOC112058550,NW_019862778.1,-,SE,0,0.249,1103134,1103465,NW_019862778.1_1103134_1103465
LOC112052001,NW_019863118.1,-,SE,5.22E-07,-0.045,150890,151116,NW_019863118.1_150890_151116
LOC112052001,NW_019863118.1,-,SE,6.88E-14,0.083,161542,162366,NW_019863118.1_161542_162366
LOC112052867,NW_019863182.1,-,SE,0,0.204,230886,231252,NW_019863182.1_230886_231252
LOC112052867,NW_019863182.1,-,SE,1.64E-12,-0.274,232671,233037,NW_019863182.1_232671_233037
LOC112051523,NW_019863087.1,+,SE,0,0.328,179021,179357,NW_019863087.1_179021_179357
LOC112051523,NW_019863087.1,+,SE,0.001323788,-0.015,179358,179694,NW_019863087.1_179358_179694
LOC112051523,NW_019863087.1,+,SE,0,-0.377,179358,179694,NW_019863087.1_179358_179694
LOC112051523,NW_019863087.1,+,SE,0.002034806,0.027,187387,187730,NW_019863087.1_187387_187730
LOC112044491,NW_019862810.1,+,SE,0,-0.081,734430,734744,NW_019862810.1_734430_734744
LOC112047558,NW_019862896.1,+,SE,8.22E-14,0.157,455181,455514,NW_019862896.1_455181_455514
LOC112047558,NW_019862896.1,+,SE,0.002945275,0.073,455181,455514,NW_019862896.1_455181_455514
LOC112049703,NW_019862985.1,+,SE,1.68E-06,-0.061,428313,428609,NW_019862985.1_428313_428609
LOC112054155,NW_019863325.1,-,SE,0.00118777,0.155,61025,61270,NW_019863325.1_61025_61270
LOC112046330,NW_019862855.1,-,SE,1.07E-06,0.017,270011,270323,NW_019862855.1_270011_270323
LOC112051008,NW_019863056.1,-,SE,2.01E-05,0.176,165026,165410,NW_019863056.1_165026_165410
LOC112049905,NW_019862997.1,+,SE,0.015142111,0.061,408860,409098,NW_019862997.1_408860_409098
LOC112048542,NW_019862934.1,+,SE,5.25E-08,0.122,354474,354762,NW_019862934.1_354474_354762
LOC112049109,NW_019862959.1,-,SE,0,0.21,283617,283985,NW_019862959.1_283617_283985
LOC112058474,NW_019862777.1,-,SE,0.043790151,0.066,806358,806612,NW_019862777.1_806358_806612
LOC112053596,NW_019863259.1,+,SE,5.69E-08,-0.112,312989,313225,NW_019863259.1_312989_313225
LOC112046039,NW_019862846.1,-,SE,0.002917862,0.032,83405,83783,NW_019862846.1_83405_83783
nbis-pseudo47,NW_019862940.1,-,SE,6.68E-06,-0.219,37142,37420,NW_019862940.1_37142_37420
LOC112048127,NW_019862917.1,-,SE,0.007904845,-0.085,563300,563590,NW_019862917.1_563300_563590
LOC112044077,NW_019862803.1,+,SE,7.86E-08,-0.58,139309,139644,NW_019862803.1_139309_139644
LOC112044077,NW_019862803.1,+,SE,0,-0.452,141389,141723,NW_019862803.1_141389_141723
LOC112046929,NW_019862877.1,+,SE,0.007503891,0.125,565725,565968,NW_019862877.1_565725_565968
LOC112049487,NW_019862976.1,-,SE,3.03E-08,-0.171,246779,247041,NW_019862976.1_246779_247041
LOC112049487,NW_019862976.1,-,SE,0.014879727,-0.219,249996,250268,NW_019862976.1_249996_250268
LOC112046963,NW_019862879.1,+,SE,0.007011736,0.044,51711,52009,NW_019862879.1_51711_52009
LOC112057754,NW_019862766.1,-,SE,0.010236341,0.502,143638,143874,NW_019862766.1_143638_143874
LOC112056653,NW_019863926.1,+,SE,0.030605289,0.312,39260,39576,NW_019863926.1_39260_39576
LOC112047434,NW_019862893.1,-,SE,0,-0.242,382005,382675,NW_019862893.1_382005_382675
LOC112049632,NW_019862982.1,-,SE,0,-0.135,67185,67430,NW_019862982.1_67185_67430
LOC112045475,NW_019862752.1,-,SE,1.61E-07,-0.37,528686,528924,NW_019862752.1_528686_528924
LOC112045475,NW_019862752.1,-,SE,0.013781757,-0.236,528686,528924,NW_019862752.1_528686_528924
LOC112045475,NW_019862752.1,-,SE,3.91E-06,0.198,530791,531097,NW_019862752.1_530791_531097
LOC112045475,NW_019862752.1,-,SE,6.22E-08,0.319,530791,531097,NW_019862752.1_530791_531097
LOC112044733,NW_019862816.1,-,SE,0,-0.51,285796,286017,NW_019862816.1_285796_286017
LOC112046894,NW_019862874.1,+,SE,0,0.34,317653,317918,NW_019862874.1_317653_317918
LOC112054600,NW_019863381.1,-,SE,0.008590856,0.066,53907,54176,NW_019863381.1_53907_54176
LOC112046073,NW_019862847.1,+,SE,7.92E-09,-0.392,524993,525260,NW_019862847.1_524993_525260
LOC112052550,NW_019863157.1,+,SE,1.57E-07,-0.06,196386,196733,NW_019863157.1_196386_196733
LOC112050847,NW_019863046.1,-,SE,0,-0.171,229291,229569,NW_019863046.1_229291_229569
LOC112043032,NW_019862784.1,-,SE,7.83E-06,-0.055,1173581,1173841,NW_019862784.1_1173581_1173841
LOC112049557,NW_019862978.1,+,SE,0,-0.2,95692,96024,NW_019862978.1_95692_96024
LOC112049557,NW_019862978.1,+,SE,1.22E-13,0.34,97692,98024,NW_019862978.1_97692_98024
LOC112057706,NW_019862765.1,-,SE,0.000416927,-0.225,1526509,1527618,NW_019862765.1_1526509_1527618
LOC112058326,NW_019862774.1,-,SE,3.74E-05,0.206,1343102,1343456,NW_019862774.1_1343102_1343456
LOC112054036,NW_019863307.1,+,SE,0.022286765,-0.064,139703,139995,NW_019863307.1_139703_139995
LOC112054036,NW_019863307.1,+,SE,0.015943759,0.211,140541,140896,NW_019863307.1_140541_140896
LOC112054766,NW_019863407.1,-,SE,0.001507419,0.132,69524,69953,NW_019863407.1_69524_69953
LOC112049929,NW_019862998.1,+,SE,0.003231254,-0.132,187949,188849,NW_019862998.1_187949_188849
LOC112052141,NW_019863130.1,-,SE,6.18E-13,-0.224,77997,78307,NW_019863130.1_77997_78307
LOC112052141,NW_019863130.1,-,SE,0,-0.19,77997,78310,NW_019863130.1_77997_78310
LOC112042895,NW_019862781.1,+,SE,3.69E-09,-0.436,1220254,1220510,NW_019862781.1_1220254_1220510
LOC112049794,NW_019862756.1,-,SE,0.00369138,-0.019,385647,385929,NW_019862756.1_385647_385929
LOC112045576,NW_019862752.1,+,SE,1.43E-08,-0.511,860512,860768,NW_019862752.1_860512_860768
LOC112050198,NW_019863012.1,-,SE,0.030285776,0.076,245652,245895,NW_019863012.1_245652_245895
LOC112043199,NW_019862787.1,-,SE,0,0.082,27259,27738,NW_019862787.1_27259_27738
LOC112049503,NW_019862976.1,-,SE,0,-0.4,436098,436361,NW_019862976.1_436098_436361
LOC112049503,NW_019862976.1,-,SE,0.044122666,0.013,436973,437236,NW_019862976.1_436973_437236
LOC112049503,NW_019862976.1,-,SE,0,0.649,436973,437236,NW_019862976.1_436973_437236
LOC112049503,NW_019862976.1,-,SE,1.37E-08,0.142,440126,440397,NW_019862976.1_440126_440397
LOC112049503,NW_019862976.1,-,SE,3.69E-12,-0.065,441669,441940,NW_019862976.1_441669_441940
LOC112045039,NW_019862751.1,-,SE,0.003964061,-0.158,2540155,2540430,NW_019862751.1_2540155_2540430
LOC112054209,NW_019863329.1,-,SE,0.005928546,0.186,148217,148527,NW_019863329.1_148217_148527
LOC112045960,NW_019862844.1,+,SE,0.045917179,-0.2,108266,108514,NW_019862844.1_108266_108514
LOC112043224,NW_019862787.1,-,SE,0.000211105,-0.15,835118,835559,NW_019862787.1_835118_835559
LOC112055491,NW_019862748.1,+,SE,0,0.213,467944,468294,NW_019862748.1_467944_468294
LOC112055566,NW_019863550.1,-,SE,0,0.652,102514,102754,NW_019863550.1_102514_102754
LOC112058542,NW_019862778.1,-,SE,0.002301594,0.116,1049804,1050167,NW_019862778.1_1049804_1050167
LOC112048503,NW_019862933.1,+,SE,0,0.129,113926,114322,NW_019862933.1_113926_114322
LOC112055327,NW_019863501.1,+,SE,0,-0.157,66059,67207,NW_019863501.1_66059_67207
LOC112054606,NW_019863381.1,-,SE,1.45E-11,-0.492,116719,117053,NW_019863381.1_116719_117053
LOC112054606,NW_019863381.1,-,SE,5.51E-13,0.526,121851,122221,NW_019863381.1_121851_122221
LOC112054606,NW_019863381.1,-,SE,0,0.328,121851,122221,NW_019863381.1_121851_122221
LOC112054606,NW_019863381.1,-,SE,0,0.328,121871,122221,NW_019863381.1_121871_122221
LOC112042935,NW_019862782.1,-,SE,0,-0.469,1150792,1151036,NW_019862782.1_1150792_1151036
LOC112042935,NW_019862782.1,-,SE,2.13E-05,-0.259,1150792,1151036,NW_019862782.1_1150792_1151036
LOC112042935,NW_019862782.1,-,SE,0,-0.136,1150792,1151036,NW_019862782.1_1150792_1151036
LOC112042935,NW_019862782.1,-,SE,2.80E-10,0.358,1151710,1152090,NW_019862782.1_1151710_1152090
LOC112042935,NW_019862782.1,-,SE,7.39E-13,0.117,1151710,1152090,NW_019862782.1_1151710_1152090
LOC112042935,NW_019862782.1,-,SE,0,0.555,1151710,1152090,NW_019862782.1_1151710_1152090
LOC112042935,NW_019862782.1,-,SE,0.028792067,0.475,1151710,1152090,NW_019862782.1_1151710_1152090
LOC112042935,NW_019862782.1,-,SE,0.001160731,0.042,1153148,1153444,NW_019862782.1_1153148_1153444
LOC112042935,NW_019862782.1,-,SE,0,-0.217,1155888,1157414,NW_019862782.1_1155888_1157414
LOC112042935,NW_019862782.1,-,SE,0,-0.314,1157028,1157414,NW_019862782.1_1157028_1157414
LOC112042935,NW_019862782.1,-,SE,1.61E-09,0.038,1207755,1208111,NW_019862782.1_1207755_1208111
LOC112047120,NW_019862882.1,-,SE,0.000141469,-0.116,758060,758446,NW_019862882.1_758060_758446
LOC112057021,NW_019862764.1,+,SE,0.019519033,-0.113,1486634,1487002,NW_019862764.1_1486634_1487002
LOC112054302,NW_019863340.1,-,SE,0.000596212,-0.208,25174,25401,NW_019863340.1_25174_25401
LOC112048050,NW_019862754.1,-,SE,0.000129838,0.118,1606504,1606805,NW_019862754.1_1606504_1606805
LOC112048050,NW_019862754.1,-,SE,0.000382616,-0.069,1609421,1609725,NW_019862754.1_1609421_1609725
LOC112048050,NW_019862754.1,-,SE,2.28E-08,-0.098,1609421,1609725,NW_019862754.1_1609421_1609725
LOC112050534,NW_019863028.1,+,SE,0.017214992,0.024,117410,117652,NW_019863028.1_117410_117652
LOC112046090,NW_019862847.1,-,SE,0.048136367,0.131,427497,428024,NW_019862847.1_427497_428024
LOC112056541,NW_019863874.1,+,SE,0.038213719,0.038,47560,47858,NW_019863874.1_47560_47858
LOC112057669,NW_019862765.1,+,SE,0.001185109,0.06,861736,861963,NW_019862765.1_861736_861963
LOC112052860,NW_019863182.1,+,SE,0.047639248,-0.09,36504,36764,NW_019863182.1_36504_36764
LOC112048772,NW_019862755.1,-,SE,0.011767054,0.089,1113824,1114054,NW_019862755.1_1113824_1114054
LOC112051403,NW_019863081.1,-,SE,0.000462722,-0.101,198215,198474,NW_019863081.1_198215_198474
LOC112048897,NW_019862950.1,-,SE,7.59E-06,-0.028,417414,417702,NW_019862950.1_417414_417702
LOC112046859,NW_019862748.1,-,SE,1.46E-14,-0.813,1930884,1931240,NW_019862748.1_1930884_1931240
LOC112046859,NW_019862748.1,-,SE,2.23E-13,-0.107,1931296,1931652,NW_019862748.1_1931296_1931652
LOC112051837,NW_019863107.1,+,SE,0.028349123,-0.113,485331,485644,NW_019863107.1_485331_485644
LOC112046693,NW_019862867.1,+,SE,0,0.715,672456,672719,NW_019862867.1_672456_672719
LOC112046693,NW_019862867.1,+,SE,0,0.165,672456,672719,NW_019862867.1_672456_672719
LOC112046693,NW_019862867.1,+,SE,0,0.404,672456,672719,NW_019862867.1_672456_672719
LOC112046693,NW_019862867.1,+,SE,0,-0.653,673743,674132,NW_019862867.1_673743_674132
LOC112046693,NW_019862867.1,+,SE,0,-0.515,673743,674132,NW_019862867.1_673743_674132
LOC112046693,NW_019862867.1,+,SE,0,-0.578,673743,674132,NW_019862867.1_673743_674132
LOC112046693,NW_019862867.1,+,SE,0.000604212,-0.502,673743,674132,NW_019862867.1_673743_674132
LOC112046693,NW_019862867.1,+,SE,0,0.118,675284,675631,NW_019862867.1_675284_675631
LOC112046693,NW_019862867.1,+,SE,0,0.11,675287,675631,NW_019862867.1_675287_675631
LOC112048334,NW_019862754.1,+,SE,2.88E-14,-0.175,2459763,2460146,NW_019862754.1_2459763_2460146
LOC112048035,NW_019862913.1,-,SE,1.19E-12,-0.074,291440,291873,NW_019862913.1_291440_291873
LOC112048035,NW_019862913.1,-,SE,0,-0.118,291440,291882,NW_019862913.1_291440_291882
LOC112048035,NW_019862913.1,-,SE,0,-0.897,312890,313514,NW_019862913.1_312890_313514
LOC112048035,NW_019862913.1,-,SE,0,-0.489,312890,313514,NW_019862913.1_312890_313514
LOC112048035,NW_019862913.1,-,SE,2.56E-10,-0.284,312890,313514,NW_019862913.1_312890_313514
LOC112052594,NW_019863161.1,-,SE,0.00198492,0.2,305573,305834,NW_019863161.1_305573_305834
LOC112054414,NW_019863355.1,+,SE,0.001577208,-0.045,175944,176254,NW_019863355.1_175944_176254
LOC112049328,NW_019862968.1,+,SE,0.006090533,-0.018,159819,160097,NW_019862968.1_159819_160097
LOC112054929,NW_019863433.1,+,SE,0.003071363,0.07,120399,120723,NW_019863433.1_120399_120723
LOC112049613,NW_019862981.1,+,SE,0.000707841,0.074,237074,237352,NW_019862981.1_237074_237352
LOC112050201,NW_019863012.1,+,SE,1.66E-07,0.272,414185,414645,NW_019863012.1_414185_414645
LOC112055556,NW_019863549.1,+,SE,0.000171674,-0.165,87167,87507,NW_019863549.1_87167_87507
LOC112055556,NW_019863549.1,+,SE,0.000168523,-0.152,87222,87507,NW_019863549.1_87222_87507
LOC112043279,NW_019862788.1,-,SE,0.003220901,-0.124,35191,35487,NW_019862788.1_35191_35487
LOC112043756,NW_019862796.1,-,SE,6.37E-11,0.126,1274215,1274535,NW_019862796.1_1274215_1274535
LOC112048202,NW_019862921.1,-,SE,1.84E-06,0.325,323380,323669,NW_019862921.1_323380_323669
LOC112047770,NW_019862904.1,+,SE,0.006500216,-0.043,1004157,1004478,NW_019862904.1_1004157_1004478
LOC112046305,NW_019862854.1,+,SE,8.68E-06,-0.066,519581,519880,NW_019862854.1_519581_519880
LOC112050661,NW_019863036.1,+,SE,2.53E-05,0.191,58996,59301,NW_019863036.1_58996_59301
LOC112049969,NW_019862756.1,+,SE,0.000964137,-0.462,1047988,1048412,NW_019862756.1_1047988_1048412
LOC112053953,NW_019862748.1,+,SE,1.05E-05,0.454,4546927,4547365,NW_019862748.1_4546927_4547365
LOC112043025,NW_019862784.1,-,SE,0.0059752,0.022,1127442,1127770,NW_019862784.1_1127442_1127770
LOC112053291,NW_019863225.1,-,SE,6.07E-05,-0.128,122273,122601,NW_019863225.1_122273_122601
LOC112053291,NW_019863225.1,-,SE,0.001063949,0.057,122636,122964,NW_019863225.1_122636_122964
LOC112052587,NW_019863160.1,+,SE,0.000798622,-0.04,177951,178229,NW_019863160.1_177951_178229
LOC112055083,NW_019863457.1,-,SE,1.09E-06,-0.1,117197,117565,NW_019863457.1_117197_117565
LOC112048181,NW_019862920.1,-,SE,0.046614744,0.07,58016,58334,NW_019862920.1_58016_58334
LOC112050264,NW_019863014.1,+,SE,0.001152572,-0.09,125031,125330,NW_019863014.1_125031_125330
LOC112043679,NW_019862750.1,-,SE,0.008245238,-0.018,1265534,1265816,NW_019862750.1_1265534_1265816
