GeneID,chr,strand,SplicingType,FDR,delta_PSI,start,end,SID
LOC112044496,NW_019862810.1,-,SE,0.000273379,-0.129,847541,847807,NW_019862810.1_847541_847807
LOC112048610,NW_019862748.1,-,SE,0.000107175,-0.037,2694779,2695116,NW_019862748.1_2694779_2695116
LOC112054218,NW_019862748.1,-,SE,0.032289264,-0.075,4573436,4573750,NW_019862748.1_4573436_4573750
LOC112045528,NW_019862834.1,+,SE,4.62E-08,0.435,395767,396111,NW_019862834.1_395767_396111
LOC112055813,NW_019862762.1,+,SE,5.06E-05,-0.104,2059977,2060315,NW_019862762.1_2059977_2060315
LOC112055740,NW_019862762.1,-,SE,0.020207948,-0.16,1937200,1937427,NW_019862762.1_1937200_1937427
LOC112048640,NW_019862938.1,-,SE,9.66E-06,-0.111,94029,94325,NW_019862938.1_94029_94325
LOC112048640,NW_019862938.1,-,SE,0.008882923,-0.084,94029,94325,NW_019862938.1_94029_94325
LOC112048640,NW_019862938.1,-,SE,1.27E-05,-0.066,151637,151951,NW_019862938.1_151637_151951
LOC112048640,NW_019862938.1,-,SE,0.009987063,0.021,153236,153550,NW_019862938.1_153236_153550
LOC112048640,NW_019862938.1,-,SE,4.52E-06,0.171,153236,153550,NW_019862938.1_153236_153550
LOC112055306,NW_019862762.1,-,SE,0.000119624,0.091,228199,228477,NW_019862762.1_228199_228477
LOC112045793,NW_019862752.1,+,SE,0.003486387,-0.269,1288851,1289209,NW_019862752.1_1288851_1289209
LOC112047743,NW_019862903.1,-,SE,0.004632491,0.036,404255,404506,NW_019862903.1_404255_404506
LOC112045364,NW_019862829.1,-,SE,0.039248733,0.266,595098,596483,NW_019862829.1_595098_596483
LOC112044486,NW_019862810.1,+,SE,2.71E-05,0.426,617113,617385,NW_019862810.1_617113_617385
LOC112046526,NW_019862860.1,+,SE,0.014291159,0.387,268884,269295,NW_019862860.1_268884_269295
LOC112046526,NW_019862860.1,+,SE,0.014291159,0.387,268940,269295,NW_019862860.1_268940_269295
LOC112045373,NW_019862752.1,-,SE,0.010032123,0.109,280974,281276,NW_019862752.1_280974_281276
LOC112048139,NW_019862918.1,+,SE,7.04E-06,0.064,509720,510044,NW_019862918.1_509720_510044
LOC112055865,NW_019863641.1,-,SE,1.07E-11,-0.187,65146,65505,NW_019863641.1_65146_65505
LOC112044505,NW_019862810.1,-,SE,0.002118259,0.198,1091853,1092116,NW_019862810.1_1091853_1092116
LOC112050417,NW_019862756.1,+,SE,0,0.582,1857553,1857816,NW_019862756.1_1857553_1857816
LOC112050417,NW_019862756.1,+,SE,0.000157282,0.031,1857553,1857816,NW_019862756.1_1857553_1857816
LOC112054363,NW_019863351.1,-,SE,0.001314064,0.108,116411,116713,NW_019863351.1_116411_116713
LOC112057179,NW_019864469.1,+,SE,8.59E-07,-0.045,5547,6007,NW_019864469.1_5547_6007
LOC112044894,NW_019862751.1,-,SE,0.028750476,-0.122,1713508,1713919,NW_019862751.1_1713508_1713919
LOC112044683,NW_019862751.1,-,SE,0.000975435,0.041,1005197,1005636,NW_019862751.1_1005197_1005636
LOC112045796,NW_019862841.1,-,SE,6.51E-05,0.26,313951,314244,NW_019862841.1_313951_314244
LOC112047022,NW_019862880.1,-,SE,0.010617833,-0.063,631526,631856,NW_019862880.1_631526_631856
LOC112048033,NW_019862754.1,-,SE,1.76E-06,-0.161,1464804,1465054,NW_019862754.1_1464804_1465054
LOC112048033,NW_019862754.1,-,SE,0,0.229,1468015,1468275,NW_019862754.1_1468015_1468275
LOC112048033,NW_019862754.1,-,SE,2.85E-11,0.181,1468015,1468275,NW_019862754.1_1468015_1468275
LOC112053443,NW_019862760.1,+,SE,3.08E-05,-0.072,55165,55691,NW_019862760.1_55165_55691
LOC112053443,NW_019862760.1,+,SE,9.88E-07,-0.106,55360,55691,NW_019862760.1_55360_55691
LOC112053443,NW_019862760.1,+,SE,5.65E-08,-0.099,55370,55691,NW_019862760.1_55370_55691
LOC112058272,NW_019862773.1,+,SE,0.002180129,0.116,645445,646582,NW_019862773.1_645445_646582
LOC112044395,NW_019862808.1,-,SE,4.67E-07,-0.302,888357,888695,NW_019862808.1_888357_888695
LOC112055393,NW_019862762.1,+,SE,2.57E-07,-0.23,275780,276098,NW_019862762.1_275780_276098
LOC112043861,NW_019862799.1,+,SE,0.011290646,-0.029,1081053,1081289,NW_019862799.1_1081053_1081289
LOC112043861,NW_019862799.1,+,SE,0,0.235,1084515,1085708,NW_019862799.1_1084515_1085708
LOC112054077,NW_019863315.1,+,SE,0.017642263,0.215,109047,109325,NW_019863315.1_109047_109325
LOC112048826,NW_019862946.1,+,SE,0.045931645,-0.108,522375,522641,NW_019862946.1_522375_522641
LOC112052382,NW_019863144.1,-,SE,0.001278459,-0.03,246707,247048,NW_019863144.1_246707_247048
LOC112056668,NW_019863935.1,+,SE,0.000286112,-0.054,26271,26661,NW_019863935.1_26271_26661
LOC112056668,NW_019863935.1,+,SE,1.66E-05,0.031,28737,29066,NW_019863935.1_28737_29066
LOC112056668,NW_019863935.1,+,SE,7.53E-10,0.567,28737,29066,NW_019863935.1_28737_29066
LOC112049870,NW_019862756.1,-,SE,0,-0.296,646951,647275,NW_019862756.1_646951_647275
LOC112046887,NW_019862874.1,-,SE,1.30E-06,-0.021,20845,21197,NW_019862874.1_20845_21197
LOC112046887,NW_019862874.1,-,SE,0,0.091,21101,21419,NW_019862874.1_21101_21419
LOC112046887,NW_019862874.1,-,SE,0.000353892,0.259,21101,21419,NW_019862874.1_21101_21419
LOC112046887,NW_019862874.1,-,SE,0.009892862,0.362,22190,22611,NW_019862874.1_22190_22611
LOC112046887,NW_019862874.1,-,SE,0,0.12,22190,22611,NW_019862874.1_22190_22611
LOC112046887,NW_019862874.1,-,SE,5.58E-09,0.452,22190,22611,NW_019862874.1_22190_22611
LOC112043130,NW_019862786.1,-,SE,0.000617778,0.329,1108378,1108698,NW_019862786.1_1108378_1108698
LOC112043130,NW_019862786.1,-,SE,0.010734692,0.246,1108390,1108698,NW_019862786.1_1108390_1108698
LOC112043822,NW_019862799.1,-,SE,0.000238113,0.04,647441,647716,NW_019862799.1_647441_647716
LOC112052165,NW_019863131.1,-,SE,0.003355896,-0.105,125165,125470,NW_019863131.1_125165_125470
LOC112053743,NW_019863277.1,-,SE,0.009071086,0.273,31035,31349,NW_019863277.1_31035_31349
LOC112053743,NW_019863277.1,-,SE,0.00152332,0.306,31369,31734,NW_019863277.1_31369_31734
LOC112052839,NW_019862748.1,-,SE,0.037641721,0.041,4100308,4100634,NW_019862748.1_4100308_4100634
LOC112044076,NW_019862803.1,-,SE,0.016816155,0.12,43313,43555,NW_019862803.1_43313_43555
LOC112044076,NW_019862803.1,-,SE,0.000265558,-0.04,44191,45062,NW_019862803.1_44191_45062
LOC112048433,NW_019862930.1,+,SE,0,-0.14,417761,417970,NW_019862930.1_417761_417970
LOC112054440,NW_019863357.1,+,SE,0.005189063,0.015,134183,134482,NW_019863357.1_134183_134482
LOC112054440,NW_019863357.1,+,SE,4.98E-14,-0.104,134896,135195,NW_019863357.1_134896_135195
LOC112043538,NW_019862792.1,-,SE,0.001868139,-0.248,113557,113940,NW_019862792.1_113557_113940
LOC112045150,NW_019862825.1,-,SE,0.008082186,0.038,851746,852107,NW_019862825.1_851746_852107
LOC112042788,NW_019862748.1,+,SE,2.63E-07,-0.088,4258,4611,NW_019862748.1_4258_4611
LOC112058550,NW_019862778.1,-,SE,4.98E-14,0.127,1102868,1103181,NW_019862778.1_1102868_1103181
LOC112058550,NW_019862778.1,-,SE,1.24E-05,-0.009,1103134,1103465,NW_019862778.1_1103134_1103465
LOC112058550,NW_019862778.1,-,SE,9.74E-14,-0.121,1103134,1103465,NW_019862778.1_1103134_1103465
LOC112052001,NW_019863118.1,-,SE,0.004943339,-0.047,161542,162366,NW_019863118.1_161542_162366
LOC112047231,NW_019862885.1,-,SE,0,0.223,592659,593054,NW_019862885.1_592659_593054
LOC112051523,NW_019863087.1,+,SE,0,0.162,159548,159951,NW_019863087.1_159548_159951
LOC112051523,NW_019863087.1,+,SE,8.82E-05,0.074,179021,179357,NW_019863087.1_179021_179357
LOC112051523,NW_019863087.1,+,SE,9.77E-11,-0.135,179358,179694,NW_019863087.1_179358_179694
LOC112052337,NW_019863141.1,-,SE,0.000917936,0.031,172618,172926,NW_019863141.1_172618_172926
LOC112043143,NW_019862749.1,+,SE,0.016846657,-0.14,2853199,2853445,NW_019862749.1_2853199_2853445
LOC112044491,NW_019862810.1,+,SE,0.003830735,-0.047,734430,734744,NW_019862810.1_734430_734744
LOC112049703,NW_019862985.1,+,SE,0.002366302,-0.038,428313,428609,NW_019862985.1_428313_428609
LOC112056771,NW_019863975.1,-,SE,0,-0.652,14764,15051,NW_019863975.1_14764_15051
LOC112058257,NW_019862773.1,-,SE,0.027491418,-0.159,336564,336990,NW_019862773.1_336564_336990
LOC112048542,NW_019862934.1,+,SE,5.51E-09,0.127,354474,354762,NW_019862934.1_354474_354762
LOC112058474,NW_019862777.1,-,SE,3.88E-12,-0.186,806358,806612,NW_019862777.1_806358_806612
LOC112053596,NW_019863259.1,+,SE,3.53E-07,0.04,294739,295002,NW_019863259.1_294739_295002
LOC112046039,NW_019862846.1,-,SE,0.002118259,0.036,83405,83783,NW_019862846.1_83405_83783
LOC112048517,NW_019862933.1,-,SE,0.003886009,-0.049,589989,590216,NW_019862933.1_589989_590216
nbis-pseudo47,NW_019862940.1,-,SE,3.03E-07,-0.234,37142,37420,NW_019862940.1_37142_37420
LOC112056844,NW_019864022.1,+,SE,0.009252381,0.018,16604,16975,NW_019864022.1_16604_16975
LOC112044077,NW_019862803.1,+,SE,0.001622467,-0.174,139309,139644,NW_019862803.1_139309_139644
LOC112044077,NW_019862803.1,+,SE,0.023049728,-0.398,139309,139644,NW_019862803.1_139309_139644
LOC112046929,NW_019862877.1,+,SE,5.50E-11,0.16,565725,565968,NW_019862877.1_565725_565968
LOC112051026,NW_019863057.1,+,SE,0.003139434,0.16,106993,107265,NW_019863057.1_106993_107265
LOC112049487,NW_019862976.1,-,SE,0.001163511,0.284,249996,250268,NW_019862976.1_249996_250268
LOC112046963,NW_019862879.1,+,SE,2.20E-07,0.064,51711,52009,NW_019862879.1_51711_52009
LOC112057754,NW_019862766.1,-,SE,0.010264142,0.17,143638,143874,NW_019862766.1_143638_143874
LOC112049052,NW_019862956.1,-,SE,0.026520988,-0.34,503823,504391,NW_019862956.1_503823_504391
LOC112047434,NW_019862893.1,-,SE,0,-0.354,382005,382675,NW_019862893.1_382005_382675
LOC112057979,NW_019862770.1,-,SE,3.10E-05,-0.099,887918,888220,NW_019862770.1_887918_888220
LOC112046194,NW_019862752.1,+,SE,0.000121084,0.031,2070017,2070621,NW_019862752.1_2070017_2070621
LOC112043196,NW_019862787.1,-,SE,0.00106483,0.06,1431820,1432041,NW_019862787.1_1431820_1432041
LOC112052850,NW_019863181.1,-,SE,0.000146775,0.049,57753,58052,NW_019863181.1_57753_58052
LOC112046874,NW_019862874.1,+,SE,3.75E-05,-0.172,41247,41519,NW_019862874.1_41247_41519
LOC112046874,NW_019862874.1,+,SE,9.92E-05,-0.223,42144,42697,NW_019862874.1_42144_42697
LOC112049937,NW_019862998.1,-,SE,0.000100561,0.191,465894,466172,NW_019862998.1_465894_466172
LOC112043045,NW_019862784.1,+,SE,3.12E-05,0.05,1522774,1523118,NW_019862784.1_1522774_1523118
LOC112056774,NW_019863976.1,+,SE,0.002210728,0.371,63250,63579,NW_019863976.1_63250_63579
LOC112051030,NW_019863058.1,-,SE,0.04070944,-0.039,181339,181708,NW_019863058.1_181339_181708
LOC112046226,NW_019862850.1,+,SE,2.02E-06,-0.17,552052,552388,NW_019862850.1_552052_552388
LOC112054600,NW_019863381.1,-,SE,1.06E-06,-0.062,53907,54176,NW_019863381.1_53907_54176
LOC112051526,NW_019863087.1,+,SE,0.000340046,-0.508,85875,86291,NW_019863087.1_85875_86291
LOC112046073,NW_019862847.1,+,SE,2.68E-05,-0.335,524993,525260,NW_019862847.1_524993_525260
LOC112046036,NW_019862846.1,-,SE,5.50E-11,-0.09,635987,636746,NW_019862846.1_635987_636746
LOC112051181,NW_019863067.1,-,SE,0.008621082,0.037,298657,299437,NW_019863067.1_298657_299437
LOC112051181,NW_019863067.1,-,SE,0.007752442,0.395,317601,317830,NW_019863067.1_317601_317830
LOC112050847,NW_019863046.1,-,SE,0,-0.113,229291,229569,NW_019863046.1_229291_229569
LOC112043032,NW_019862784.1,-,SE,0,0.193,1173581,1173841,NW_019862784.1_1173581_1173841
LOC112054036,NW_019863307.1,+,SE,2.04E-07,0.454,140541,140896,NW_019863307.1_140541_140896
LOC112051066,NW_019863061.1,-,SE,0,-0.367,258073,258351,NW_019863061.1_258073_258351
LOC112046143,NW_019862849.1,+,SE,0.006838598,-0.049,160343,160641,NW_019862849.1_160343_160641
LOC112049794,NW_019862756.1,-,SE,4.49E-09,-0.033,385647,385929,NW_019862756.1_385647_385929
LOC112045576,NW_019862752.1,+,SE,0.003275379,-0.42,860512,860768,NW_019862752.1_860512_860768
LOC112044786,NW_019862817.1,+,SE,4.14E-13,0.153,120956,121355,NW_019862817.1_120956_121355
LOC112049503,NW_019862976.1,-,SE,0,0.315,436098,436361,NW_019862976.1_436098_436361
LOC112049503,NW_019862976.1,-,SE,4.98E-14,-0.018,436973,437236,NW_019862976.1_436973_437236
LOC112049503,NW_019862976.1,-,SE,4.10E-07,0.056,436973,437236,NW_019862976.1_436973_437236
LOC112049503,NW_019862976.1,-,SE,0,-0.111,436973,437236,NW_019862976.1_436973_437236
LOC112049503,NW_019862976.1,-,SE,0.001878431,-0.095,440126,440397,NW_019862976.1_440126_440397
LOC112049503,NW_019862976.1,-,SE,0.016927448,0.14,441669,441940,NW_019862976.1_441669_441940
LOC112049503,NW_019862976.1,-,SE,0.005343438,0.055,441669,441940,NW_019862976.1_441669_441940
LOC112049503,NW_019862976.1,-,SE,0,0.226,441669,441940,NW_019862976.1_441669_441940
LOC112048417,NW_019862929.1,-,SE,0.02500105,0.038,267612,267900,NW_019862929.1_267612_267900
LOC112051905,NW_019863111.1,-,SE,4.98E-11,0.051,146720,147013,NW_019863111.1_146720_147013
LOC112046462,NW_019862858.1,+,SE,0,0.048,451202,451450,NW_019862858.1_451202_451450
LOC112043224,NW_019862787.1,-,SE,0.000385761,-0.078,835118,835559,NW_019862787.1_835118_835559
LOC112058154,NW_019862772.1,+,SE,0.014614553,0.062,1084870,1085147,NW_019862772.1_1084870_1085147
LOC112055566,NW_019863550.1,-,SE,0.032977239,-0.015,103016,103385,NW_019863550.1_103016_103385
LOC112055566,NW_019863550.1,-,SE,0.034443037,-0.013,103016,103391,NW_019863550.1_103016_103391
LOC112058542,NW_019862778.1,-,SE,1.04E-05,-0.186,1049804,1050167,NW_019862778.1_1049804_1050167
LOC112057654,NW_019862765.1,-,SE,0.003004146,0.11,51513,51792,NW_019862765.1_51513_51792
LOC112048503,NW_019862933.1,+,SE,0.01411311,0.227,113926,114322,NW_019862933.1_113926_114322
LOC112048503,NW_019862933.1,+,SE,0,0.22,113926,114322,NW_019862933.1_113926_114322
LOC112055327,NW_019863501.1,+,SE,0.00273861,0.066,66059,67207,NW_019863501.1_66059_67207
LOC112042929,NW_019862782.1,+,SE,6.62E-08,-0.096,926862,927113,NW_019862782.1_926862_927113
LOC112054606,NW_019863381.1,-,SE,0.017642263,0.131,116719,117053,NW_019863381.1_116719_117053
LOC112042935,NW_019862782.1,-,SE,0.001793217,0.252,1150792,1151036,NW_019862782.1_1150792_1151036
LOC112042935,NW_019862782.1,-,SE,7.77E-05,-0.227,1151710,1152090,NW_019862782.1_1151710_1152090
LOC112042935,NW_019862782.1,-,SE,4.30E-09,-0.058,1151710,1152090,NW_019862782.1_1151710_1152090
LOC112042935,NW_019862782.1,-,SE,9.86E-06,0.064,1173249,1173698,NW_019862782.1_1173249_1173698
LOC112042935,NW_019862782.1,-,SE,0.00016304,0.033,1175793,1176092,NW_019862782.1_1175793_1176092
LOC112046440,NW_019862857.1,-,SE,0.006838598,0.015,64682,65071,NW_019862857.1_64682_65071
LOC112046440,NW_019862857.1,-,SE,4.04E-11,0.027,64682,65071,NW_019862857.1_64682_65071
LOC112046440,NW_019862857.1,-,SE,1.47E-06,0.016,65638,66012,NW_019862857.1_65638_66012
LOC112044142,NW_019862748.1,-,SE,9.73E-08,-0.144,1108668,1108973,NW_019862748.1_1108668_1108973
LOC112048050,NW_019862754.1,-,SE,0.000144653,0.092,1606504,1606805,NW_019862754.1_1606504_1606805
LOC112048050,NW_019862754.1,-,SE,8.78E-09,-0.169,1606504,1606805,NW_019862754.1_1606504_1606805
LOC112048050,NW_019862754.1,-,SE,5.55E-08,-0.251,1609421,1609725,NW_019862754.1_1609421_1609725
LOC112048050,NW_019862754.1,-,SE,0.000191048,-0.072,1609421,1609725,NW_019862754.1_1609421_1609725
LOC112048050,NW_019862754.1,-,SE,2.59E-14,0.033,1610691,1610992,NW_019862754.1_1610691_1610992
LOC112048050,NW_019862754.1,-,SE,0,0.053,1610691,1610992,NW_019862754.1_1610691_1610992
LOC112045098,NW_019862823.1,-,SE,0.046572554,-0.102,98027,98287,NW_019862823.1_98027_98287
LOC112043271,NW_019862788.1,-,SE,0.000224437,-0.211,45684,47384,NW_019862788.1_45684_47384
LOC112057145,NW_019864371.1,-,SE,0.019339434,-0.207,10266,10534,NW_019864371.1_10266_10534
LOC112048557,NW_019862935.1,+,SE,0.000269377,0.178,33330,33735,NW_019862935.1_33330_33735
LOC112052860,NW_019863182.1,+,SE,7.53E-10,0.104,36504,36764,NW_019863182.1_36504_36764
LOC112058572,NW_019862778.1,+,SE,0.001241786,0.102,1382178,1382479,NW_019862778.1_1382178_1382479
LOC112048772,NW_019862755.1,-,SE,0.000157319,-0.062,1113824,1114054,NW_019862755.1_1113824_1114054
LOC112046859,NW_019862748.1,-,SE,0.003407288,0.129,1930884,1931240,NW_019862748.1_1930884_1931240
LOC112046190,NW_019862850.1,-,SE,2.04E-12,-0.072,415372,415665,NW_019862850.1_415372_415665
LOC112054615,NW_019863384.1,-,SE,0.000513643,-0.041,94661,94994,NW_019863384.1_94661_94994
LOC112045861,NW_019862842.1,-,SE,1.05E-07,-0.116,608758,609073,NW_019862842.1_608758_609073
LOC112046693,NW_019862867.1,+,SE,0,-0.141,672456,672719,NW_019862867.1_672456_672719
LOC112046693,NW_019862867.1,+,SE,5.19E-07,-0.206,672456,672719,NW_019862867.1_672456_672719
LOC112046693,NW_019862867.1,+,SE,3.98E-06,0.056,673743,674132,NW_019862867.1_673743_674132
LOC112046693,NW_019862867.1,+,SE,0,0.203,673743,674132,NW_019862867.1_673743_674132
LOC112053273,NW_019863223.1,-,SE,1.14E-05,-0.175,83333,83572,NW_019863223.1_83333_83572
LOC112048035,NW_019862913.1,-,SE,5.09E-08,-0.067,291440,291873,NW_019862913.1_291440_291873
LOC112048035,NW_019862913.1,-,SE,2.09E-05,-0.046,291440,291873,NW_019862913.1_291440_291873
LOC112048035,NW_019862913.1,-,SE,4.48E-10,-0.082,291440,291882,NW_019862913.1_291440_291882
LOC112048035,NW_019862913.1,-,SE,1.06E-06,-0.057,291440,291882,NW_019862913.1_291440_291882
LOC112048035,NW_019862913.1,-,SE,1.45E-07,-0.341,312890,313514,NW_019862913.1_312890_313514
LOC112048035,NW_019862913.1,-,SE,0.012528567,-0.117,312890,313514,NW_019862913.1_312890_313514
LOC112049613,NW_019862981.1,+,SE,0,-0.177,229513,229788,NW_019862981.1_229513_229788
LOC112049613,NW_019862981.1,+,SE,0,-0.298,233116,233364,NW_019862981.1_233116_233364
LOC112049613,NW_019862981.1,+,SE,0,-0.301,236496,236838,NW_019862981.1_236496_236838
LOC112052763,NW_019863173.1,+,SE,0.001635334,-0.045,78792,79122,NW_019863173.1_78792_79122
LOC112049399,NW_019862971.1,+,SE,2.59E-14,0.067,208769,209065,NW_019862971.1_208769_209065
LOC112053190,NW_019862759.1,+,SE,0.032721794,-0.179,2168402,2168794,NW_019862759.1_2168402_2168794
LOC112048215,NW_019862921.1,-,SE,0.000397835,-0.057,490452,490725,NW_019862921.1_490452_490725
LOC112044124,NW_019862804.1,-,SE,0.013796692,-0.232,514278,514584,NW_019862804.1_514278_514584
LOC112048202,NW_019862921.1,-,SE,3.16E-05,-0.136,323380,323669,NW_019862921.1_323380_323669
LOC112045257,NW_019862827.1,-,SE,0.001990049,-0.092,199979,200227,NW_019862827.1_199979_200227
LOC112057718,NW_019862765.1,+,SE,4.98E-14,0.219,1773779,1774045,NW_019862765.1_1773779_1774045
LOC112057718,NW_019862765.1,+,SE,4.09E-07,0.377,1773785,1774045,NW_019862765.1_1773785_1774045
LOC112051626,NW_019863091.1,-,SE,3.65E-06,-0.301,139982,140272,NW_019863091.1_139982_140272
LOC112043025,NW_019862784.1,-,SE,0.003545277,0.023,1127442,1127770,NW_019862784.1_1127442_1127770
LOC112051807,NW_019863105.1,-,SE,0.035481055,-0.018,82154,82504,NW_019863105.1_82154_82504
LOC112052587,NW_019863160.1,+,SE,4.47E-06,-0.051,177951,178229,NW_019863160.1_177951_178229
LOC112057756,NW_019862766.1,-,SE,7.00E-06,-0.015,160507,161032,NW_019862766.1_160507_161032
LOC112048155,NW_019862918.1,-,SE,0.000496465,0.272,619081,619467,NW_019862918.1_619081_619467
LOC112047134,NW_019862882.1,-,SE,0.002137115,-0.084,418692,419471,NW_019862882.1_418692_419471
LOC112054303,NW_019863340.1,-,SE,0.007764061,-0.199,167429,167743,NW_019863340.1_167429_167743
LOC112055996,NW_019863677.1,+,SE,0.001483069,0.047,63065,63401,NW_019863677.1_63065_63401
LOC112055996,NW_019863677.1,+,SE,0.030016968,-0.177,67143,67415,NW_019863677.1_67143_67415
LOC112051191,NW_019863068.1,+,SE,0.009056796,0.104,143774,144178,NW_019863068.1_143774_144178
LOC112052714,NW_019862759.1,-,SE,7.24E-12,0.051,609480,609777,NW_019862759.1_609480_609777
LOC112054727,NW_019863402.1,-,SE,0.026652038,0.116,71190,71471,NW_019863402.1_71190_71471
LOC112046777,NW_019862870.1,-,SE,5.98E-08,-0.151,654867,655160,NW_019862870.1_654867_655160
LOC112051327,NW_019863075.1,+,SE,0,-0.1,316110,316331,NW_019863075.1_316110_316331
LOC112048087,NW_019862916.1,-,SE,0.004883008,-0.244,148557,148839,NW_019862916.1_148557_148839
LOC112048087,NW_019862916.1,-,SE,0.000276256,-0.204,150201,150454,NW_019862916.1_150201_150454
LOC112058001,NW_019862770.1,-,SE,0.028687918,0.098,1515276,1515678,NW_019862770.1_1515276_1515678
