GeneID,chr,strand,SplicingType,FDR,delta_PSI,start,end,SID
LOC112053365,NW_019862759.1,+,SE,0.031825523,-0.058,1365488,1365867,NW_019862759.1_1365488_1365867
LOC112045305,NW_019862828.1,+,SE,0,0.053,795846,796079,NW_019862828.1_795846_796079
LOC112045305,NW_019862828.1,+,SE,0.003937813,0.282,795846,796079,NW_019862828.1_795846_796079
LOC112045305,NW_019862828.1,+,SE,0,-0.077,808765,809102,NW_019862828.1_808765_809102
LOC112045305,NW_019862828.1,+,SE,0,0.055,809483,809895,NW_019862828.1_809483_809895
LOC112045305,NW_019862828.1,+,SE,0,0.271,811571,811840,NW_019862828.1_811571_811840
LOC112045305,NW_019862828.1,+,SE,0,0.58,811571,811840,NW_019862828.1_811571_811840
LOC112045305,NW_019862828.1,+,SE,0,-0.143,813181,813465,NW_019862828.1_813181_813465
LOC112045819,NW_019862841.1,-,SE,2.03E-09,0.217,291017,291650,NW_019862841.1_291017_291650
LOC112043184,NW_019862787.1,+,SE,0.009982541,-0.092,250820,251059,NW_019862787.1_250820_251059
LOC112057974,NW_019862770.1,+,SE,0,0.041,618132,618527,NW_019862770.1_618132_618527
LOC112050343,NW_019863018.1,+,SE,0.001948172,-0.176,275888,276148,NW_019863018.1_275888_276148
LOC112050343,NW_019863018.1,+,SE,0.000190177,-0.127,290108,290473,NW_019863018.1_290108_290473
LOC112055813,NW_019862762.1,+,SE,0.000252679,0.101,2059977,2060315,NW_019862762.1_2059977_2060315
LOC112055740,NW_019862762.1,-,SE,0,0.362,1937200,1937427,NW_019862762.1_1937200_1937427
LOC112048640,NW_019862938.1,-,SE,0.005238441,-0.086,94029,94325,NW_019862938.1_94029_94325
LOC112047743,NW_019862903.1,-,SE,2.08E-07,-0.151,404255,404506,NW_019862903.1_404255_404506
LOC112047743,NW_019862903.1,-,SE,1.24E-14,-0.06,404255,404506,NW_019862903.1_404255_404506
LOC112045364,NW_019862829.1,-,SE,1.29E-06,0.248,595098,596483,NW_019862829.1_595098_596483
LOC112046912,NW_019862874.1,-,SE,0.001146923,-0.122,379425,379689,NW_019862874.1_379425_379689
LOC112051619,NW_019862758.1,+,SE,0,0.278,728749,729012,NW_019862758.1_728749_729012
LOC112051559,NW_019862758.1,-,SE,0.046863814,-0.026,558276,558542,NW_019862758.1_558276_558542
LOC112046488,NW_019862859.1,+,SE,0,-0.378,410309,411311,NW_019862859.1_410309_411311
LOC112055865,NW_019863641.1,-,SE,0.032898918,0.048,65146,65505,NW_019863641.1_65146_65505
LOC112050417,NW_019862756.1,+,SE,0,0.144,1857553,1857816,NW_019862756.1_1857553_1857816
LOC112050417,NW_019862756.1,+,SE,3.33E-10,0.061,1857553,1857816,NW_019862756.1_1857553_1857816
LOC112054363,NW_019863351.1,-,SE,0.000336536,-0.115,116411,116713,NW_019863351.1_116411_116713
LOC112049138,NW_019862960.1,+,SE,0.020297181,0.184,222861,223442,NW_019862960.1_222861_223442
LOC112044894,NW_019862751.1,-,SE,5.79E-10,0.314,1710750,1711175,NW_019862751.1_1710750_1711175
LOC112044894,NW_019862751.1,-,SE,1.40E-13,0.261,1710750,1711181,NW_019862751.1_1710750_1711181
LOC112044894,NW_019862751.1,-,SE,0.000598248,0.154,1713508,1713919,NW_019862751.1_1713508_1713919
LOC112044703,NW_019862751.1,+,SE,7.44E-06,-0.015,1009823,1010265,NW_019862751.1_1009823_1010265
LOC112051577,NW_019863090.1,-,SE,0.044092064,-0.019,42941,43238,NW_019863090.1_42941_43238
LOC112043328,NW_019862788.1,-,SE,0.04961918,0.237,1178409,1178775,NW_019862788.1_1178409_1178775
LOC112053443,NW_019862760.1,+,SE,0.025774164,0.028,55165,55691,NW_019862760.1_55165_55691
LOC112053443,NW_019862760.1,+,SE,0.026691972,0.03,55360,55691,NW_019862760.1_55360_55691
LOC112053443,NW_019862760.1,+,SE,0.044092064,0.026,55370,55691,NW_019862760.1_55370_55691
LOC112045354,NW_019862829.1,+,SE,0.009575429,-0.057,207884,208178,NW_019862829.1_207884_208178
LOC112045296,NW_019862828.1,-,SE,0.00394702,0.517,503952,504254,NW_019862828.1_503952_504254
LOC112050692,NW_019863038.1,+,SE,8.46E-05,-0.042,198205,198525,NW_019863038.1_198205_198525
LOC112050692,NW_019863038.1,+,SE,0.000122273,0.032,198205,198525,NW_019863038.1_198205_198525
LOC112044497,NW_019862810.1,+,SE,3.16E-05,0.082,1067831,1068121,NW_019862810.1_1067831_1068121
LOC112043861,NW_019862799.1,+,SE,0.022536044,0.011,1083277,1083682,NW_019862799.1_1083277_1083682
LOC112043861,NW_019862799.1,+,SE,0.030616296,0.229,1083277,1083682,NW_019862799.1_1083277_1083682
LOC112043861,NW_019862799.1,+,SE,0,0.136,1084515,1085708,NW_019862799.1_1084515_1085708
LOC112056801,NW_019863989.1,-,SE,0.034654864,-0.184,20356,20629,NW_019863989.1_20356_20629
LOC112054077,NW_019863315.1,+,SE,0.007528988,0.19,97608,97880,NW_019863315.1_97608_97880
LOC112054077,NW_019863315.1,+,SE,7.79E-09,0.216,109047,109325,NW_019863315.1_109047_109325
LOC112048826,NW_019862946.1,+,SE,3.10E-10,0.335,522375,522641,NW_019862946.1_522375_522641
LOC112048826,NW_019862946.1,+,SE,9.69E-13,0.363,522375,522641,NW_019862946.1_522375_522641
LOC112048826,NW_019862946.1,+,SE,0.000105204,0.401,522375,522641,NW_019862946.1_522375_522641
LOC112056560,NW_019863879.1,-,SE,0.000187243,0.236,6569,6888,NW_019863879.1_6569_6888
LOC112056668,NW_019863935.1,+,SE,0.00029505,0.18,28737,29066,NW_019863935.1_28737_29066
LOC112043284,NW_019862788.1,-,SE,0,-0.354,154587,154919,NW_019862788.1_154587_154919
LOC112053999,NW_019862760.1,+,SE,0.017686448,-0.271,2285619,2286193,NW_019862760.1_2285619_2286193
LOC112049870,NW_019862756.1,-,SE,0.001048954,0.111,646951,647275,NW_019862756.1_646951_647275
LOC112051313,NW_019863074.1,+,SE,0.017673979,-0.026,92628,92975,NW_019863074.1_92628_92975
LOC112043019,NW_019862784.1,-,SE,0.003285447,-0.031,1111303,1111737,NW_019862784.1_1111303_1111737
LOC112043019,NW_019862784.1,-,SE,0.041863117,-0.11,1111507,1111737,NW_019862784.1_1111507_1111737
LOC112046887,NW_019862874.1,-,SE,0.00261184,0.206,21101,21419,NW_019862874.1_21101_21419
LOC112047214,NW_019862884.1,-,SE,0.000280246,0.061,365303,365629,NW_019862884.1_365303_365629
LOC112046543,NW_019862861.1,+,SE,1.82E-07,0.676,833032,833322,NW_019862861.1_833032_833322
LOC112052988,NW_019862759.1,-,SE,0.032610926,0.044,1290091,1290323,NW_019862759.1_1290091_1290323
LOC112057705,NW_019862765.1,+,SE,9.95E-07,0.183,1472696,1472923,NW_019862765.1_1472696_1472923
LOC112053743,NW_019863277.1,-,SE,0.00086098,0.454,31035,31349,NW_019863277.1_31035_31349
LOC112053743,NW_019863277.1,-,SE,3.07E-05,0.33,31369,31734,NW_019863277.1_31369_31734
LOC112052839,NW_019862748.1,-,SE,0.016992741,0.051,4100308,4100634,NW_019862748.1_4100308_4100634
LOC112052839,NW_019862748.1,-,SE,5.13E-08,0.148,4108433,4108771,NW_019862748.1_4108433_4108771
LOC112052839,NW_019862748.1,-,SE,2.21E-06,0.089,4108433,4108771,NW_019862748.1_4108433_4108771
LOC112044076,NW_019862803.1,-,SE,0.02138496,0.031,44191,45062,NW_019862803.1_44191_45062
LOC112048433,NW_019862930.1,+,SE,3.21E-10,0.11,417761,417970,NW_019862930.1_417761_417970
LOC112052559,NW_019863157.1,+,SE,0.001588133,-0.036,107626,107867,NW_019863157.1_107626_107867
LOC112043538,NW_019862792.1,-,SE,0.018203836,-0.265,113557,113940,NW_019862792.1_113557_113940
LOC112058009,NW_019862770.1,-,SE,8.76E-10,0.265,1698713,1699031,NW_019862770.1_1698713_1699031
LOC112042788,NW_019862748.1,+,SE,0.002370678,0.07,4258,4611,NW_019862748.1_4258_4611
LOC112051245,NW_019863070.1,-,SE,0.01189252,0.095,10394,10741,NW_019863070.1_10394_10741
LOC112051245,NW_019863070.1,-,SE,0.000344321,0.1,11179,12438,NW_019863070.1_11179_12438
LOC112058550,NW_019862778.1,-,SE,2.85E-12,-0.123,1102868,1103181,NW_019862778.1_1102868_1103181
LOC112058550,NW_019862778.1,-,SE,5.29E-05,0.012,1103134,1103465,NW_019862778.1_1103134_1103465
LOC112058550,NW_019862778.1,-,SE,1.43E-09,0.102,1103134,1103465,NW_019862778.1_1103134_1103465
LOC112052001,NW_019863118.1,-,SE,6.74E-06,-0.041,150890,151116,NW_019863118.1_150890_151116
LOC112052001,NW_019863118.1,-,SE,1.99E-12,0.107,161542,162366,NW_019863118.1_161542_162366
LOC112052867,NW_019863182.1,-,SE,0,0.278,230886,231252,NW_019863182.1_230886_231252
LOC112052867,NW_019863182.1,-,SE,0,-0.414,232671,233037,NW_019863182.1_232671_233037
LOC112051523,NW_019863087.1,+,SE,0.016780457,-0.014,159548,159951,NW_019863087.1_159548_159951
LOC112051523,NW_019863087.1,+,SE,0,0.316,179021,179357,NW_019863087.1_179021_179357
LOC112051523,NW_019863087.1,+,SE,0,-0.301,179358,179694,NW_019863087.1_179358_179694
LOC112044491,NW_019862810.1,+,SE,0.000175549,-0.07,734430,734744,NW_019862810.1_734430_734744
LOC112047846,NW_019862906.1,-,SE,7.86E-05,0.048,84259,84473,NW_019862906.1_84259_84473
LOC112047558,NW_019862896.1,+,SE,0.001624884,0.092,455181,455514,NW_019862896.1_455181_455514
LOC112054155,NW_019863325.1,-,SE,0.010613034,0.147,61025,61270,NW_019863325.1_61025_61270
LOC112048857,NW_019862948.1,+,SE,0.001710137,-0.08,353828,354157,NW_019862948.1_353828_354157
LOC112049905,NW_019862997.1,+,SE,0.009667888,-0.394,408860,409098,NW_019862997.1_408860_409098
LOC112049109,NW_019862959.1,-,SE,0,0.199,283617,283985,NW_019862959.1_283617_283985
LOC112053596,NW_019863259.1,+,SE,1.78E-09,-0.11,312989,313225,NW_019863259.1_312989_313225
LOC112048517,NW_019862933.1,-,SE,0.022545194,0.041,589989,590216,NW_019862933.1_589989_590216
LOC112044077,NW_019862803.1,+,SE,3.21E-12,-0.315,141389,141723,NW_019862803.1_141389_141723
LOC112049487,NW_019862976.1,-,SE,0.000551443,-0.249,249996,250268,NW_019862976.1_249996_250268
LOC112044494,NW_019862810.1,+,SE,0.015345019,0.022,739293,739733,NW_019862810.1_739293_739733
LOC112047434,NW_019862893.1,-,SE,4.23E-09,-0.024,382005,382675,NW_019862893.1_382005_382675
LOC112048039,NW_019862913.1,+,SE,0.014738813,-0.299,460944,461211,NW_019862913.1_460944_461211
LOC112045475,NW_019862752.1,-,SE,4.28E-11,-0.408,528686,528924,NW_019862752.1_528686_528924
LOC112045475,NW_019862752.1,-,SE,5.31E-07,-0.266,528686,528924,NW_019862752.1_528686_528924
LOC112045475,NW_019862752.1,-,SE,1.29E-13,0.224,530791,531097,NW_019862752.1_530791_531097
LOC112045475,NW_019862752.1,-,SE,0,0.361,530791,531097,NW_019862752.1_530791_531097
LOC112044733,NW_019862816.1,-,SE,2.98E-12,-0.368,285796,286017,NW_019862816.1_285796_286017
LOC112046894,NW_019862874.1,+,SE,0,0.336,317653,317918,NW_019862874.1_317653_317918
LOC112056361,NW_019863789.1,-,SE,0.03621557,0.436,33561,33900,NW_019863789.1_33561_33900
LOC112054600,NW_019863381.1,-,SE,3.21E-06,0.046,53907,54176,NW_019863381.1_53907_54176
LOC112052550,NW_019863157.1,+,SE,1.83E-05,0.027,196386,196733,NW_019863157.1_196386_196733
LOC112050847,NW_019863046.1,-,SE,0,-0.068,229291,229569,NW_019863046.1_229291_229569
LOC112049557,NW_019862978.1,+,SE,5.06E-10,-0.149,95692,96024,NW_019862978.1_95692_96024
LOC112049557,NW_019862978.1,+,SE,4.35E-09,0.297,97692,98024,NW_019862978.1_97692_98024
LOC112043926,NW_019862750.1,-,SE,0.00086098,0.105,1898959,1899302,NW_019862750.1_1898959_1899302
LOC112058326,NW_019862774.1,-,SE,0.000272261,0.14,1343102,1343456,NW_019862774.1_1343102_1343456
LOC112058326,NW_019862774.1,-,SE,0.000919408,-0.219,1343742,1344108,NW_019862774.1_1343742_1344108
LOC112057834,NW_019862767.1,+,SE,1.07E-05,-0.171,873560,873775,NW_019862767.1_873560_873775
LOC112054766,NW_019863407.1,-,SE,0.000215781,0.081,69524,69953,NW_019863407.1_69524_69953
LOC112052141,NW_019863130.1,-,SE,3.48E-12,-0.128,77997,78307,NW_019863130.1_77997_78307
LOC112052141,NW_019863130.1,-,SE,5.53E-12,-0.096,77997,78310,NW_019863130.1_77997_78310
LOC112042895,NW_019862781.1,+,SE,9.58E-05,-0.138,1220254,1220510,NW_019862781.1_1220254_1220510
LOC112057084,NW_019864292.1,+,SE,0.004578714,-0.071,11125,11412,NW_019864292.1_11125_11412
LOC112045804,NW_019862841.1,+,SE,1.41E-07,0.368,587811,588233,NW_019862841.1_587811_588233
LOC112045804,NW_019862841.1,+,SE,1.49E-06,0.162,591113,591538,NW_019862841.1_591113_591538
LOC112043199,NW_019862787.1,-,SE,0,0.077,27259,27738,NW_019862787.1_27259_27738
LOC112049503,NW_019862976.1,-,SE,0,-0.684,436098,436361,NW_019862976.1_436098_436361
LOC112049503,NW_019862976.1,-,SE,0,0.029,436973,437236,NW_019862976.1_436973_437236
LOC112049503,NW_019862976.1,-,SE,0,0.606,436973,437236,NW_019862976.1_436973_437236
LOC112049503,NW_019862976.1,-,SE,0,0.385,440126,440397,NW_019862976.1_440126_440397
LOC112049503,NW_019862976.1,-,SE,0,-0.163,441669,441940,NW_019862976.1_441669_441940
LOC112049503,NW_019862976.1,-,SE,0,-0.235,441669,441940,NW_019862976.1_441669_441940
LOC112054209,NW_019863329.1,-,SE,2.71E-07,0.251,148217,148527,NW_019863329.1_148217_148527
LOC112045960,NW_019862844.1,+,SE,6.58E-08,-0.456,108266,108514,NW_019862844.1_108266_108514
LOC112055491,NW_019862748.1,+,SE,0,0.06,467944,468294,NW_019862748.1_467944_468294
LOC112055566,NW_019863550.1,-,SE,0,0.457,102514,102754,NW_019863550.1_102514_102754
LOC112055566,NW_019863550.1,-,SE,0.044709078,0.033,103016,103385,NW_019863550.1_103016_103385
LOC112048503,NW_019862933.1,+,SE,1.53E-07,0.224,113926,114322,NW_019862933.1_113926_114322
LOC112055327,NW_019863501.1,+,SE,0,-0.255,66059,67207,NW_019863501.1_66059_67207
LOC112054606,NW_019863381.1,-,SE,1.51E-10,-0.472,116719,117053,NW_019863381.1_116719_117053
LOC112054606,NW_019863381.1,-,SE,2.59E-09,0.625,121851,122221,NW_019863381.1_121851_122221
LOC112054606,NW_019863381.1,-,SE,0,0.264,121851,122221,NW_019863381.1_121851_122221
LOC112054606,NW_019863381.1,-,SE,0,0.262,121871,122221,NW_019863381.1_121871_122221
LOC112042935,NW_019862782.1,-,SE,0,-0.642,1150792,1151036,NW_019862782.1_1150792_1151036
LOC112042935,NW_019862782.1,-,SE,6.25E-08,-0.096,1150792,1151036,NW_019862782.1_1150792_1151036
LOC112042935,NW_019862782.1,-,SE,0,0.536,1151710,1152090,NW_019862782.1_1151710_1152090
LOC112042935,NW_019862782.1,-,SE,0,0.201,1151710,1152090,NW_019862782.1_1151710_1152090
LOC112042935,NW_019862782.1,-,SE,0,0.398,1151710,1152090,NW_019862782.1_1151710_1152090
LOC112042935,NW_019862782.1,-,SE,3.61E-14,0.811,1151710,1152090,NW_019862782.1_1151710_1152090
LOC112042935,NW_019862782.1,-,SE,3.61E-14,0.101,1153148,1153444,NW_019862782.1_1153148_1153444
LOC112042935,NW_019862782.1,-,SE,0,-0.25,1155888,1157414,NW_019862782.1_1155888_1157414
LOC112042935,NW_019862782.1,-,SE,0,-0.34,1157028,1157414,NW_019862782.1_1157028_1157414
LOC112042935,NW_019862782.1,-,SE,1.80E-05,-0.079,1173249,1173698,NW_019862782.1_1173249_1173698
LOC112042935,NW_019862782.1,-,SE,0.003017144,-0.035,1175793,1176092,NW_019862782.1_1175793_1176092
LOC112042935,NW_019862782.1,-,SE,0,0.044,1207755,1208111,NW_019862782.1_1207755_1208111
LOC112049762,NW_019862988.1,+,SE,3.45E-11,-0.047,183799,184071,NW_019862988.1_183799_184071
LOC112054124,NW_019863321.1,-,SE,0.00108531,0.199,97669,97959,NW_019863321.1_97669_97959
LOC112058321,NW_019862774.1,+,SE,0.003824839,0.251,1113763,1114327,NW_019862774.1_1113763_1114327
LOC112044142,NW_019862748.1,-,SE,1.61E-06,0.136,1108668,1108973,NW_019862748.1_1108668_1108973
LOC112054302,NW_019863340.1,-,SE,0.029992188,-0.265,25174,25401,NW_019863340.1_25174_25401
LOC112048050,NW_019862754.1,-,SE,0.001436368,0.136,1606504,1606805,NW_019862754.1_1606504_1606805
LOC112048050,NW_019862754.1,-,SE,6.50E-08,-0.029,1610691,1610992,NW_019862754.1_1610691_1610992
LOC112048050,NW_019862754.1,-,SE,1.09E-05,-0.04,1610691,1610992,NW_019862754.1_1610691_1610992
LOC112052039,NW_019863120.1,+,SE,0.015705403,-0.322,134741,135031,NW_019863120.1_134741_135031
LOC112044410,NW_019862808.1,-,SE,0.019807991,-0.284,1052027,1052271,NW_019862808.1_1052027_1052271
LOC112057145,NW_019864371.1,-,SE,0.001600268,0.212,10266,10534,NW_019864371.1_10266_10534
LOC112056541,NW_019863874.1,+,SE,0.024226374,0.046,47560,47858,NW_019863874.1_47560_47858
LOC112054591,NW_019862761.1,+,SE,0.000996695,-0.106,1569953,1570280,NW_019862761.1_1569953_1570280
LOC112048772,NW_019862755.1,-,SE,0.000103017,0.055,1113824,1114054,NW_019862755.1_1113824_1114054
LOC112048897,NW_019862950.1,-,SE,0.010593545,-0.027,417414,417702,NW_019862950.1_417414_417702
LOC112046859,NW_019862748.1,-,SE,7.16E-05,-0.138,1930884,1931240,NW_019862748.1_1930884_1931240
LOC112046859,NW_019862748.1,-,SE,0,-0.949,1930884,1931240,NW_019862748.1_1930884_1931240
LOC112046859,NW_019862748.1,-,SE,0,-0.194,1931296,1931652,NW_019862748.1_1931296_1931652
LOC112046190,NW_019862850.1,-,SE,1.31E-05,0.047,415372,415665,NW_019862850.1_415372_415665
LOC112054615,NW_019863384.1,-,SE,0.003285447,0.03,94661,94994,NW_019863384.1_94661_94994
LOC112051837,NW_019863107.1,+,SE,0.019528112,-0.093,485331,485644,NW_019863107.1_485331_485644
LOC112046693,NW_019862867.1,+,SE,0,0.837,672456,672719,NW_019862867.1_672456_672719
LOC112046693,NW_019862867.1,+,SE,0,0.237,672456,672719,NW_019862867.1_672456_672719
LOC112046693,NW_019862867.1,+,SE,0,0.6,672456,672719,NW_019862867.1_672456_672719
LOC112046693,NW_019862867.1,+,SE,0,-0.65,673743,674132,NW_019862867.1_673743_674132
LOC112046693,NW_019862867.1,+,SE,0,-0.467,673743,674132,NW_019862867.1_673743_674132
LOC112046693,NW_019862867.1,+,SE,0,-0.777,673743,674132,NW_019862867.1_673743_674132
LOC112046693,NW_019862867.1,+,SE,0,0.14,675284,675631,NW_019862867.1_675284_675631
LOC112046693,NW_019862867.1,+,SE,0,0.135,675287,675631,NW_019862867.1_675287_675631
LOC112053273,NW_019863223.1,-,SE,0.034111206,0.083,83333,83572,NW_019863223.1_83333_83572
LOC112057673,NW_019862765.1,-,SE,0.008646916,0.04,900027,900401,NW_019862765.1_900027_900401
LOC112057673,NW_019862765.1,-,SE,0.000835044,0.051,900997,901445,NW_019862765.1_900997_901445
LOC112048334,NW_019862754.1,+,SE,1.85E-13,-0.143,2459763,2460146,NW_019862754.1_2459763_2460146
LOC112048035,NW_019862913.1,-,SE,0.038334409,-0.047,291440,291882,NW_019862913.1_291440_291882
LOC112048035,NW_019862913.1,-,SE,0,-0.355,312890,313514,NW_019862913.1_312890_313514
LOC112049328,NW_019862968.1,+,SE,6.57E-05,-0.024,159819,160097,NW_019862968.1_159819_160097
LOC112049613,NW_019862981.1,+,SE,3.73E-05,-0.152,229513,229788,NW_019862981.1_229513_229788
LOC112051419,NW_019863082.1,+,SE,0.011182429,0.053,272268,272495,NW_019863082.1_272268_272495
LOC112051419,NW_019863082.1,+,SE,1.37E-07,0.163,272268,272495,NW_019863082.1_272268_272495
LOC112052763,NW_019863173.1,+,SE,0.000472177,0.049,78792,79122,NW_019863173.1_78792_79122
LOC112043279,NW_019862788.1,-,SE,3.26E-07,-0.234,35191,35487,NW_019862788.1_35191_35487
LOC112048215,NW_019862921.1,-,SE,0.001455905,0.048,490452,490725,NW_019862921.1_490452_490725
LOC112043756,NW_019862796.1,-,SE,0,0.136,1274215,1274535,NW_019862796.1_1274215_1274535
LOC112054514,NW_019863368.1,+,SE,0.007400976,-0.076,219810,220145,NW_019863368.1_219810_220145
LOC112048202,NW_019862921.1,-,SE,2.45E-14,0.322,323380,323669,NW_019862921.1_323380_323669
LOC112047770,NW_019862904.1,+,SE,0.011158408,0.46,1008392,1008697,NW_019862904.1_1008392_1008697
LOC112046305,NW_019862854.1,+,SE,3.78E-05,-0.051,527102,527363,NW_019862854.1_527102_527363
LOC112050661,NW_019863036.1,+,SE,2.71E-05,0.104,58996,59301,NW_019863036.1_58996_59301
LOC112049969,NW_019862756.1,+,SE,0.012028164,-0.167,1176069,1176491,NW_019862756.1_1176069_1176491
LOC112049969,NW_019862756.1,+,SE,0.003961314,-0.33,1176096,1176491,NW_019862756.1_1176096_1176491
LOC112053953,NW_019862748.1,+,SE,1.04E-05,0.427,4541145,4541519,NW_019862748.1_4541145_4541519
LOC112055132,NW_019863465.1,+,SE,0.005269227,-0.148,126905,127280,NW_019863465.1_126905_127280
LOC112053291,NW_019863225.1,-,SE,0,-0.231,122273,122601,NW_019863225.1_122273_122601
LOC112053291,NW_019863225.1,-,SE,0,0.159,122636,122964,NW_019863225.1_122636_122964
LOC112045926,NW_019862843.1,+,SE,9.71E-06,-0.086,847157,847402,NW_019862843.1_847157_847402
LOC112046296,NW_019862853.1,-,SE,0.002154497,-0.055,322911,323279,NW_019862853.1_322911_323279
LOC112046296,NW_019862853.1,-,SE,0.00302361,-0.043,322911,323279,NW_019862853.1_322911_323279
LOC112057756,NW_019862766.1,-,SE,3.58E-06,0.014,160507,161032,NW_019862766.1_160507_161032
LOC112054303,NW_019863340.1,-,SE,5.33E-11,-0.512,100489,100831,NW_019863340.1_100489_100831
LOC112054303,NW_019863340.1,-,SE,0.003600791,0.16,167429,167743,NW_019863340.1_167429_167743
LOC112055996,NW_019863677.1,+,SE,0.013036823,-0.235,67143,67415,NW_019863677.1_67143_67415
LOC112051191,NW_019863068.1,+,SE,0.000755144,0.097,143774,144178,NW_019863068.1_143774_144178
LOC112051191,NW_019863068.1,+,SE,4.93E-06,0.099,148133,148409,NW_019863068.1_148133_148409
LOC112054727,NW_019863402.1,-,SE,0,-0.409,71190,71471,NW_019863402.1_71190_71471
