Chr	start	end	width	meanMeth1	meanMeth2	diffMeth	areaStat	annotation	geneId	transcriptId	distanceToTSS	Sample
NW_019862822.1	1046852	1047007	156	0.568364014	0.768133679	-0.199769664	-17.46868681	5'UTR	LOC112045025	XM_024081062.1	1236	W60_vs_WP_5mC_DMR
NW_019862907.1	484178	484203	26	0.630068195	0.823529167	-0.193460972	-10.45066799	5'UTR	LOC112047892	XM_024085184.1	1940	W60_vs_WP_5mC_DMR
NW_019862904.1	896308	896444	137	0.5580729	0.740861647	-0.182788747	-28.62926817	5'UTR	LOC112047813	XM_024085071.1	991	W60_vs_WP_5mC_DMR
NW_019862748.1	1530659	1530842	184	0.710340712	0.888102356	-0.177761643	-16.45071413	5'UTR	LOC112044943	XM_024081283.1	1037	W60_vs_WP_5mC_DMR
NW_019862749.1	2853265	2853504	240	0.600483524	0.776696327	-0.176212804	-13.9063429	5'UTR	LOC112043143	XM_024078442.1	1139	W60_vs_WP_5mC_DMR
NW_019862910.1	522067	522661	595	0.087452678	0.251432457	-0.163979779	-86.46852631	5'UTR	LOC112047981	XM_024085308.1	4146	W60_vs_WP_5mC_DMR
NW_019862786.1	1452732	1452971	240	0.57047385	0.724616912	-0.154143061	-82.88643248	5'UTR	LOC112043179	XM_024078483.1	774	W60_vs_WP_5mC_DMR
NW_019862924.1	372198	372301	104	0.641158027	0.78785282	-0.146694793	-23.25957131	5'UTR	LOC112048290	XM_024085773.1	931	W60_vs_WP_5mC_DMR
NW_019863272.1	8610	8739	130	0.482619609	0.627856284	-0.145236675	-34.21367819	5'UTR	LOC112053692	XM_024093178.1	696	W60_vs_WP_5mC_DMR
NW_019863068.1	240081	240258	178	0.657359164	0.800355358	-0.142996193	-9.44904506	5'UTR	LOC112051195	XM_024089730.1	1085	W60_vs_WP_5mC_DMR
NW_019862753.1	2175146	2175551	406	0.392441508	0.809118687	-0.416677179	-26.92048608	Intergenic	LOC112047318	XM_024084407.1	-29166	W60_vs_WP_5mC_DMR
NW_019863714.1	20033	20098	66	0.371893509	0.750908262	-0.379014753	-6.739658176	Intergenic	LOC112056125	XM_024096477.1	17964	W60_vs_WP_5mC_DMR
NW_019862824.1	509381	509440	60	0.485749409	0.818084124	-0.332334715	-12.21064735	Intergenic	LOC112045123	XM_024081204.1	-2701	W60_vs_WP_5mC_DMR
NW_019863076.1	302525	302601	77	0.444691932	0.774930829	-0.330238897	-16.76014715	Intergenic	LOC112051337	XM_024089936.1	2425	W60_vs_WP_5mC_DMR
NW_019863259.1	276773	276831	59	0.35131435	0.680178699	-0.328864349	-21.53262853	Intergenic	LOC112053594	XM_024093056.1	-3933	W60_vs_WP_5mC_DMR
NW_019862860.1	128329	128362	34	0.434853198	0.753154336	-0.318301138	-24.86538586	Intergenic	LOC112046533	XM_024083199.1	1168	W60_vs_WP_5mC_DMR
NW_019862933.1	334048	334635	588	0.324810581	0.632540336	-0.307729755	-129.4947695	Intergenic	LOC112048500	XR_002887025.1	1995	W60_vs_WP_5mC_DMR
NW_019863674.1	895	927	33	0.273366967	0.574889889	-0.301522922	-12.87992431	Intergenic	LOC112055985	XM_024096302.1	37816	W60_vs_WP_5mC_DMR
NW_019863683.1	63415	63880	466	0.336439839	0.634843368	-0.298403529	-19.01866344	Intergenic	LOC112056014	XM_024096335.1	-2088	W60_vs_WP_5mC_DMR
NW_019863523.1	47945	48023	79	0.373860185	0.667809818	-0.293949633	-14.29758909	Intergenic	LOC112055439	XR_002887502.1	7885	W60_vs_WP_5mC_DMR
NW_019863523.1	47138	47584	447	0.529229753	0.818985887	-0.289756134	-25.50641188	Intergenic	LOC112055439	XR_002887502.1	8324	W60_vs_WP_5mC_DMR
NW_019862793.1	300384	300903	520	0.324917353	0.612648644	-0.287731291	-18.61433634	Intergenic	LOC112043617	XM_024079113.1	-4112	W60_vs_WP_5mC_DMR
NW_019862750.1	1188104	1188336	233	0.137607737	0.418087879	-0.280480142	-10.08102186	Intergenic	LOC112044242	XM_024080015.1	5630	W60_vs_WP_5mC_DMR
NW_019863028.1	352902	352999	98	0.422525293	0.698827001	-0.276301708	-17.89195355	Intergenic	LOC112050533	XM_024088820.1	3202	W60_vs_WP_5mC_DMR
NW_019863087.1	74162	74414	253	0.50812776	0.783356954	-0.275229195	-78.50541708	Intergenic	LOC112051524	XM_024090210.1	1823	W60_vs_WP_5mC_DMR
NW_019862776.1	611872	611919	48	0.506569881	0.76333848	-0.256768599	-10.54401997	Intergenic	LOC112058413	XM_024099222.1	8327	W60_vs_WP_5mC_DMR
NW_019863433.1	51922	52258	337	0.134451841	0.384650975	-0.250199134	-45.29652657	Intergenic	LOC112054923	XM_024094868.1	1380	W60_vs_WP_5mC_DMR
NW_019863079.1	16426	16923	498	0.348933976	0.598985669	-0.250051693	-41.95527453	Intergenic	LOC112051380	XR_002887234.1	-2430	W60_vs_WP_5mC_DMR
NW_019862756.1	1478981	1479257	277	0.326860038	0.576758558	-0.249898519	-25.83565824	Intergenic	LOC112050279	XM_024088526.1	21921	W60_vs_WP_5mC_DMR
NW_019863330.1	21803	21833	31	0.441404892	0.690402961	-0.248998069	-12.32962398	Intergenic	LOC112054230	XM_024093935.1	1612	W60_vs_WP_5mC_DMR
NW_019863674.1	2494	2665	172	0.274903952	0.523863233	-0.248959281	-11.34909176	Intergenic	LOC112055985	XM_024096302.1	36078	W60_vs_WP_5mC_DMR
NW_019862768.1	2005184	2005291	108	0.461080888	0.702729212	-0.241648324	-27.44933942	Intergenic	LOC112057910	XR_002887741.1	59392	W60_vs_WP_5mC_DMR
NW_019863064.1	26241	26721	481	0.535651966	0.77711793	-0.241465964	-101.3815976	Intergenic	LOC112051124	XM_024089619.1	3650	W60_vs_WP_5mC_DMR
NW_019863683.1	64036	64159	124	0.40681796	0.644608289	-0.237790329	-20.32691061	Intergenic	LOC112056014	XM_024096335.1	-2709	W60_vs_WP_5mC_DMR
NW_019862844.1	49067	49860	794	0.336500269	0.574034528	-0.237534259	-40.43142034	Intergenic	LOC112045942	XM_024082340.1	-2273	W60_vs_WP_5mC_DMR
NW_019862891.1	422064	422124	61	0.230600495	0.462319484	-0.231718989	-14.16679733	Intergenic	LOC112047395	XM_024084509.1	4180	W60_vs_WP_5mC_DMR
NW_019863155.1	135249	135544	296	0.558408271	0.786005023	-0.227596752	-67.09180615	Intergenic	LOC112052515	XM_024091628.1	-4231	W60_vs_WP_5mC_DMR
NW_019863079.1	257758	258504	747	0.225555158	0.449890087	-0.224334929	-394.4165529	Intergenic	LOC112051378	XM_024089984.1	51781	W60_vs_WP_5mC_DMR
NW_019862841.1	950392	950497	106	0.471948235	0.696234521	-0.224286286	-9.157193263	Intergenic	LOC112045820	XR_002886829.1	-10459	W60_vs_WP_5mC_DMR
NW_019862931.1	575230	575340	111	0.594334194	0.817722192	-0.223387998	-11.4202835	Intergenic	LOC112048458	XM_024085985.1	39275	W60_vs_WP_5mC_DMR
NW_019862807.1	39717	39819	103	0.228686429	0.451491419	-0.22280499	-14.2889794	Intergenic	LOC112044344	XM_024080163.1	2333	W60_vs_WP_5mC_DMR
NW_019863614.1	62028	62050	23	0.525432142	0.745365958	-0.219933816	-13.23471016	Intergenic	LOC112055786	XM_024095990.1	-4123	W60_vs_WP_5mC_DMR
NW_019862772.1	1448630	1448731	102	0.500054647	0.707105208	-0.207050561	-9.609384889	Intergenic	LOC112058160	XM_024098866.1	6155	W60_vs_WP_5mC_DMR
NW_019863101.1	298348	298427	80	0.474044467	0.679600537	-0.205556069	-16.33017314	Intergenic	Trnav-uac-10	rna-Trnav-uac-10	11804	W60_vs_WP_5mC_DMR
NW_019862928.1	509299	509362	64	0.410531205	0.615849005	-0.205317801	-9.027867115	Intergenic	LOC112048386	XM_024085900.1	-2233	W60_vs_WP_5mC_DMR
NW_019863614.1	61894	61963	70	0.547349637	0.752545622	-0.205195985	-19.93419201	Intergenic	LOC112055786	XM_024095990.1	-3989	W60_vs_WP_5mC_DMR
NW_019862802.1	28429	28632	204	0.229768921	0.432845083	-0.203076162	-28.56617479	Intergenic	LOC112044022	XM_024079739.1	2443	W60_vs_WP_5mC_DMR
NW_019862845.1	468213	468555	343	0.220293681	0.422570571	-0.202276889	-65.88300323	Intergenic	LOC112045998	XM_024082438.1	-11722	W60_vs_WP_5mC_DMR
NW_019863071.1	162222	162371	150	0.269584339	0.471184614	-0.201600275	-14.62574	Intergenic	LOC112051276	XM_024089847.1	15501	W60_vs_WP_5mC_DMR
NW_019863107.1	432419	432598	180	0.514983917	0.71626748	-0.201283563	-11.01880234	Intergenic	LOC112051853	XM_024090667.1	-2041	W60_vs_WP_5mC_DMR
NW_019863133.1	128894	128915	22	0.43423282	0.635501815	-0.201268994	-14.07013156	Intergenic	LOC112052205	XM_024091202.1	1822	W60_vs_WP_5mC_DMR
NW_019863656.1	37877	37900	24	0.273328254	0.474431621	-0.201103367	-11.55672115	Intergenic	LOC112055919	XM_024096211.1	-27252	W60_vs_WP_5mC_DMR
NW_019862849.1	336204	336306	103	0.558481351	0.757578995	-0.199097644	-18.98370711	Intergenic	LOC112046158	XM_024082678.1	888	W60_vs_WP_5mC_DMR
NW_019863071.1	161418	161621	204	0.483168941	0.681994563	-0.198825622	-35.76851952	Intergenic	LOC112051276	XM_024089847.1	14697	W60_vs_WP_5mC_DMR
NW_019862818.1	159615	159674	60	0.37438976	0.571758519	-0.197368758	-14.57984743	Intergenic	LOC112044829	XM_024080804.1	1800	W60_vs_WP_5mC_DMR
NW_019862756.1	1481167	1481713	547	0.163375948	0.358599453	-0.195223506	-50.98988433	Intergenic	LOC112050279	XM_024088526.1	19465	W60_vs_WP_5mC_DMR
