Chr	start	end	width	meanMeth1	meanMeth2	diffMeth	areaStat	annotation	geneId	transcriptId	distanceToTSS	Sample
NW_019863063.1	146771	146925	155	0.339809388	0.175417072	0.164392316	23.39219461	3'UTR	LOC112051094	XM_024089575.1	5091	D60_vs_DP_5mC_DMR
NW_019862847.1	402916	402972	57	0.679013427	0.469692352	0.209321075	33.4132569	3'UTR	LOC112046092	XM_024082587.1	2580	D60_vs_DP_5mC_DMR
NW_019863280.1	140580	140663	84	0.668332599	0.453738618	0.21459398	20.59616406	3'UTR	LOC112053768	XM_024093322.1	1219	D60_vs_DP_5mC_DMR
NW_019862857.1	114204	114390	187	0.387530692	0.158290289	0.229240403	48.18247453	3'UTR	LOC112046411	XM_024083017.1	-4224	D60_vs_DP_5mC_DMR
NW_019862866.1	304807	304884	78	0.795639235	0.565988259	0.229650976	12.62871094	3'UTR	LOC112046666	XM_024083379.1	1691	D60_vs_DP_5mC_DMR
NW_019863279.1	114583	114660	78	0.477182066	0.245489528	0.231692538	28.97803849	3'UTR	LOC112053759	XM_024093303.1	1945	D60_vs_DP_5mC_DMR
NW_019863107.1	407613	407661	49	0.709100533	0.463205864	0.245894669	15.08515995	3'UTR	LOC112051841	XM_024090654.1	13111	D60_vs_DP_5mC_DMR
NW_019862758.1	2343556	2343798	243	0.793063239	0.536351197	0.256712041	39.39934459	3'UTR	LOC112052124	XM_024091071.1	1854	D60_vs_DP_5mC_DMR
NW_019862759.1	216886	217061	176	0.726737875	0.463064063	0.263673812	35.60951941	3'UTR	LOC112052534	XM_024091658.1	2591	D60_vs_DP_5mC_DMR
NW_019863069.1	164700	165271	572	0.735350742	0.451753681	0.28359706	70.80876646	3'UTR	LOC112051222	XM_024089771.1	1018	D60_vs_DP_5mC_DMR
NW_019863373.1	172595	172989	395	0.627436212	0.335918896	0.291517315	11.29281951	3'UTR	LOC112054542	XM_024094368.1	2040	D60_vs_DP_5mC_DMR
NW_019863023.1	265883	266141	259	0.760789266	0.442448437	0.318340829	16.57805656	3'UTR	LOC112050437	XM_024088711.1	-7169	D60_vs_DP_5mC_DMR
NW_019863282.1	204299	204335	37	0.743305915	0.357938283	0.385367632	9.752208888	3'UTR	LOC112053798	XM_024093362.1	2709	D60_vs_DP_5mC_DMR
NW_019862976.1	85131	85220	90	0.212005342	0.532124562	-0.32011922	-7.536673111	5'UTR	LOC112049495	XM_024087378.1	719	D60_vs_DP_5mC_DMR
NW_019863155.1	143325	143515	191	0.131881413	0.409977962	-0.278096549	-57.45442485	5'UTR	LOC112052536	XM_024091656.1	3998	D60_vs_DP_5mC_DMR
NW_019863344.1	50769	51000	232	0.16170734	0.402832303	-0.241124963	-27.28539973	5'UTR	LOC112054327	XM_024094078.1	4611	D60_vs_DP_5mC_DMR
NW_019862933.1	701377	701574	198	0.690078411	0.514663105	0.175415306	18.8955982	5'UTR	LOC112048511	XM_024086047.1	1172	D60_vs_DP_5mC_DMR
NW_019862849.1	730331	730517	187	0.610425304	0.393343623	0.217081681	9.344720068	5'UTR	LOC112046139	XM_024082647.1	978	D60_vs_DP_5mC_DMR
NW_019862786.1	1314965	1315636	672	0.742764945	0.487686382	0.255078564	140.1693187	5'UTR	LOC112043172	XM_024078476.1	1028	D60_vs_DP_5mC_DMR
NW_019863576.1	42142	42476	335	0.152266582	0.556119849	-0.403853267	-16.55246197	Intergenic	LOC112055654	XM_024095845.1	12824	D60_vs_DP_5mC_DMR
NW_019863537.1	26428	26649	222	0.162899811	0.48391736	-0.32101755	-10.43413454	Intergenic	LOC112055502	XM_024095646.1	-5628	D60_vs_DP_5mC_DMR
NW_019862750.1	1188104	1188336	233	0.144640587	0.446055487	-0.3014149	-11.38892076	Intergenic	LOC112044242	XM_024080015.1	5630	D60_vs_DP_5mC_DMR
NW_019862835.1	22600	22682	83	0.144187211	0.439033197	-0.294845986	-13.993057	Intergenic	LOC112045583	XM_024081835.1	3831	D60_vs_DP_5mC_DMR
NW_019863277.1	29278	29351	74	0.15753902	0.448741212	-0.291202193	-25.55242582	Intergenic	LOC112053743	XM_024093279.1	2669	D60_vs_DP_5mC_DMR
NW_019863743.1	45056	45454	399	0.152392177	0.435338125	-0.282945948	-26.19542384	Intergenic	LOC112056238	XM_024096627.1	-34466	D60_vs_DP_5mC_DMR
NW_019863216.1	68403	68680	278	0.271532874	0.551778776	-0.280245902	-34.34108098	Intergenic	LOC112053204	XM_024092541.1	1330	D60_vs_DP_5mC_DMR
NW_019862748.1	2701371	2701473	103	0.063478834	0.322544583	-0.259065749	-18.70827386	Intergenic	LOC112048610	XM_024086258.1	-5383	D60_vs_DP_5mC_DMR
NW_019862778.1	1248382	1249319	938	0.134605823	0.388137115	-0.253531292	-78.21673172	Intergenic	LOC112058562	XM_024099468.1	8026	D60_vs_DP_5mC_DMR
NW_019863178.1	89481	89689	209	0.101438526	0.352726385	-0.25128786	-13.76307352	Intergenic	LOC112052815	XM_024092037.1	-3041	D60_vs_DP_5mC_DMR
NW_019863019.1	156175	156737	563	0.072917009	0.317478532	-0.244561523	-115.9727388	Intergenic	LOC112050361	XM_024088615.1	27806	D60_vs_DP_5mC_DMR
NW_019862945.1	385966	386071	106	0.459042412	0.695271849	-0.236229437	-26.58001449	Intergenic	LOC112048779	XR_002887043.1	2241	D60_vs_DP_5mC_DMR
NW_019862841.1	879697	879952	256	0.176791636	0.403506473	-0.226714838	-21.64037032	Intergenic	LOC112045808	XM_024082152.1	-4759	D60_vs_DP_5mC_DMR
NW_019862952.1	317945	318052	108	0.199875915	0.421235655	-0.22135974	-12.63338445	Intergenic	LOC112048944	XM_024086654.1	5811	D60_vs_DP_5mC_DMR
NW_019863072.1	210892	210940	49	0.295140977	0.510390129	-0.215249153	-12.74046045	Intergenic	LOC112051286	XM_024089867.1	1942	D60_vs_DP_5mC_DMR
NW_019862766.1	2114544	2114715	172	0.266012006	0.478520405	-0.212508399	-11.07816701	Intergenic	LOC112057789	XM_024098335.1	27262	D60_vs_DP_5mC_DMR
NW_019862792.1	1216735	1216861	127	0.12665914	0.336128953	-0.209469813	-14.68736781	Intergenic	LOC112043520	XM_024078984.1	2551	D60_vs_DP_5mC_DMR
NW_019862766.1	2114403	2114503	101	0.307536436	0.512796027	-0.205259591	-9.077556541	Intergenic	LOC112057789	XM_024098335.1	27121	D60_vs_DP_5mC_DMR
NW_019863239.1	9728	10771	1044	0.278919094	0.481885632	-0.202966538	-211.5521613	Intergenic	LOC112053415	XM_024092821.1	-83833	D60_vs_DP_5mC_DMR
NW_019863512.1	4294	4489	196	0.2135189	0.414853114	-0.201334214	-16.25759848	Intergenic	LOC112055386	XM_024095467.1	19276	D60_vs_DP_5mC_DMR
NW_019862994.1	268307	268358	52	0.03731828	0.238444894	-0.201126614	-10.81395726	Intergenic	LOC112049841	XM_024087880.1	-4976	D60_vs_DP_5mC_DMR
NW_019863239.1	11025	11714	690	0.32209128	0.516966164	-0.194874884	-93.41332704	Intergenic	LOC112053415	XM_024092821.1	-82890	D60_vs_DP_5mC_DMR
NW_019862850.1	547299	547375	77	0.283579825	0.475936311	-0.192356485	-38.33166923	Intergenic	LOC112046225	XM_024082797.1	2969	D60_vs_DP_5mC_DMR
NW_019863019.1	207620	207650	31	0.092863297	0.281443888	-0.188580591	-13.11857219	Intergenic	LOC112050373	XM_024088626.1	7141	D60_vs_DP_5mC_DMR
NW_019863101.1	209121	209203	83	0.262832231	0.448706334	-0.185874102	-20.84694147	Intergenic	LOC112051762	XM_024090544.1	1755	D60_vs_DP_5mC_DMR
NW_019862884.1	706324	706645	322	0.094082459	0.266249988	-0.17216753	-43.3658558	Intergenic	LOC112047197	XM_024084218.1	15096	D60_vs_DP_5mC_DMR
NW_019862818.1	366121	366242	122	0.059504023	0.226337898	-0.166833876	-26.03756252	Intergenic	LOC112044825	XM_024080801.1	9366	D60_vs_DP_5mC_DMR
NW_019862846.1	973102	973294	193	0.409709572	0.574519415	-0.164809843	-34.97958366	Intergenic	LOC112046045	XM_024082502.1	2727	D60_vs_DP_5mC_DMR
NW_019863789.1	5143	5559	417	0.241101957	0.398317354	-0.157215397	-59.78547606	Intergenic	LOC112056364	XM_024096785.1	-4811	D60_vs_DP_5mC_DMR
NW_019862769.1	3554	3952	399	0.070445346	0.22034511	-0.149899764	-38.38583605	Intergenic	LOC112057924	XM_024098535.1	3032	D60_vs_DP_5mC_DMR
NW_019862804.1	54069	54116	48	0.309206463	0.457425574	-0.148219111	-22.3974766	Intergenic	LOC112044141	XM_024079885.1	-2899	D60_vs_DP_5mC_DMR
NW_019862804.1	54139	54218	80	0.306287863	0.454420407	-0.148132543	-30.94195573	Intergenic	LOC112044141	XM_024079885.1	-2969	D60_vs_DP_5mC_DMR
NW_019863519.1	65939	66195	257	0.16408677	0.310968084	-0.146881313	-39.64754955	Intergenic	LOC112055412	XM_024095503.1	115008	D60_vs_DP_5mC_DMR
NW_019863789.1	5631	5771	141	0.224184952	0.338644095	-0.114459143	-53.99461888	Intergenic	LOC112056364	XM_024096785.1	-4599	D60_vs_DP_5mC_DMR
NW_019863634.1	27356	27376	21	0.337354441	0.451729504	-0.114375064	-19.73505668	Intergenic	LOC112055847	XM_024096118.1	-2583	D60_vs_DP_5mC_DMR
NW_019863072.1	206838	206891	54	0.346138375	0.20811814	0.138020235	17.56516278	Intergenic	LOC112051286	XM_024089867.1	5991	D60_vs_DP_5mC_DMR
NW_019862878.1	1048125	1048375	251	0.286833143	0.122558185	0.164274957	30.42381119	Intergenic	LOC112046947	XR_002886920.1	-2815	D60_vs_DP_5mC_DMR
NW_019863220.1	136865	136919	55	0.671461185	0.505886333	0.165574852	21.89659667	Intergenic	LOC112053249	XM_024092620.1	-28741	D60_vs_DP_5mC_DMR
NW_019862763.1	1647474	1647494	21	0.456752062	0.289869579	0.166882483	9.685778014	Intergenic	LOC112056429	XM_024096866.1	4092	D60_vs_DP_5mC_DMR
NW_019863695.1	86098	86128	31	0.649675913	0.480358616	0.169317297	11.40016626	Intergenic	LOC112056058	XM_024096398.1	7804	D60_vs_DP_5mC_DMR
NW_019863695.1	85927	86065	139	0.62349389	0.453410041	0.170083848	12.95087966	Intergenic	LOC112056058	XM_024096398.1	7633	D60_vs_DP_5mC_DMR
NW_019862799.1	686640	686870	231	0.482933076	0.306611781	0.176321295	26.92839515	Intergenic	LOC112043846	XM_024079467.1	3023	D60_vs_DP_5mC_DMR
NW_019863198.1	253208	253638	431	0.791934288	0.605181623	0.186752665	98.49694833	Intergenic	LOC112053038	XM_024092306.1	1263	D60_vs_DP_5mC_DMR
NW_019862817.1	122067	122185	119	0.496569928	0.307193192	0.189376737	9.319186576	Intergenic	LOC112044786	XM_024080745.1	2613	D60_vs_DP_5mC_DMR
NW_019863220.1	136795	136838	44	0.673487332	0.466615803	0.206871529	11.30233316	Intergenic	LOC112053249	XM_024092620.1	-28671	D60_vs_DP_5mC_DMR
NW_019863057.1	301044	301119	76	0.639796382	0.426784131	0.213012251	24.89073006	Intergenic	LOC112051022	XM_024089482.1	1926	D60_vs_DP_5mC_DMR
NW_019863065.1	203585	203898	314	0.453864684	0.238526629	0.215338055	34.16221857	Intergenic	LOC112051141	XM_024089643.1	9938	D60_vs_DP_5mC_DMR
NW_019862933.1	334302	334337	36	0.64523893	0.420114579	0.225124351	38.07670261	Intergenic	LOC112048500	XR_002887025.1	2293	D60_vs_DP_5mC_DMR
NW_019863136.1	219551	219581	31	0.636631129	0.396721371	0.239909758	13.72377033	Intergenic	LOC112052250	XR_002887294.1	9461	D60_vs_DP_5mC_DMR
NW_019862772.1	209556	209778	223	0.470583889	0.226257583	0.244326306	14.58763127	Intergenic	LOC112058140	XM_024098824.1	-10692	D60_vs_DP_5mC_DMR
NW_019862760.1	767340	767416	77	0.689597553	0.438978431	0.250619122	9.423846403	Intergenic	LOC112053781	XM_024093345.1	-3546	D60_vs_DP_5mC_DMR
NW_019862778.1	709383	709410	28	0.408754533	0.154653022	0.25410151	9.951860392	Intergenic	LOC112058587	XR_002887777.1	5421	D60_vs_DP_5mC_DMR
NW_019862778.1	56094	56380	287	0.614446304	0.32235885	0.292087454	31.28383382	Intergenic	LOC112058586	XM_024099493.1	3269	D60_vs_DP_5mC_DMR
NW_019863039.1	138833	138907	75	0.896680064	0.597792298	0.298887766	12.39363558	Intergenic	LOC112050719	XM_024089055.1	1324	D60_vs_DP_5mC_DMR
NW_019862853.1	761804	761985	182	0.765432355	0.444017894	0.321414461	24.54432964	Intergenic	LOC112046278	XR_002886855.1	-6046	D60_vs_DP_5mC_DMR
NW_019863136.1	219663	219731	69	0.78047361	0.457058484	0.323415126	50.17356567	Intergenic	LOC112052250	XR_002887294.1	9573	D60_vs_DP_5mC_DMR
NW_019862801.1	724103	724273	171	0.690161301	0.353961684	0.336199616	20.62783938	Intergenic	LOC112044009	XM_024079724.1	21235	D60_vs_DP_5mC_DMR
NW_019863087.1	74162	74393	232	0.799351577	0.42355587	0.375795707	72.14085195	Intergenic	LOC112051524	XM_024090210.1	1844	D60_vs_DP_5mC_DMR
NW_019863271.1	162409	162632	224	0.310626606	0.571631699	-0.261005092	-16.25955183	Promoter	LOC112053677	XM_024093163.1	2569	D60_vs_DP_5mC_DMR
NW_019862752.1	524645	524819	175	0.261763847	0.505286891	-0.243523045	-23.12882822	Promoter	LOC112045464	XM_024081646.1	2360	D60_vs_DP_5mC_DMR
NW_019862976.1	190104	190195	92	0.101392641	0.232775538	-0.131382896	-23.03226387	Promoter	LOC112049479	XM_024087356.1	2566	D60_vs_DP_5mC_DMR
NW_019862873.1	168636	168845	210	0.442743334	0.187835473	0.254907861	10.34961755	Promoter	LOC112046852	XM_024083673.1	1080	D60_vs_DP_5mC_DMR
NW_019862848.1	328499	328557	59	0.698567918	0.291348644	0.407219274	16.09439375	Exon	nbis-pseudo26	gene-LOC112046105	772	D60_vs_DP_5mC_DMR
NW_019862779.1	1382114	1382173	60	0.406302115	0.231949965	0.17435215	11.04215996	Exon	LOC112042816	XR_002886634.1	2158	D60_vs_DP_5mC_DMR
NW_019862780.1	1000281	1000332	52	0.10319635	0.282173455	-0.178977105	-12.8806414	Exon	LOC112042860	XM_024078045.1	15205	D60_vs_DP_5mC_DMR
NW_019862783.1	1105345	1105371	27	0.686951726	0.47018242	0.216769306	9.633858434	Exon	LOC112042960	XM_024078187.1	3787	D60_vs_DP_5mC_DMR
NW_019862749.1	2669012	2669324	313	0.097142058	0.373451171	-0.276309113	-8.437083191	Exon	LOC112042993	XM_024078234.1	3777	D60_vs_DP_5mC_DMR
NW_019862784.1	1148670	1149270	601	0.095211919	0.338967118	-0.243755199	-116.885445	Exon	LOC112043027	XM_024078278.1	13159	D60_vs_DP_5mC_DMR
NW_019862784.1	1243163	1243483	321	0.095960224	0.363173011	-0.267212787	-47.36245619	Exon	LOC112043035	XM_024078291.1	3497	D60_vs_DP_5mC_DMR
NW_019862785.1	587577	587763	187	0.749731468	0.553584147	0.196147321	30.81901671	Exon	LOC112043084	XM_024078350.1	1353	D60_vs_DP_5mC_DMR
NW_019862786.1	897661	897926	266	0.068904018	0.268165942	-0.199261924	-12.97474253	Exon	LOC112043121	XM_024078401.1	4631	D60_vs_DP_5mC_DMR
NW_019862786.1	346256	346361	106	0.2623686	0.640755341	-0.378386742	-14.92742333	Exon	LOC112043136	XM_024078419.1	3250	D60_vs_DP_5mC_DMR
NW_019862786.1	1243941	1244004	64	0.743966884	0.520102308	0.223864576	16.75942757	Exon	LOC112043166	XM_024078463.1	2139	D60_vs_DP_5mC_DMR
NW_019862786.1	1241601	1241655	55	0.116772731	0.283510065	-0.166737334	-17.26764128	Exon	LOC112043166	XM_024078463.1	4488	D60_vs_DP_5mC_DMR
NW_019862787.1	787552	787776	225	0.663943873	0.44027377	0.223670103	23.2861363	Exon	LOC112043220	XM_024078534.1	714	D60_vs_DP_5mC_DMR
NW_019862749.1	420276	420554	279	0.331773476	0.60688155	-0.275108074	-35.33736501	Exon	LOC112043247	XM_024078572.1	595	D60_vs_DP_5mC_DMR
NW_019862787.1	1511818	1513118	1301	0.40752327	0.366527276	0.040995994	6.997904448	Exon	LOC112043257	XM_024078581.1	5752	D60_vs_DP_5mC_DMR
NW_019862787.1	1514269	1514542	274	0.205567038	0.433812365	-0.228245326	-68.74175081	Exon	LOC112043257	XM_024078581.1	8203	D60_vs_DP_5mC_DMR
NW_019862788.1	876329	876357	29	0.296577353	0.490103707	-0.193526354	-22.26614762	Exon	LOC112043316	XM_024078658.1	2254	D60_vs_DP_5mC_DMR
NW_019862788.1	1181493	1181543	51	0.274375751	0.701515858	-0.427140107	-11.15459718	Exon	LOC112043330	XM_024078681.1	1724	D60_vs_DP_5mC_DMR
NW_019862790.1	28837	28873	37	0.799617514	0.647893495	0.151724018	13.53637504	Exon	LOC112043406	XM_024078806.1	1216	D60_vs_DP_5mC_DMR
NW_019862750.1	207493	207700	208	0.288149555	0.492526238	-0.204376682	-38.2659144	Exon	LOC112043403	XM_024078823.1	8528	D60_vs_DP_5mC_DMR
NW_019862792.1	334634	334656	23	0.845291383	0.652025153	0.19326623	14.85201329	Exon	LOC112043547	XM_024079018.1	1157	D60_vs_DP_5mC_DMR
NW_019862794.1	1179286	1179351	66	0.848903605	0.594057435	0.25484617	41.36599372	Exon	LOC112043673	XM_024079187.1	1035	D60_vs_DP_5mC_DMR
NW_019862800.1	136920	137102	183	0.348440137	0.605255885	-0.256815749	-27.34367455	Exon	LOC112043890	XM_024079552.1	531	D60_vs_DP_5mC_DMR
NW_019862800.1	190617	190647	31	0.790323266	0.577980426	0.21234284	10.75917626	Exon	LOC112043892	XM_024079554.1	2249	D60_vs_DP_5mC_DMR
NW_019862800.1	660323	660345	23	0.191152332	0.532915458	-0.341763126	-11.6283277	Exon	LOC112043934	XR_002886712.1	6668	D60_vs_DP_5mC_DMR
NW_019862800.1	656887	657055	169	0.287940785	0.441137048	-0.153196263	-46.84230946	Exon	LOC112043934	XR_002886712.1	3232	D60_vs_DP_5mC_DMR
NW_019862800.1	656763	656796	34	0.286928895	0.436755162	-0.149826267	-18.82081902	Exon	LOC112043934	XR_002886712.1	3108	D60_vs_DP_5mC_DMR
NW_019862801.1	748294	748316	23	0.691258587	0.525655716	0.165602871	14.20197014	Exon	LOC112044000	XM_024079715.1	1685	D60_vs_DP_5mC_DMR
NW_019862801.1	748201	748268	68	0.695959537	0.503793048	0.19216649	35.56476482	Exon	LOC112044000	XM_024079715.1	1592	D60_vs_DP_5mC_DMR
NW_019862750.1	2126396	2126603	208	0.194536943	0.459269037	-0.264732094	-14.03483363	Exon	LOC112044023	XM_024079743.1	3808	D60_vs_DP_5mC_DMR
NW_019862802.1	43891	44253	363	0.270198974	0.53361805	-0.263419076	-25.64912373	Exon	LOC112044026	XM_024079745.1	1279	D60_vs_DP_5mC_DMR
NW_019862802.1	38437	38634	198	0.327892146	0.533802344	-0.205910199	-17.90955284	Exon	LOC112044028	XM_024079748.1	3100	D60_vs_DP_5mC_DMR
NW_019862802.1	211524	211545	22	0.763015009	0.591989761	0.171025248	15.18572611	Exon	LOC112044033	XM_024079753.1	841	D60_vs_DP_5mC_DMR
NW_019862802.1	211395	211452	58	0.76993051	0.594113854	0.175816656	17.09816179	Exon	LOC112044033	XM_024079753.1	934	D60_vs_DP_5mC_DMR
NW_019862802.1	211308	211371	64	0.776685724	0.586448103	0.190237622	15.09553064	Exon	LOC112044033	XM_024079753.1	1015	D60_vs_DP_5mC_DMR
NW_019862805.1	1103612	1103666	55	0.478894564	0.16623891	0.312655654	21.60348764	Exon	LOC112044255	XM_024080048.1	677	D60_vs_DP_5mC_DMR
NW_019862806.1	536653	536694	42	0.710285381	0.473190854	0.237094527	13.47112584	Exon	LOC112044288	XM_024080092.1	561	D60_vs_DP_5mC_DMR
NW_019862806.1	536756	536999	244	0.759102808	0.489465556	0.269637251	49.7746826	Exon	LOC112044288	XM_024080092.1	664	D60_vs_DP_5mC_DMR
NW_019862806.1	537022	537055	34	0.800076508	0.516062037	0.284014471	18.85130001	Exon	LOC112044288	XM_024080092.1	930	D60_vs_DP_5mC_DMR
NW_019862807.1	289535	289784	250	0.165558299	0.385396497	-0.219838198	-11.42285875	Exon	LOC112044339	XM_024080159.1	3044	D60_vs_DP_5mC_DMR
NW_019862807.1	444374	444878	505	0.142871099	0.332615485	-0.189744385	-48.5211969	Exon	LOC112044363	XM_024080188.1	34665	D60_vs_DP_5mC_DMR
NW_019862807.1	1098299	1098546	248	0.242746213	0.459926434	-0.217180221	-19.18697375	Exon	LOC112044372	XM_024080200.1	2719	D60_vs_DP_5mC_DMR
NW_019862807.1	1104484	1104603	120	0.222280339	0.590144184	-0.367863845	-45.29186463	Exon	LOC112044372	XM_024080200.1	8904	D60_vs_DP_5mC_DMR
NW_019862808.1	1286192	1286290	99	0.741235756	0.406162207	0.335073549	56.31198537	Exon	LOC112044401	XM_024080243.1	664	D60_vs_DP_5mC_DMR
NW_019862809.1	1036092	1036182	91	0.062987875	0.229257457	-0.166269582	-14.48359881	Exon	LOC112044455	XM_024080312.1	8223	D60_vs_DP_5mC_DMR
NW_019862810.1	138004	138431	428	0.118510822	0.43374321	-0.315232388	-41.52478874	Exon	LOC112044478	XM_024080346.1	4815	D60_vs_DP_5mC_DMR
NW_019862811.1	753066	753110	45	0.625272392	0.465948772	0.15932362	11.8865655	Exon	LOC112044534	XM_024080416.1	1473	D60_vs_DP_5mC_DMR
NW_019862811.1	751232	751523	292	0.514510737	0.31951653	0.194994207	68.54526026	Exon	LOC112044534	XM_024080416.1	3060	D60_vs_DP_5mC_DMR
NW_019862813.1	228007	228037	31	0.213298097	0.393805229	-0.180507132	-22.14303596	Exon	LOC112044596	XM_024080477.1	1444	D60_vs_DP_5mC_DMR
NW_019862813.1	44051	44133	83	0.669041442	0.472835133	0.196206309	12.36743136	Exon	LOC112044613	XM_024080498.1	1335	D60_vs_DP_5mC_DMR
NW_019862813.1	43645	43884	240	0.709222919	0.480919595	0.228303324	13.93722859	Exon	LOC112044613	XM_024080498.1	1584	D60_vs_DP_5mC_DMR
NW_019862813.1	925026	925218	193	0.68163272	0.362016123	0.319616597	14.0514265	Exon	LOC112044625	XM_024080524.1	3499	D60_vs_DP_5mC_DMR
NW_019862814.1	983728	983770	43	0.153473044	0.492239205	-0.338766161	-14.24939322	Exon	LOC112044632	XM_024080529.1	2199	D60_vs_DP_5mC_DMR
NW_019862814.1	974061	974444	384	0.204161972	0.405192172	-0.2010302	-59.39541601	Exon	LOC112044644	XM_024080545.1	4478	D60_vs_DP_5mC_DMR
NW_019862751.1	986596	986800	205	0.145480642	0.411520289	-0.266039647	-9.114981924	Exon	LOC112044664	XM_024080584.1	5097	D60_vs_DP_5mC_DMR
NW_019862816.1	394466	394516	51	0.329101627	0.49351795	-0.164416322	-41.43786258	Exon	LOC112044702	XM_024080624.1	5831	D60_vs_DP_5mC_DMR
NW_019862816.1	364069	364098	30	0.838052204	0.637907764	0.20014444	11.00066062	Exon	LOC112044706	XM_024080630.1	961	D60_vs_DP_5mC_DMR
NW_019862751.1	1426845	1427405	561	0.239489679	0.503563361	-0.264073682	-110.1622317	Exon	LOC112044754	XM_024080711.1	3058	D60_vs_DP_5mC_DMR
NW_019862817.1	996027	996192	166	0.657616332	0.431695016	0.225921316	21.84343119	Exon	LOC112044799	XM_024080763.1	1313	D60_vs_DP_5mC_DMR
NW_019862817.1	152185	152447	263	0.199205183	0.382705595	-0.183500411	-51.54731323	Exon	LOC112044807	XM_024080774.1	1683	D60_vs_DP_5mC_DMR
NW_019862818.1	380128	380379	252	0.112830223	0.268233779	-0.155403556	-53.65683137	Exon	LOC112044836	XM_024080813.1	2514	D60_vs_DP_5mC_DMR
NW_019862819.1	367412	367433	22	0.718655619	0.507135517	0.211520102	15.96656915	Exon	LOC112044869	XM_024080853.1	1874	D60_vs_DP_5mC_DMR
NW_019862751.1	1676340	1677395	1056	0.334365758	0.68531328	-0.350947522	-9.038257562	Exon	LOC112044877	XM_024080867.1	1652	D60_vs_DP_5mC_DMR
NW_019862819.1	1082285	1082778	494	0.781801377	0.554888427	0.22691295	138.0890637	Exon	LOC112044887	XM_024080881.1	1604	D60_vs_DP_5mC_DMR
NW_019862822.1	272890	273445	556	0.302965437	0.599164726	-0.29619929	-60.4348746	Exon	LOC112045035	XM_024081083.1	1237	D60_vs_DP_5mC_DMR
NW_019862822.1	316253	316292	40	0.499030146	0.640633554	-0.141603408	-15.76528312	Exon	LOC112045036	XM_024081084.1	1141	D60_vs_DP_5mC_DMR
NW_019862822.1	317542	317750	209	0.324870222	0.498310817	-0.173440594	-28.55137624	Exon	LOC112045036	XM_024081084.1	2430	D60_vs_DP_5mC_DMR
NW_019862823.1	108359	108379	21	0.458264086	0.295149415	0.163114671	15.54861673	Exon	LOC112045064	XR_002886783.1	1150	D60_vs_DP_5mC_DMR
