Chr	start	end	width	meanMeth1	meanMeth2	diffMeth	areaStat	annotation	geneId	transcriptId	distanceToTSS	Sample
NW_019863193.1	54400	55032	633	0.730037501	0.542180147	0.187857354	170.2154318	3'UTR	LOC112052984	XM_024092237.1	1278	D15_vs_D50_5mC_DMR
NW_019862999.1	100984	101070	87	0.757662451	0.569676576	0.187985875	16.5008482	3'UTR	LOC112049961	XM_024088035.1	1420	D15_vs_D50_5mC_DMR
NW_019862946.1	585454	585759	306	0.484207681	0.296076913	0.188130768	24.31752608	3'UTR	LOC112048818	XM_024086486.1	2794	D15_vs_D50_5mC_DMR
NW_019863325.1	26183	26629	447	0.692501769	0.504199907	0.188301861	163.2267439	3'UTR	LOC112054170	XM_024093854.1	-7401	D15_vs_D50_5mC_DMR
NW_019862850.1	710744	710980	237	0.649360632	0.460275071	0.189085561	76.70305576	3'UTR	LOC112046198	XM_024082750.1	4174	D15_vs_D50_5mC_DMR
NW_019862759.1	1741389	1741441	53	0.748470833	0.557644307	0.190826526	9.91567093	3'UTR	LOC112053106	XM_024092407.1	2581	D15_vs_D50_5mC_DMR
NW_019863289.1	88071	88618	548	0.593263631	0.401955601	0.191308031	118.2935231	3'UTR	LOC112053854	XM_024093440.1	8625	D15_vs_D50_5mC_DMR
NW_019862779.1	1357078	1357502	425	0.431218706	0.239215459	0.192003247	103.8342537	3'UTR	LOC112042812	XM_024077988.1	1392	D15_vs_D50_5mC_DMR
NW_019863019.1	176629	176661	33	0.515514897	0.321087444	0.194427453	8.793132397	3'UTR	LOC112050361	XM_024088615.1	7882	D15_vs_D50_5mC_DMR
NW_019862841.1	985502	986793	1292	0.568280902	0.372664274	0.195616628	30.47892287	3'UTR	LOC112045823	XM_024082173.1	2262	D15_vs_D50_5mC_DMR
NW_019863245.1	118575	118716	142	0.577792303	0.382098291	0.195694012	9.760890262	3'UTR	LOC112053494	XM_024092922.1	2184	D15_vs_D50_5mC_DMR
NW_019863485.1	30788	30867	80	0.719400838	0.523300187	0.19610065	13.08943091	3'UTR	LOC112055264	XM_024095289.1	1801	D15_vs_D50_5mC_DMR
NW_019862849.1	769596	769796	201	0.691884441	0.495752097	0.196132343	26.26885158	3'UTR	LOC112046146	XM_024082657.1	-4276	D15_vs_D50_5mC_DMR
NW_019862848.1	685133	685506	374	0.711593031	0.515355348	0.196237683	130.9069716	3'UTR	LOC112046130	XM_024082631.1	1220	D15_vs_D50_5mC_DMR
NW_019862761.1	2101714	2101742	29	0.799052518	0.599353949	0.199698569	11.86161695	3'UTR	LOC112054739	XM_024094630.1	2671	D15_vs_D50_5mC_DMR
NW_019862987.1	294151	294229	79	0.626616097	0.424845546	0.201770551	32.22974012	3'UTR	LOC112049730	XM_024087745.1	971	D15_vs_D50_5mC_DMR
NW_019863229.1	129102	129369	268	0.714256292	0.508648155	0.205608138	59.20561443	3'UTR	LOC112053328	XM_024092721.1	7354	D15_vs_D50_5mC_DMR
NW_019862869.1	185245	185485	241	0.744053586	0.535633551	0.208420034	9.182152067	3'UTR	LOC112046712	XM_024083461.1	1254	D15_vs_D50_5mC_DMR
NW_019862848.1	159866	160542	677	0.759403558	0.548835979	0.210567579	166.7152982	3'UTR	LOC112046120	XM_024082620.1	662	D15_vs_D50_5mC_DMR
NW_019862820.1	69768	69955	188	0.332244948	0.120690598	0.211554351	12.18413189	3'UTR	LOC112044963	XM_024080983.1	4737	D15_vs_D50_5mC_DMR
NW_019863181.1	61758	61837	80	0.702913877	0.490141931	0.212771946	13.7588765	3'UTR	LOC112052851	XM_024092081.1	1150	D15_vs_D50_5mC_DMR
NW_019862811.1	750596	751523	928	0.552423884	0.337909312	0.214514572	367.1415127	3'UTR	LOC112044534	XM_024080416.1	3060	D15_vs_D50_5mC_DMR
NW_019862758.1	197707	198094	388	0.711469905	0.493932563	0.217537342	64.82618701	3'UTR	LOC112051507	XM_024090180.1	639	D15_vs_D50_5mC_DMR
NW_019863149.1	263172	263204	33	0.638694487	0.419429528	0.21926496	20.99879549	3'UTR	LOC112052442	XM_024091523.1	2891	D15_vs_D50_5mC_DMR
NW_019862800.1	1348628	1348961	334	0.806993307	0.586555534	0.220437773	39.43219566	3'UTR	LOC112043897	XM_024079559.1	1417	D15_vs_D50_5mC_DMR
NW_019862853.1	786525	787130	606	0.584526458	0.362153121	0.222373337	53.59720431	3'UTR	LOC112046274	XM_024082875.1	1356	D15_vs_D50_5mC_DMR
NW_019862933.1	120377	120519	143	0.372736989	0.149291879	0.22344511	24.93984908	3'UTR	LOC112048503	XM_024086035.1	6772	D15_vs_D50_5mC_DMR
NW_019862968.1	415426	416135	710	0.707679988	0.479468988	0.228211	44.74742084	3'UTR	LOC112049342	XM_024087195.1	948	D15_vs_D50_5mC_DMR
NW_019862891.1	423642	424029	388	0.739652214	0.508242497	0.231409717	66.8048129	3'UTR	LOC112047395	XM_024084509.1	2275	D15_vs_D50_5mC_DMR
NW_019862759.1	217001	217061	61	0.708900243	0.475320794	0.233579449	14.85910095	3'UTR	LOC112052534	XM_024091658.1	2706	D15_vs_D50_5mC_DMR
NW_019863352.1	130209	130661	453	0.6310121	0.396916284	0.234095816	113.3327152	3'UTR	LOC112054375	XM_024094146.1	4399	D15_vs_D50_5mC_DMR
NW_019862792.1	613379	613576	198	0.59537406	0.360360514	0.235013546	17.82703723	3'UTR	LOC112043559	XM_024079032.1	1951	D15_vs_D50_5mC_DMR
NW_019862761.1	2102217	2102313	97	0.769884188	0.533585647	0.236298541	17.94337232	3'UTR	LOC112054739	XM_024094630.1	2100	D15_vs_D50_5mC_DMR
NW_019863499.1	68359	69315	957	0.596220874	0.355930965	0.240289909	153.2069079	3'UTR	LOC112055316	XM_024095375.1	2111	D15_vs_D50_5mC_DMR
NW_019863297.1	113065	113338	274	0.556635956	0.315609402	0.241026553	8.529313468	3'UTR	LOC112053940	XM_024093562.1	2407	D15_vs_D50_5mC_DMR
NW_019862937.1	584113	584503	391	0.783022686	0.53971043	0.243312255	24.95980344	3'UTR	LOC112048614	XM_024086222.1	1058	D15_vs_D50_5mC_DMR
NW_019862757.1	1292496	1292979	484	0.663274716	0.419085316	0.244189401	56.63094578	3'UTR	LOC112051109	XM_024089600.1	1698	D15_vs_D50_5mC_DMR
NW_019862749.1	530247	530459	213	0.352390775	0.106243827	0.246146948	13.27987941	3'UTR	LOC112058299	XM_024099023.1	6494	D15_vs_D50_5mC_DMR
NW_019862822.1	1056738	1057378	641	0.3902413	0.142561819	0.247679481	23.18535559	3'UTR	LOC112045026	XM_024081064.1	8308	D15_vs_D50_5mC_DMR
NW_019862841.1	702314	702422	109	0.676153475	0.420035193	0.256118282	16.38963132	3'UTR	LOC112045801	XM_024082139.1	1986	D15_vs_D50_5mC_DMR
NW_019862820.1	593564	594161	598	0.708852753	0.451975976	0.256876777	99.52544535	3'UTR	LOC112044959	XM_024080976.1	534	D15_vs_D50_5mC_DMR
NW_019863835.1	26156	26964	809	0.494125039	0.23569042	0.25843462	119.2526861	3'UTR	LOC112056474	XM_024096910.1	2390	D15_vs_D50_5mC_DMR
NW_019863071.1	143631	145055	1425	0.627153351	0.356085928	0.271067423	58.84925286	3'UTR	LOC112051269	XM_024089840.1	1474	D15_vs_D50_5mC_DMR
NW_019862901.1	706147	706573	427	0.691601643	0.420021571	0.271580071	60.96047733	3'UTR	LOC112047699	XM_024084904.1	1372	D15_vs_D50_5mC_DMR
NW_019863164.1	101348	101381	34	0.699105667	0.424705356	0.27440031	7.973448902	3'UTR	LOC112052631	XM_024091788.1	-2948	D15_vs_D50_5mC_DMR
NW_019863214.1	148444	148916	473	0.770540195	0.486630876	0.283909319	123.9199189	3'UTR	LOC112053177	XM_024092498.1	1221	D15_vs_D50_5mC_DMR
NW_019862828.1	962616	962715	100	0.50589152	0.217560752	0.288330768	10.47250229	3'UTR	LOC112045298	XM_024081422.1	3112	D15_vs_D50_5mC_DMR
NW_019862769.1	1308184	1308699	516	0.725281299	0.40864237	0.316638929	69.35116651	3'UTR	LOC112057956	XM_024098573.1	1453	D15_vs_D50_5mC_DMR
NW_019862829.1	480848	481299	452	0.722485966	0.400722191	0.321763775	30.73003846	3'UTR	LOC112045317	XM_024081454.1	2172	D15_vs_D50_5mC_DMR
NW_019862946.1	145665	146805	1141	0.850839489	0.52905225	0.321787239	215.561267	3'UTR	LOC112048828	XM_024086505.1	1974	D15_vs_D50_5mC_DMR
NW_019862884.1	268393	268564	172	0.670020748	0.334988093	0.335032655	16.22617232	3'UTR	LOC112047210	XM_024084239.1	1530	D15_vs_D50_5mC_DMR
NW_019862940.1	569135	569307	173	0.710414315	0.351341927	0.359072389	10.62983705	3'UTR	LOC112048669	XM_024086308.1	1993	D15_vs_D50_5mC_DMR
NW_019863171.1	102787	103140	354	0.650412856	0.483798862	0.166613994	77.54932417	5'UTR	LOC112052734	XM_024091919.1	1283	D15_vs_D50_5mC_DMR
NW_019863427.1	17374	17423	50	0.751139133	0.584250438	0.166888696	24.62071802	5'UTR	LOC112054872	XM_024094801.1	1032	D15_vs_D50_5mC_DMR
NW_019863427.1	17449	17559	111	0.751139133	0.584250438	0.166888696	70.69778829	5'UTR	LOC112054872	XM_024094801.1	1107	D15_vs_D50_5mC_DMR
NW_019862786.1	1452311	1452959	649	0.727685239	0.543718249	0.18396699	152.5640158	5'UTR	LOC112043179	XM_024078483.1	786	D15_vs_D50_5mC_DMR
NW_019863068.1	215000	215274	275	0.842362321	0.656678461	0.18568386	64.69267258	5'UTR	LOC112051215	XM_024089761.1	1333	D15_vs_D50_5mC_DMR
NW_019862849.1	281309	281344	36	0.706713682	0.52102806	0.185685621	18.97506046	5'UTR	LOC112046162	XM_024082691.1	1112	D15_vs_D50_5mC_DMR
NW_019862966.1	371824	372000	177	0.765058407	0.5712973	0.193761107	33.67893365	5'UTR	LOC112049270	XM_024087094.1	1745	D15_vs_D50_5mC_DMR
NW_019862933.1	115771	116023	253	0.743974584	0.54517532	0.198799264	96.03019833	5'UTR	LOC112048503	XM_024086035.1	2166	D15_vs_D50_5mC_DMR
NW_019862806.1	795526	796778	1253	0.293357152	0.092299933	0.201057219	327.6111537	5'UTR	LOC112044309	XM_024080120.1	646	D15_vs_D50_5mC_DMR
NW_019863069.1	86672	87410	739	0.725548908	0.524297055	0.201251853	192.6899946	5'UTR	LOC112051221	XM_024089770.1	1479	D15_vs_D50_5mC_DMR
NW_019863404.1	72461	72666	206	0.847451738	0.625844528	0.22160721	30.3614214	5'UTR	LOC112054746	XM_024094636.1	2233	D15_vs_D50_5mC_DMR
NW_019863141.1	178951	179333	383	0.789061849	0.567382079	0.221679769	99.51163626	5'UTR	LOC112052337	XM_024091373.1	810	D15_vs_D50_5mC_DMR
NW_019863717.1	69714	70180	467	0.464513975	0.237565929	0.226948046	97.23349506	5'UTR	LOC112056140	XM_024096503.1	1566	D15_vs_D50_5mC_DMR
NW_019863050.1	274898	275223	326	0.831618981	0.60459253	0.22702645	14.26707474	5'UTR	LOC112050906	XM_024089318.1	1483	D15_vs_D50_5mC_DMR
NW_019863496.1	128989	129535	547	0.686789139	0.446984507	0.239804632	147.5875033	5'UTR	LOC112055302	XM_024095350.1	971	D15_vs_D50_5mC_DMR
NW_019862904.1	896374	896588	215	0.741044594	0.50003097	0.241013624	34.39509063	5'UTR	LOC112047813	XM_024085071.1	1057	D15_vs_D50_5mC_DMR
NW_019862786.1	1314874	1315636	763	0.785472525	0.532394511	0.253078013	169.9975337	5'UTR	LOC112043172	XM_024078476.1	1028	D15_vs_D50_5mC_DMR
NW_019863368.1	210246	210632	387	0.768818783	0.511799277	0.257019506	10.99454626	5'UTR	LOC112054514	XM_024094327.1	1234	D15_vs_D50_5mC_DMR
NW_019863141.1	85492	86063	572	0.807634087	0.54864549	0.258988597	122.1859047	5'UTR	LOC112052338	XM_024091375.1	1727	D15_vs_D50_5mC_DMR
NW_019862767.1	250895	251722	828	0.758720109	0.476980868	0.281739241	101.8625387	5'UTR	LOC112057819	XM_024098364.1	956	D15_vs_D50_5mC_DMR
NW_019863043.1	39672	41113	1442	0.832704965	0.526219838	0.306485127	33.92284886	5'UTR	LOC112050796	XM_024089151.1	810	D15_vs_D50_5mC_DMR
NW_019862849.1	594072	598302	4231	0.666408553	0.359157767	0.307250785	40.35849568	5'UTR	LOC112046166	XM_024082701.1	828	D15_vs_D50_5mC_DMR
NW_019862918.1	481473	481519	47	0.686333206	0.374745045	0.311588161	9.131567195	5'UTR	LOC112048135	XM_024085535.1	3515	D15_vs_D50_5mC_DMR
NW_019863306.1	63366	63490	125	0.7763382	0.436555886	0.339782314	21.0018639	5'UTR	LOC112054018	XM_024093656.1	634	D15_vs_D50_5mC_DMR
NW_019863043.1	374724	374981	258	0.778945507	0.376826415	0.402119092	28.05652022	5'UTR	LOC112050788	XM_024089137.1	1984	D15_vs_D50_5mC_DMR
NW_019863251.1	119134	120579	1446	0.136102642	0.40154493	-0.265442289	-59.92422236	Intergenic	LOC112053540	XM_024092991.1	4513	D15_vs_D50_5mC_DMR
NW_019863499.1	53729	53764	36	0.032343671	0.291942062	-0.259598391	-10.85600606	Intergenic	nbis-pseudo133	gene-LOC112055318	-4260	D15_vs_D50_5mC_DMR
NW_019863273.1	162050	162274	225	0.153835641	0.404786127	-0.250950487	-12.78556501	Intergenic	LOC112053698	XM_024093193.1	4298	D15_vs_D50_5mC_DMR
NW_019862884.1	223571	223787	217	0.225291097	0.47620685	-0.250915753	-17.19287114	Intergenic	LOC112047222	XM_024084252.1	2900	D15_vs_D50_5mC_DMR
NW_019863251.1	120722	121328	607	0.269630402	0.490417883	-0.220787482	-45.59642824	Intergenic	LOC112053540	XM_024092991.1	3764	D15_vs_D50_5mC_DMR
NW_019862794.1	1195136	1195343	208	0.070389301	0.267735885	-0.197346584	-28.86098131	Intergenic	LOC112043647	XM_024079158.1	4233	D15_vs_D50_5mC_DMR
NW_019862858.1	898146	898365	220	0.093948837	0.289055333	-0.195106496	-28.73019752	Intergenic	LOC112046474	XM_024083098.1	-33642	D15_vs_D50_5mC_DMR
NW_019864300.1	7210	7421	212	0.087710337	0.270302719	-0.182592382	-14.90494337	Intergenic	LOC112057093	XR_002887653.1	6087	D15_vs_D50_5mC_DMR
NW_019863404.1	91437	91465	29	0.10959322	0.287450023	-0.177856804	-19.22884546	Intergenic	LOC112054747	XM_024094637.1	-5223	D15_vs_D50_5mC_DMR
NW_019862749.1	2848129	2848360	232	0.119795674	0.284771828	-0.164976154	-13.614056	Intergenic	LOC112043143	XM_024078433.1	-3766	D15_vs_D50_5mC_DMR
NW_019863634.1	56485	56518	34	0.224928988	0.389711108	-0.16478212	-15.43014149	Intergenic	LOC112055842	XM_024096111.1	4886	D15_vs_D50_5mC_DMR
NW_019862869.1	57195	57785	591	0.076690702	0.240090496	-0.163399794	-55.65429924	Intergenic	Trnav-aac-4	rna-Trnav-aac-4	-4564	D15_vs_D50_5mC_DMR
NW_019862966.1	207079	207126	48	0.284823806	0.447154035	-0.16233023	-13.00418904	Intergenic	LOC112049281	XM_024087117.1	21915	D15_vs_D50_5mC_DMR
NW_019862966.1	207610	207903	294	0.283333156	0.44351283	-0.160179674	-39.0987386	Intergenic	LOC112049281	XM_024087117.1	21138	D15_vs_D50_5mC_DMR
NW_019863424.1	61608	61633	26	0.158885447	0.315347954	-0.156462506	-12.65668573	Intergenic	LOC112054841	XM_024094755.1	2084	D15_vs_D50_5mC_DMR
NW_019862804.1	59373	59581	209	0.112313188	0.266670937	-0.154357749	-33.38114522	Intergenic	LOC112044164	XM_024079916.1	5579	D15_vs_D50_5mC_DMR
NW_019863155.1	134737	134761	25	0.207089479	0.359307745	-0.152218266	-13.38083784	Intergenic	LOC112052515	XM_024091628.1	-3719	D15_vs_D50_5mC_DMR
NW_019863090.1	341526	341778	253	0.026949078	0.178414722	-0.151465645	-22.38029094	Intergenic	LOC112051601	XM_024090316.1	37344	D15_vs_D50_5mC_DMR
NW_019863143.1	305675	306032	358	0.102255811	0.24843832	-0.146182509	-42.43508107	Intergenic	nbis-pseudo96	gene-LOC112052372	-2674	D15_vs_D50_5mC_DMR
NW_019862966.1	207321	207414	94	0.31759374	0.457431516	-0.139837777	-14.4921455	Intergenic	LOC112049281	XM_024087117.1	21627	D15_vs_D50_5mC_DMR
NW_019863083.1	292738	292819	82	0.150128748	0.243413574	-0.093284825	-51.63859336	Intergenic	LOC112051454	XM_024090094.1	-3155	D15_vs_D50_5mC_DMR
NW_019862849.1	200525	200549	25	0.196252307	0.084014971	0.112237336	11.72076874	Intergenic	LOC112046163	XM_024082692.1	21808	D15_vs_D50_5mC_DMR
NW_019862849.1	200585	200698	114	0.210957075	0.083409432	0.127547644	22.42545338	Intergenic	LOC112046163	XM_024082692.1	21868	D15_vs_D50_5mC_DMR
NW_019863008.1	201867	202102	236	0.677238616	0.549502033	0.127736583	41.23150821	Intergenic	LOC112050149	XM_024088329.1	-4840	D15_vs_D50_5mC_DMR
NW_019863072.1	206838	206891	54	0.33036411	0.200967975	0.129396135	16.20206453	Intergenic	LOC112051286	XM_024089867.1	5991	D15_vs_D50_5mC_DMR
NW_019863008.1	202152	202431	280	0.602829469	0.473309764	0.129519705	98.49739577	Intergenic	LOC112050149	XM_024088329.1	-5125	D15_vs_D50_5mC_DMR
NW_019863789.1	2990	3284	295	0.306029631	0.175499474	0.130530157	84.63330939	Intergenic	LOC112056364	XM_024096785.1	-7086	D15_vs_D50_5mC_DMR
NW_019863064.1	26575	26703	129	0.712558815	0.581864054	0.130694761	14.48145734	Intergenic	LOC112051124	XM_024089619.1	3984	D15_vs_D50_5mC_DMR
NW_019863746.1	12124	12188	65	0.816669658	0.684775639	0.131894018	17.41742565	Intergenic	LOC112056250	XM_024096644.1	-5799	D15_vs_D50_5mC_DMR
NW_019863155.1	134827	135681	855	0.612285844	0.478539209	0.133746635	27.19847833	Intergenic	LOC112052515	XM_024091628.1	-3809	D15_vs_D50_5mC_DMR
NW_019863194.1	188438	188466	29	0.819443709	0.684792099	0.13465161	18.67695244	Intergenic	LOC112052991	XM_024092241.1	-5668	D15_vs_D50_5mC_DMR
NW_019862757.1	22714	22738	25	0.793945655	0.659165992	0.134779663	19.53847372	Intergenic	LOC112050835	XM_024089201.1	-8188	D15_vs_D50_5mC_DMR
NW_019863239.1	9881	9922	42	0.483478689	0.345403431	0.138075259	18.89010614	Intergenic	LOC112053415	XM_024092821.1	-84682	D15_vs_D50_5mC_DMR
NW_019863117.1	18711	18790	80	0.341729988	0.20159153	0.140138458	13.66512355	Intergenic	LOC112051972	XM_024090842.1	-8953	D15_vs_D50_5mC_DMR
NW_019863239.1	9970	10273	304	0.538569833	0.396192449	0.142377384	90.27024478	Intergenic	LOC112053415	XM_024092821.1	-84331	D15_vs_D50_5mC_DMR
NW_019862901.1	705530	705556	27	0.52482215	0.380184945	0.144637205	14.83990254	Intergenic	LOC112047699	XM_024084904.1	755	D15_vs_D50_5mC_DMR
NW_019863324.1	69750	69812	63	0.703536914	0.557164411	0.146372503	19.06066945	Intergenic	nbis-pseudo119	gene-LOC112054141	-3386	D15_vs_D50_5mC_DMR
NW_019862849.1	201400	202605	1206	0.246014001	0.096711295	0.149302706	138.3523509	Intergenic	LOC112046163	XM_024082692.1	22683	D15_vs_D50_5mC_DMR
NW_019862969.1	478452	479012	561	0.39398423	0.24344019	0.15054404	291.8251854	Intergenic	LOC112049381	XM_024087237.1	2972	D15_vs_D50_5mC_DMR
NW_019862757.1	22502	22528	27	0.799605705	0.645736843	0.153868862	40.24643446	Intergenic	LOC112050835	XM_024089201.1	-8398	D15_vs_D50_5mC_DMR
NW_019862759.1	1658025	1658589	565	0.608712934	0.451790587	0.156922347	88.74634698	Intergenic	LOC112053081	XM_024092366.1	-50452	D15_vs_D50_5mC_DMR
NW_019863519.1	66027	67506	1480	0.307809005	0.149213181	0.158595824	339.9973529	Intergenic	LOC112055412	XM_024095503.1	113697	D15_vs_D50_5mC_DMR
NW_019862834.1	1497	1883	387	0.642614663	0.48223396	0.160380703	76.27107705	Intergenic	LOC112045505	XM_024081700.1	15175	D15_vs_D50_5mC_DMR
NW_019862790.1	14569	14601	33	0.815842057	0.65375901	0.162083047	14.205751	Intergenic	LOC112043405	XM_024078805.1	1619	D15_vs_D50_5mC_DMR
NW_019862853.1	761471	761573	103	0.757306623	0.593489287	0.163817336	36.28795102	Intergenic	LOC112046278	XR_002886855.1	-6458	D15_vs_D50_5mC_DMR
NW_019863155.1	210113	210143	31	0.516616259	0.352558368	0.164057891	10.58039307	Intergenic	LOC112052526	XM_024091639.1	2315	D15_vs_D50_5mC_DMR
NW_019862933.1	334303	334348	46	0.642416428	0.474804736	0.167611692	43.18828574	Intergenic	LOC112048500	XR_002887025.1	2282	D15_vs_D50_5mC_DMR
NW_019863523.1	45942	46272	331	0.38640681	0.214449923	0.171956887	80.27690742	Intergenic	LOC112055438	XM_024095557.1	-8107	D15_vs_D50_5mC_DMR
NW_019863072.1	207045	207080	36	0.573513741	0.400657625	0.172856116	15.49845514	Intergenic	LOC112051286	XM_024089867.1	5802	D15_vs_D50_5mC_DMR
NW_019863101.1	208922	209134	213	0.484275328	0.311005831	0.173269496	41.96622577	Intergenic	LOC112051762	XM_024090544.1	1556	D15_vs_D50_5mC_DMR
NW_019862849.1	336143	336208	66	0.770838124	0.595452102	0.175386022	11.91343226	Intergenic	LOC112046158	XM_024082678.1	986	D15_vs_D50_5mC_DMR
NW_019862801.1	314870	314949	80	0.318677763	0.143054466	0.175623297	13.71171218	Intergenic	LOC112043977	XM_024079676.1	-14349	D15_vs_D50_5mC_DMR
NW_019862748.1	830382	830754	373	0.370936917	0.194630236	0.176306681	60.02474671	Intergenic	LOC112055596	XM_024095813.1	-72050	D15_vs_D50_5mC_DMR
NW_019863519.1	67577	68072	496	0.368646489	0.190586124	0.178060365	52.55275729	Intergenic	LOC112055412	XM_024095503.1	113131	D15_vs_D50_5mC_DMR
NW_019864021.1	23488	23597	110	0.548396848	0.369170336	0.179226512	24.0940631	Intergenic	LOC112056842	XM_024097323.1	8002	D15_vs_D50_5mC_DMR
