Chr	start	end	width	meanMeth1	meanMeth2	diffMeth	areaStat	annotation	geneId	transcriptId	distanceToTSS	Sample
NW_019862776.1	574370	574775	406	0.817332953	0.606476389	0.210856565	128.5098515	3'UTR	LOC112058411	XM_024099218.1	1246	WP_vs_DP_5mC_DMR
NW_019863241.1	223093	223198	106	0.646815497	0.433349698	0.213465799	26.08222076	3'UTR	LOC112053445	XM_024092849.1	4462	WP_vs_DP_5mC_DMR
NW_019862928.1	95987	96021	35	0.697851329	0.481992354	0.215858976	31.64014171	3'UTR	LOC112048383	XM_024085894.1	1774	WP_vs_DP_5mC_DMR
NW_019862977.1	109502	109727	226	0.658654882	0.441210167	0.217444715	33.15505178	3'UTR	LOC112049546	XM_024087478.1	1032	WP_vs_DP_5mC_DMR
NW_019863336.1	178235	178679	445	0.559940611	0.338865634	0.221074977	103.5673317	3'UTR	LOC112054277	XR_002887436.1	-5455	WP_vs_DP_5mC_DMR
NW_019862879.1	300919	301492	574	0.858119354	0.634808302	0.223311052	62.74436351	3'UTR	LOC112046960	XM_024083830.1	1693	WP_vs_DP_5mC_DMR
NW_019862756.1	1806420	1806815	396	0.808968372	0.576850029	0.232118343	79.48261869	3'UTR	LOC112050396	XM_024088662.1	1577	WP_vs_DP_5mC_DMR
NW_019862861.1	88252	88485	234	0.765888957	0.531967983	0.233920974	14.85960947	3'UTR	LOC112046565	XM_024083251.1	978	WP_vs_DP_5mC_DMR
NW_019862818.1	364040	364113	74	0.417789406	0.183857044	0.233932362	14.4094925	3'UTR	LOC112044825	XM_024080801.1	7285	WP_vs_DP_5mC_DMR
NW_019862759.1	1740797	1741441	645	0.741026653	0.499178659	0.241847994	130.7109528	3'UTR	LOC112053106	XM_024092407.1	1989	WP_vs_DP_5mC_DMR
NW_019862873.1	214700	214758	59	0.669132788	0.426559098	0.24257369	10.43448176	3'UTR	LOC112046845	XM_024083665.1	1569	WP_vs_DP_5mC_DMR
NW_019862804.1	527274	527436	163	0.758397618	0.503053031	0.255344587	30.84800923	3'UTR	LOC112044153	XM_024079897.1	856	WP_vs_DP_5mC_DMR
NW_019862784.1	1097974	1098435	462	0.755565527	0.499885041	0.255680486	12.53591604	3'UTR	LOC112043022	XM_024078269.1	2862	WP_vs_DP_5mC_DMR
NW_019862933.1	13037	16904	3868	0.401597329	0.142501093	0.259096236	196.4727677	3'UTR	LOC112048501	XM_024086030.1	3485	WP_vs_DP_5mC_DMR
NW_019862831.1	743489	743533	45	0.758819975	0.496155108	0.262664867	11.06066347	3'UTR	LOC112045395	XM_024081556.1	1268	WP_vs_DP_5mC_DMR
NW_019862792.1	1225968	1226165	198	0.679497802	0.406744522	0.27275328	33.75085024	3'UTR	LOC112043586	XM_024079070.1	1456	WP_vs_DP_5mC_DMR
NW_019862794.1	1179257	1179654	398	0.876091763	0.597770943	0.27832082	61.79830996	3'UTR	LOC112043673	XM_024079187.1	1006	WP_vs_DP_5mC_DMR
NW_019862758.1	2343357	2343823	467	0.84994063	0.552093537	0.297847093	72.85063146	3'UTR	LOC112052124	XM_024091071.1	1655	WP_vs_DP_5mC_DMR
NW_019862958.1	160066	160106	41	0.521457916	0.221825342	0.299632574	8.91766722	3'UTR	LOC112049081	XM_024086841.1	2905	WP_vs_DP_5mC_DMR
NW_019862759.1	216721	217061	341	0.755909245	0.455409825	0.300499421	47.50684229	3'UTR	LOC112052534	XM_024091658.1	2426	WP_vs_DP_5mC_DMR
NW_019863280.1	140423	140688	266	0.760754799	0.455683258	0.305071541	41.64128722	3'UTR	LOC112053768	XM_024093322.1	1062	WP_vs_DP_5mC_DMR
NW_019863023.1	265883	266141	259	0.75240459	0.442542534	0.309862057	15.9657488	3'UTR	LOC112050437	XM_024088711.1	-7169	WP_vs_DP_5mC_DMR
NW_019862835.1	552296	552578	283	0.646943548	0.3199912	0.326952348	18.00166066	3'UTR	LOC112045556	XM_024081783.1	2418	WP_vs_DP_5mC_DMR
NW_019863233.1	221188	221265	78	0.761208079	0.427136624	0.334071455	12.21871062	3'UTR	LOC112053348	XM_024092740.1	3828	WP_vs_DP_5mC_DMR
NW_019863069.1	164700	165180	481	0.781497414	0.446676253	0.33482116	74.8683292	3'UTR	LOC112051222	XM_024089771.1	1109	WP_vs_DP_5mC_DMR
NW_019863087.1	74162	75116	955	0.792862995	0.434824196	0.358038799	76.08680262	3'UTR	LOC112051524	XM_024090210.1	1121	WP_vs_DP_5mC_DMR
NW_019863040.1	32241	32296	56	0.244639079	0.439355204	-0.194716125	-11.52213405	5'UTR	LOC112050746	XM_024089089.1	2982	WP_vs_DP_5mC_DMR
NW_019863089.1	338924	339178	255	0.595061405	0.77234486	-0.177283455	-25.74427755	5'UTR	LOC112051564	XM_024090264.1	1658	WP_vs_DP_5mC_DMR
NW_019863130.1	132528	132776	249	0.363119683	0.534329874	-0.171210191	-20.27315227	5'UTR	LOC112052145	XM_024091107.1	1422	WP_vs_DP_5mC_DMR
NW_019862786.1	1452732	1453025	294	0.721976298	0.577976586	0.143999712	76.99683495	5'UTR	LOC112043179	XM_024078483.1	720	WP_vs_DP_5mC_DMR
NW_019863329.1	189273	189567	295	0.345991432	0.157438425	0.188553006	68.64849554	5'UTR	LOC112054206	XM_024093901.1	1548	WP_vs_DP_5mC_DMR
NW_019862756.1	645375	645528	154	0.60033358	0.398214742	0.202118838	18.42515229	5'UTR	LOC112049870	XM_024087939.1	2806	WP_vs_DP_5mC_DMR
NW_019862786.1	1315045	1315130	86	0.709875286	0.507707395	0.202167891	43.294283	5'UTR	LOC112043172	XM_024078476.1	1534	WP_vs_DP_5mC_DMR
NW_019862969.1	521094	521544	451	0.684409505	0.468707026	0.215702479	36.17858791	5'UTR	LOC112049376	XM_024087233.1	533	WP_vs_DP_5mC_DMR
NW_019862753.1	1196994	1197264	271	0.856929732	0.611344874	0.245584858	58.82181969	5'UTR	LOC112046888	XM_024083735.1	877	WP_vs_DP_5mC_DMR
NW_019862904.1	896308	896514	207	0.747393013	0.491768904	0.255624109	35.60311134	5'UTR	LOC112047813	XM_024085071.1	991	WP_vs_DP_5mC_DMR
NW_019862801.1	331297	331629	333	0.720556661	0.464881661	0.255675	19.49847249	5'UTR	LOC112043985	XM_024079685.1	2886	WP_vs_DP_5mC_DMR
NW_019862849.1	730277	730517	241	0.687121416	0.413109738	0.274011678	25.55608891	5'UTR	LOC112046139	XM_024082647.1	924	WP_vs_DP_5mC_DMR
NW_019863576.1	42142	42476	335	0.204441507	0.556190495	-0.351748988	-13.44633011	Intergenic	LOC112055654	XM_024095845.1	12824	WP_vs_DP_5mC_DMR
NW_019863743.1	45056	45855	800	0.06282263	0.394648099	-0.33182547	-53.50490848	Intergenic	LOC112056238	XM_024096627.1	-34466	WP_vs_DP_5mC_DMR
NW_019863381.1	169568	169933	366	0.051133585	0.350730389	-0.299596804	-15.17294248	Intergenic	LOC112054602	XM_024094445.1	13448	WP_vs_DP_5mC_DMR
NW_019862835.1	22600	22682	83	0.174230906	0.439127188	-0.264896281	-12.08445428	Intergenic	LOC112045583	XM_024081835.1	3831	WP_vs_DP_5mC_DMR
NW_019862952.1	317945	318052	108	0.157963347	0.421369039	-0.263405692	-14.77363408	Intergenic	LOC112048944	XM_024086654.1	5811	WP_vs_DP_5mC_DMR
NW_019863019.1	69604	69626	23	0.096560715	0.352964004	-0.25640329	-9.369546278	Intergenic	LOC112050378	XM_024088632.1	27051	WP_vs_DP_5mC_DMR
NW_019863052.1	350269	350675	407	0.423192899	0.671986872	-0.248793973	-28.51588798	Intergenic	LOC112050935	XM_024089350.1	7380	WP_vs_DP_5mC_DMR
NW_019863052.1	348961	349111	151	0.417000608	0.62289143	-0.205890822	-22.88247328	Intergenic	LOC112050935	XM_024089350.1	8944	WP_vs_DP_5mC_DMR
NW_019862977.1	296682	297110	429	0.107646642	0.298607694	-0.190961052	-35.62009757	Intergenic	LOC112049545	XR_002887095.1	-2640	WP_vs_DP_5mC_DMR
NW_019862850.1	547299	547375	77	0.285980073	0.476064677	-0.190084604	-41.81230008	Intergenic	LOC112046225	XM_024082797.1	2969	WP_vs_DP_5mC_DMR
NW_019862846.1	973043	973355	313	0.384319039	0.573236435	-0.188917396	-57.57625672	Intergenic	LOC112046045	XM_024082502.1	2666	WP_vs_DP_5mC_DMR
NW_019863052.1	349213	349350	138	0.415264937	0.602193195	-0.186928257	-19.11729743	Intergenic	LOC112050935	XM_024089350.1	8705	WP_vs_DP_5mC_DMR
NW_019862778.1	1248776	1248991	216	0.238357784	0.41756784	-0.179210056	-20.9483417	Intergenic	LOC112058562	XM_024099468.1	8354	WP_vs_DP_5mC_DMR
NW_019863019.1	156309	156526	218	0.167197315	0.334596883	-0.167399568	-43.16196329	Intergenic	LOC112050361	XM_024088615.1	28017	WP_vs_DP_5mC_DMR
NW_019862769.1	3320	3952	633	0.059978809	0.215933991	-0.155955183	-53.93902458	Intergenic	LOC112057924	XM_024098535.1	3032	WP_vs_DP_5mC_DMR
NW_019863688.1	50867	51026	160	0.304603038	0.459908144	-0.155305107	-12.1675228	Intergenic	LOC112056029	XM_024096356.1	-4727	WP_vs_DP_5mC_DMR
NW_019863789.1	5143	5771	629	0.231615938	0.366527438	-0.1349115	-129.2290626	Intergenic	LOC112056364	XM_024096785.1	-4599	WP_vs_DP_5mC_DMR
NW_019863789.1	6061	6449	389	0.216662662	0.341300892	-0.12463823	-95.97202657	Intergenic	LOC112056364	XM_024096785.1	-3921	WP_vs_DP_5mC_DMR
NW_019863000.1	378973	379545	573	0.054384981	0.16406074	-0.10967576	-94.89302692	Intergenic	LOC112049977	XM_024088057.1	-27299	WP_vs_DP_5mC_DMR
NW_019862753.1	2169224	2169264	41	0.559232086	0.412793213	0.146438873	18.58651921	Intergenic	LOC112047480	XM_024084611.1	-23443	WP_vs_DP_5mC_DMR
NW_019862759.1	1659031	1659123	93	0.557557778	0.411101115	0.146456664	15.74673401	Intergenic	LOC112053081	XM_024092366.1	-49918	WP_vs_DP_5mC_DMR
NW_019863093.1	178290	178679	390	0.417592747	0.263126713	0.154466034	33.57315183	Intergenic	LOC112051643	XM_024090366.1	-11291	WP_vs_DP_5mC_DMR
NW_019863155.1	135332	135443	112	0.759373196	0.604898576	0.15447462	22.94764721	Intergenic	LOC112052515	XM_024091628.1	-4314	WP_vs_DP_5mC_DMR
NW_019863695.1	85927	86065	139	0.610978747	0.453540829	0.157437918	11.98445736	Intergenic	LOC112056058	XM_024096398.1	7633	WP_vs_DP_5mC_DMR
NW_019862830.1	999808	1000104	297	0.215779863	0.057308446	0.158471417	15.49745781	Intergenic	LOC112045387	XM_024081547.1	-11968	WP_vs_DP_5mC_DMR
NW_019863408.1	76083	76111	29	0.628211122	0.465531136	0.162679986	19.89373936	Intergenic	LOC112054768	XM_024094661.1	-9685	WP_vs_DP_5mC_DMR
NW_019863198.1	253362	253429	68	0.780007059	0.613191146	0.166815913	22.92633322	Intergenic	LOC112053038	XM_024092306.1	1417	WP_vs_DP_5mC_DMR
NW_019862801.1	315400	315432	33	0.41822185	0.24811866	0.17010319	11.84911528	Intergenic	LOC112043977	XM_024079676.1	-14879	WP_vs_DP_5mC_DMR
NW_019863634.1	26246	26587	342	0.62813991	0.457624338	0.170515572	103.9119014	Intergenic	LOC112055847	XM_024096118.1	-3372	WP_vs_DP_5mC_DMR
NW_019862759.1	1657791	1659007	1217	0.592599104	0.421746458	0.170852646	215.2314433	Intergenic	LOC112053081	XM_024092366.1	-50034	WP_vs_DP_5mC_DMR
NW_019863065.1	203870	203898	29	0.425554394	0.253605856	0.171948538	12.02426073	Intergenic	LOC112051141	XM_024089643.1	9938	WP_vs_DP_5mC_DMR
NW_019863064.1	26477	26721	245	0.776946062	0.599619098	0.177326964	73.24652472	Intergenic	LOC112051124	XM_024089619.1	3886	WP_vs_DP_5mC_DMR
NW_019863141.1	90273	90294	22	0.643994859	0.466374845	0.177620014	13.67459357	Intergenic	LOC112052338	XM_024091375.1	-2483	WP_vs_DP_5mC_DMR
NW_019863046.1	50586	50713	128	0.633354955	0.442779172	0.190575783	28.12172113	Intergenic	LOC112050853	XM_024089220.1	1863	WP_vs_DP_5mC_DMR
NW_019862764.1	832566	832692	127	0.280646816	0.088063475	0.192583341	13.17516715	Intergenic	LOC112056836	XM_024097321.1	-3021	WP_vs_DP_5mC_DMR
NW_019863198.1	253450	253638	189	0.790627181	0.596347111	0.19428007	53.93096736	Intergenic	LOC112053038	XM_024092306.1	1505	WP_vs_DP_5mC_DMR
NW_019862820.1	18963	19125	163	0.610384838	0.413101895	0.197282942	25.52282886	Intergenic	LOC112044979	XM_024081002.1	2387	WP_vs_DP_5mC_DMR
NW_019863614.1	61894	62050	157	0.748815402	0.547198302	0.2016171	35.82585109	Intergenic	LOC112055786	XM_024095990.1	-3989	WP_vs_DP_5mC_DMR
NW_019863135.1	299715	299761	47	0.648943538	0.447307947	0.201635591	34.76597709	Intergenic	LOC112052230	XM_024091231.1	1895	WP_vs_DP_5mC_DMR
NW_019863008.1	202770	203346	577	0.596874533	0.391300334	0.2055742	259.4531478	Intergenic	LOC112050149	XM_024088329.1	-5743	WP_vs_DP_5mC_DMR
NW_019863135.1	299542	299603	62	0.662284853	0.451719956	0.210564896	18.76794835	Intergenic	LOC112052230	XM_024091231.1	1722	WP_vs_DP_5mC_DMR
NW_019862757.1	2152032	2152325	294	0.7209739	0.508340065	0.212633835	37.48694202	Intergenic	LOC112051228	XM_024089782.1	-3211	WP_vs_DP_5mC_DMR
NW_019863524.1	16751	16903	153	0.683224943	0.469451689	0.213773253	12.7590867	Intergenic	LOC112055444	XM_024095564.1	21500	WP_vs_DP_5mC_DMR
NW_019862846.1	297742	298040	299	0.474943019	0.260277274	0.214665745	52.00564524	Intergenic	LOC112046063	XM_024082531.1	2076	WP_vs_DP_5mC_DMR
NW_019862844.1	689439	689612	174	0.350860787	0.135381574	0.215479213	19.74901859	Intergenic	LOC112045944	XM_024082345.1	35545	WP_vs_DP_5mC_DMR
NW_019863046.1	50489	50554	66	0.666500058	0.444061368	0.222438691	29.23158706	Intergenic	LOC112050853	XM_024089220.1	2022	WP_vs_DP_5mC_DMR
NW_019862765.1	1647295	1647383	89	0.315000238	0.092556726	0.222443512	13.22822604	Intergenic	LOC112057709	XM_024098230.1	21893	WP_vs_DP_5mC_DMR
NW_019862933.1	334302	334337	36	0.646586591	0.420362473	0.226224117	38.02576117	Intergenic	LOC112048500	XR_002887025.1	2293	WP_vs_DP_5mC_DMR
NW_019863052.1	362830	362991	162	0.679611849	0.446214651	0.233397198	15.87759839	Intergenic	LOC112050935	XM_024089350.1	-4775	WP_vs_DP_5mC_DMR
NW_019862891.1	422064	422250	187	0.437977435	0.197797985	0.24017945	15.69528035	Intergenic	LOC112047395	XM_024084509.1	4054	WP_vs_DP_5mC_DMR
NW_019863524.1	16327	16703	377	0.743058173	0.494871765	0.248186408	38.65006321	Intergenic	LOC112055444	XM_024095564.1	21700	WP_vs_DP_5mC_DMR
NW_019862841.1	130424	130649	226	0.626102375	0.376302058	0.249800317	28.60325075	Intergenic	LOC112045821	XM_024082171.1	-8652	WP_vs_DP_5mC_DMR
NW_019863273.1	162511	162556	46	0.556748435	0.302464821	0.254283614	14.24463004	Intergenic	LOC112053698	XM_024093193.1	4759	WP_vs_DP_5mC_DMR
NW_019862824.1	509381	509440	60	0.815979249	0.547641476	0.268337773	11.37671142	Intergenic	LOC112045123	XM_024081204.1	-2701	WP_vs_DP_5mC_DMR
NW_019862853.1	761804	761984	181	0.715421713	0.445482788	0.269938925	20.3932746	Intergenic	LOC112046278	XR_002886855.1	-6047	WP_vs_DP_5mC_DMR
NW_019863219.1	218472	218649	178	0.723461315	0.44193384	0.281527475	12.88673575	Intergenic	LOC112053237	XM_024092608.1	1637	WP_vs_DP_5mC_DMR
NW_019862776.1	1720500	1720761	262	0.446280316	0.159371715	0.286908601	9.908675289	Intergenic	LOC112058451	XM_024099305.1	3544	WP_vs_DP_5mC_DMR
NW_019863001.1	479239	479392	154	0.519992711	0.229732351	0.29026036	16.4502748	Intergenic	LOC112050009	XM_024088120.1	-2531	WP_vs_DP_5mC_DMR
NW_019863136.1	219551	219731	181	0.749567924	0.443958631	0.305609293	66.65541502	Intergenic	LOC112052250	XR_002887294.1	9461	WP_vs_DP_5mC_DMR
NW_019863217.1	253529	254232	704	0.755371747	0.443077195	0.312294551	8.89780132	Intergenic	LOC112053219	XM_024092565.1	1250	WP_vs_DP_5mC_DMR
NW_019863217.1	254375	254677	303	0.848826831	0.536375947	0.312450884	13.1091828	Intergenic	LOC112053219	XM_024092565.1	805	WP_vs_DP_5mC_DMR
NW_019863056.1	48006	48209	204	0.429904852	0.112761189	0.317143662	10.15982432	Intergenic	LOC112051007	XM_024089457.1	2302	WP_vs_DP_5mC_DMR
NW_019863289.1	90719	90845	127	0.467231658	0.139516449	0.327715209	17.49906946	Intergenic	LOC112053854	XM_024093440.1	6398	WP_vs_DP_5mC_DMR
NW_019862945.1	532628	533025	398	0.100494305	0.368179959	-0.267685654	-15.83498738	Promoter	LOC112048805	XM_024086470.1	3231	WP_vs_DP_5mC_DMR
NW_019863146.1	47563	47595	33	0.057737695	0.320633768	-0.262896072	-11.176175	Promoter	LOC112052415	XM_024091472.1	3495	WP_vs_DP_5mC_DMR
NW_019862759.1	2389629	2389801	173	0.036893831	0.248246124	-0.211352293	-10.68270444	Promoter	LOC112053232	XM_024092602.1	1394	WP_vs_DP_5mC_DMR
NW_019863217.1	246569	246723	155	0.049447533	0.252949624	-0.20350209	-12.7085626	Promoter	LOC112053219	XM_024092565.1	8759	WP_vs_DP_5mC_DMR
NW_019862930.1	426601	426858	258	0.085530194	0.244613739	-0.159083544	-39.84215082	Promoter	LOC112048442	XM_024085971.1	6160	WP_vs_DP_5mC_DMR
NW_019862782.1	345840	346002	163	0.664656564	0.510602159	0.154054406	68.57807248	Promoter	LOC112042924	XM_024078130.1	1879	WP_vs_DP_5mC_DMR
NW_019863064.1	25249	25288	40	0.703382587	0.538539851	0.164842736	19.04418821	Promoter	LOC112051124	XM_024089619.1	2658	WP_vs_DP_5mC_DMR
NW_019863046.1	297740	297816	77	0.62256937	0.449662001	0.172907369	26.71090949	Promoter	LOC112050843	XM_024089206.1	1101	WP_vs_DP_5mC_DMR
NW_019863135.1	299034	299133	100	0.773343188	0.582221024	0.191122165	8.569659418	Promoter	LOC112052230	XM_024091231.1	1214	WP_vs_DP_5mC_DMR
NW_019862800.1	556595	556853	259	0.815947319	0.617547997	0.198399322	81.94587391	Promoter	LOC112043928	XM_024079606.1	1031	WP_vs_DP_5mC_DMR
NW_019862849.1	47684	47902	219	0.702618776	0.462831389	0.239787388	31.729371	Promoter	LOC112046151	XM_024082669.1	1519	WP_vs_DP_5mC_DMR
NW_019863001.1	153616	153738	123	0.71401729	0.448661676	0.265355614	23.86170366	Promoter	LOC112049986	XM_024088085.1	2071	WP_vs_DP_5mC_DMR
NW_019862806.1	677768	677913	146	0.673396693	0.374848778	0.298547916	21.84785945	Promoter	LOC112044301	XM_024080107.1	905	WP_vs_DP_5mC_DMR
NW_019862848.1	328499	328557	59	0.716660681	0.291591966	0.425068715	17.40746837	Exon	nbis-pseudo26	gene-LOC112046105	772	WP_vs_DP_5mC_DMR
NW_019863064.1	345681	345703	23	0.776965032	0.612623235	0.164341797	14.87129297	Exon	nbis-pseudo85	gene-LOC112051138	1630	WP_vs_DP_5mC_DMR
NW_019862780.1	1000241	1000332	92	0.066116845	0.28228428	-0.216167435	-26.19895042	Exon	LOC112042860	XM_024078045.1	15165	WP_vs_DP_5mC_DMR
NW_019862780.1	1579025	1579304	280	0.777392735	0.562415071	0.214977665	31.70203491	Exon	LOC112042871	XM_024078056.1	1477	WP_vs_DP_5mC_DMR
NW_019862748.1	666776	666826	51	0.762580311	0.596293098	0.166287212	18.53743617	Exon	LOC112042897	XM_024078135.1	1619	WP_vs_DP_5mC_DMR
NW_019862748.1	666668	666691	24	0.770628718	0.598280157	0.172348561	17.13398213	Exon	LOC112042897	XM_024078135.1	1754	WP_vs_DP_5mC_DMR
NW_019862784.1	692078	692312	235	0.441932287	0.190215011	0.251717276	19.41598513	Exon	LOC112043048	XR_002886650.1	1700	WP_vs_DP_5mC_DMR
NW_019862784.1	1110595	1110615	21	0.52804274	0.31762508	0.210417659	9.152504434	Exon	LOC112043019	XM_024078265.1	5962	WP_vs_DP_5mC_DMR
NW_019862784.1	1138676	1138744	69	0.600980967	0.381162267	0.219818701	11.30383258	Exon	LOC112043027	XM_024078278.1	3165	WP_vs_DP_5mC_DMR
NW_019862784.1	1138384	1138610	227	0.659088605	0.408245777	0.250842828	26.4092552	Exon	LOC112043027	XM_024078278.1	2873	WP_vs_DP_5mC_DMR
NW_019862785.1	587274	587948	675	0.854278202	0.595250525	0.259027677	127.5886484	Exon	LOC112043084	XM_024078350.1	1050	WP_vs_DP_5mC_DMR
NW_019862786.1	872197	872408	212	0.754175343	0.563018034	0.19115731	52.49219533	Exon	LOC112043149	XM_024078443.1	3868	WP_vs_DP_5mC_DMR
NW_019862786.1	1245057	1245241	185	0.544983971	0.296953226	0.248030745	30.26578737	Exon	LOC112043166	XM_024078463.1	902	WP_vs_DP_5mC_DMR
NW_019862786.1	1314257	1314391	135	0.708854701	0.48903825	0.219816451	35.49396073	Exon	LOC112043172	XM_024078476.1	2273	WP_vs_DP_5mC_DMR
NW_019862787.1	787552	787709	158	0.678102939	0.44466641	0.233436529	21.93628911	Exon	LOC112043220	XM_024078534.1	781	WP_vs_DP_5mC_DMR
NW_019862749.1	420276	420554	279	0.360896429	0.608026713	-0.247130283	-30.31601122	Exon	LOC112043247	XM_024078572.1	595	WP_vs_DP_5mC_DMR
NW_019862788.1	4095	4201	107	0.129063216	0.442043985	-0.312980769	-49.33665586	Exon	LOC112043265	XM_024078584.1	3996	WP_vs_DP_5mC_DMR
NW_019862788.1	947941	948135	195	0.757901559	0.413953385	0.343948174	19.13611879	Exon	LOC112043268	XM_024078588.1	1993	WP_vs_DP_5mC_DMR
NW_019862793.1	253947	254125	179	0.807113517	0.49859258	0.308520937	23.62456926	Exon	LOC112043615	XM_024079110.1	1351	WP_vs_DP_5mC_DMR
NW_019862794.1	1180157	1180254	98	0.743530304	0.556927413	0.18660289	14.78762972	Exon	LOC112043673	XM_024079187.1	1906	WP_vs_DP_5mC_DMR
NW_019862794.1	1179687	1180058	372	0.811385826	0.59133706	0.220048766	29.77130321	Exon	LOC112043673	XM_024079187.1	1436	WP_vs_DP_5mC_DMR
NW_019862795.1	308541	308608	68	0.778619542	0.587955647	0.190663894	17.61901138	Exon	LOC112043706	XM_024079228.1	1085	WP_vs_DP_5mC_DMR
NW_019862796.1	11575	11952	378	0.205457394	0.446843363	-0.241385969	-40.68916507	Exon	LOC112043731	XM_024079268.1	2815	WP_vs_DP_5mC_DMR
NW_019862796.1	1241979	1242171	193	0.861621833	0.573708984	0.287912849	27.09789027	Exon	LOC112043753	XM_024079311.1	1235	WP_vs_DP_5mC_DMR
