Chr	start	end	width	meanMeth1	meanMeth2	diffMeth	areaStat	annotation	geneId	transcriptId	distanceToTSS	Sample
NW_019862850.1	710744	710813	70	0.477180198	0.642261055	-0.165080858	-45.77382247	Intergenic	LOC112046198	XM_024082750.1	4341	DP_vs_D15_5mC_DMR
NW_019862786.1	1225763	1225952	190	0.146420813	0.309431358	-0.163010545	-61.19354372	Intergenic	LOC112043123	XM_024078404.1	-3832	DP_vs_D15_5mC_DMR
NW_019862801.1	315400	315432	33	0.24814065	0.395300109	-0.14715946	-10.54031991	Intergenic	LOC112043977	XM_024079676.1	-14879	DP_vs_D15_5mC_DMR
NW_019863746.1	12252	12278	27	0.689616622	0.835147192	-0.14553057	-16.21273922	Intergenic	LOC112056250	XM_024096644.1	-5709	DP_vs_D15_5mC_DMR
NW_019863746.1	12336	12358	23	0.708998666	0.844788431	-0.135789765	-19.67960506	Intergenic	LOC112056250	XM_024096644.1	-5629	DP_vs_D15_5mC_DMR
NW_019863404.1	105109	105159	51	0.132450082	0.266336441	-0.133886359	-19.49069294	Intergenic	LOC112054740	XM_024094626.1	5525	DP_vs_D15_5mC_DMR
NW_019862821.1	110938	111028	91	0.130101232	0.247280723	-0.117179491	-19.2327329	Intergenic	LOC112045019	XM_024081049.1	-7372	DP_vs_D15_5mC_DMR
NW_019862821.1	111145	111371	227	0.129114668	0.236410407	-0.107295739	-31.07087478	Intergenic	LOC112045019	XM_024081049.1	-7029	DP_vs_D15_5mC_DMR
NW_019863008.1	203000	203022	23	0.390556175	0.492499852	-0.101943677	-19.95317108	Intergenic	LOC112050149	XM_024088329.1	-5973	DP_vs_D15_5mC_DMR
NW_019863045.1	324464	324507	44	0.634827856	0.512160125	0.122667731	13.66435885	Intergenic	LOC112050838	XM_024089200.1	9467	DP_vs_D15_5mC_DMR
NW_019863455.1	150874	150924	51	0.375288462	0.244827372	0.13046109	35.63370137	Intergenic	LOC112055071	XM_024095061.1	-4048	DP_vs_D15_5mC_DMR
NW_019863634.1	27177	27382	206	0.451440717	0.310076107	0.14136461	78.6876901	Intergenic	LOC112055847	XM_024096118.1	-2577	DP_vs_D15_5mC_DMR
NW_019863519.1	65492	65737	246	0.237178637	0.076446149	0.160732488	53.71999175	Intergenic	LOC112055412	XM_024095503.1	115466	DP_vs_D15_5mC_DMR
NW_019862869.1	57195	57429	235	0.230245841	0.066723415	0.163522426	30.49907561	Intergenic	Trnav-aac-4	rna-Trnav-aac-4	-4564	DP_vs_D15_5mC_DMR
NW_019863079.1	257985	258504	520	0.366854747	0.203070698	0.163784049	236.0110576	Intergenic	LOC112051378	XM_024089984.1	52008	DP_vs_D15_5mC_DMR
NW_019863045.1	324229	324258	30	0.748437699	0.58285067	0.165587029	12.20386523	Intergenic	LOC112050838	XM_024089200.1	9716	DP_vs_D15_5mC_DMR
NW_019863155.1	134625	134839	215	0.403014182	0.231414186	0.171599996	89.27653456	Intergenic	LOC112052515	XM_024091628.1	-3607	DP_vs_D15_5mC_DMR
NW_019863401.1	114755	114788	34	0.393829765	0.204446259	0.189383506	22.03358572	Intergenic	LOC112054715	XR_002887465.1	10118	DP_vs_D15_5mC_DMR
NW_019862818.1	366121	366242	122	0.226409099	0.036678685	0.189730415	30.84351883	Intergenic	LOC112044825	XM_024080801.1	9366	DP_vs_D15_5mC_DMR
NW_019862784.1	1091313	1091371	59	0.571781015	0.36504139	0.206739625	39.94774049	Intergenic	LOC112043023	XM_024078270.1	2626	DP_vs_D15_5mC_DMR
NW_019862756.1	1504708	1504909	202	0.377799777	0.16666605	0.211133727	8.277607082	Intergenic	LOC112050279	XM_024088510.1	-3461	DP_vs_D15_5mC_DMR
NW_019862810.1	1151540	1151717	178	0.281443346	0.056732851	0.224710495	9.805164169	Intergenic	LOC112044503	XM_024080381.1	4045	DP_vs_D15_5mC_DMR
NW_019862804.1	58662	58870	209	0.289333645	0.054456031	0.234877614	22.9692534	Intergenic	LOC112044164	XM_024079916.1	6290	DP_vs_D15_5mC_DMR
NW_019863216.1	68439	68797	359	0.476987897	0.242098736	0.234889162	30.7816699	Intergenic	LOC112053204	XM_024092541.1	1366	DP_vs_D15_5mC_DMR
NW_019862755.1	1295951	1296434	484	0.545689903	0.302728723	0.24296118	64.26547802	Intergenic	LOC112048887	XM_024086592.1	20520	DP_vs_D15_5mC_DMR
NW_019863064.1	30269	30307	39	0.434537576	0.190223203	0.244314373	20.19853416	Intergenic	LOC112051117	XM_024089608.1	6376	DP_vs_D15_5mC_DMR
NW_019863022.1	92277	92590	314	0.562583464	0.304613192	0.257970272	31.07028549	Intergenic	LOC112050414	XM_024088678.1	1702	DP_vs_D15_5mC_DMR
NW_019863381.1	169568	169933	366	0.350740165	0.078517929	0.272222236	13.13436127	Intergenic	LOC112054602	XM_024094445.1	13448	DP_vs_D15_5mC_DMR
NW_019862907.1	459953	460260	308	0.31615711	0.042011969	0.274145141	13.5971631	Intergenic	LOC112047893	XM_024085185.1	-5092	DP_vs_D15_5mC_DMR
NW_019862748.1	472830	473097	268	0.558122068	0.264605196	0.293516873	22.73171226	Intergenic	LOC112057569	XM_024098134.1	3341	DP_vs_D15_5mC_DMR
NW_019862778.1	1248291	1249072	782	0.391153119	0.088840933	0.302312187	100.9103558	Intergenic	LOC112058562	XM_024099468.1	8273	DP_vs_D15_5mC_DMR
NW_019863743.1	45056	45454	399	0.43544616	0.131532337	0.303913823	29.22687676	Intergenic	LOC112056238	XM_024096627.1	-34466	DP_vs_D15_5mC_DMR
NW_019862750.1	1517339	1517454	116	0.606065161	0.300209667	0.305855494	12.84184192	Intergenic	LOC112043810	XM_024079411.1	2247	DP_vs_D15_5mC_DMR
NW_019864046.1	2780	2966	187	0.579229574	0.220637117	0.358592456	15.86038557	Intergenic	LOC112056879	XM_024097368.1	15592	DP_vs_D15_5mC_DMR
NW_019862835.1	22600	22682	83	0.439125326	0.074714879	0.364410447	18.00706797	Intergenic	LOC112045583	XM_024081835.1	3831	DP_vs_D15_5mC_DMR
NW_019862810.1	145592	145783	192	0.577353101	0.871541333	-0.294188231	-9.366405188	Promoter	LOC112044482	XM_024080350.1	1405	DP_vs_D15_5mC_DMR
NW_019862849.1	47684	47902	219	0.462818447	0.735537594	-0.272719148	-36.84747543	Promoter	LOC112046151	XM_024082669.1	1519	DP_vs_D15_5mC_DMR
NW_019863135.1	299034	299184	151	0.574748184	0.785738786	-0.210990601	-11.71816939	Promoter	LOC112052230	XM_024091231.1	1214	DP_vs_D15_5mC_DMR
NW_019862782.1	346082	346123	42	0.532587391	0.68947866	-0.156891269	-17.76429319	Promoter	LOC112042924	XM_024078130.1	2121	DP_vs_D15_5mC_DMR
NW_019862782.1	345949	346059	111	0.510522914	0.659699539	-0.149176625	-42.39311948	Promoter	LOC112042924	XM_024078130.1	1988	DP_vs_D15_5mC_DMR
NW_019863202.1	142128	142352	225	0.250509902	0.045778456	0.204731446	20.65176949	Promoter	LOC112053067	XM_024092343.1	6072	DP_vs_D15_5mC_DMR
NW_019863217.1	246569	246723	155	0.252968004	0.0398862	0.213081804	13.45383173	Promoter	LOC112053219	XM_024092565.1	8759	DP_vs_D15_5mC_DMR
NW_019862752.1	524645	524820	176	0.501745585	0.207563228	0.294182357	30.47423758	Promoter	LOC112045464	XM_024081646.1	2360	DP_vs_D15_5mC_DMR
NW_019862848.1	328499	328557	59	0.291647419	0.673225537	-0.381578118	-13.69003882	Exon	nbis-pseudo26	gene-LOC112046105	772	DP_vs_D15_5mC_DMR
NW_019862779.1	1403810	1403852	43	0.348483271	0.5629143	-0.214431029	-10.72505843	Exon	LOC112042806	XM_024077973.1	645	DP_vs_D15_5mC_DMR
NW_019862748.1	666668	666691	24	0.5982371	0.771949737	-0.173712637	-18.26481259	Exon	LOC112042897	XM_024078135.1	1754	DP_vs_D15_5mC_DMR
NW_019862748.1	666776	666826	51	0.596249976	0.767285188	-0.171035212	-18.60380222	Exon	LOC112042897	XM_024078135.1	1619	DP_vs_D15_5mC_DMR
NW_019862783.1	1237254	1237297	44	0.228636341	0.353902856	-0.125266515	-18.02431906	Exon	LOC112042965	XM_024078198.1	7371	DP_vs_D15_5mC_DMR
NW_019862784.1	1138384	1138610	227	0.408250046	0.680687713	-0.272437667	-30.05300706	Exon	LOC112043027	XM_024078278.1	2873	DP_vs_D15_5mC_DMR
NW_019862784.1	1138676	1138744	69	0.381173322	0.628206511	-0.247033189	-12.28139782	Exon	LOC112043027	XM_024078278.1	3165	DP_vs_D15_5mC_DMR
NW_019862784.1	1188231	1188274	44	0.23334449	0.094495963	0.138848528	22.71468132	Exon	LOC112043029	XM_024078284.1	5762	DP_vs_D15_5mC_DMR
NW_019862784.1	1188297	1188448	152	0.253486442	0.096568925	0.156917517	23.4427773	Exon	LOC112043029	XM_024078284.1	5828	DP_vs_D15_5mC_DMR
NW_019862785.1	587577	587764	188	0.554844064	0.769806868	-0.214962804	-37.33569254	Exon	LOC112043084	XM_024078350.1	1353	DP_vs_D15_5mC_DMR
NW_019862785.1	587897	587948	52	0.644726714	0.776894961	-0.132168247	-16.57405294	Exon	LOC112043084	XM_024078350.1	1673	DP_vs_D15_5mC_DMR
NW_019862785.1	607033	607110	78	0.448493768	0.606128802	-0.157635034	-22.89506527	Exon	LOC112043085	XM_024078352.1	7793	DP_vs_D15_5mC_DMR
NW_019862785.1	607191	607327	137	0.49720394	0.634784537	-0.137580597	-38.04324313	Exon	LOC112043085	XM_024078352.1	7576	DP_vs_D15_5mC_DMR
NW_019862785.1	626912	626968	57	0.336257831	0.495485607	-0.159227776	-17.46399213	Exon	LOC112043089	XM_024078355.1	730	DP_vs_D15_5mC_DMR
NW_019862785.1	627002	627042	41	0.336257831	0.495485607	-0.159227776	-20.70635929	Exon	LOC112043089	XM_024078355.1	656	DP_vs_D15_5mC_DMR
NW_019862785.1	1134505	1134593	89	0.482209693	0.678260095	-0.196050402	-14.41323626	Exon	LOC112043104	XM_024078380.1	1223	DP_vs_D15_5mC_DMR
NW_019862786.1	1230870	1231815	946	0.265554272	0.421905875	-0.156351603	-197.8773688	Exon	LOC112043123	XM_024078404.1	1086	DP_vs_D15_5mC_DMR
NW_019862786.1	346256	346361	106	0.640849765	0.309924577	0.330925188	12.66372328	Exon	LOC112043136	XM_024078419.1	3250	DP_vs_D15_5mC_DMR
NW_019862786.1	687952	688247	296	0.33952626	0.609163939	-0.26963768	-16.07682945	Exon	LOC112043142	XM_024078429.1	545	DP_vs_D15_5mC_DMR
NW_019862787.1	787452	787819	368	0.461210716	0.720830395	-0.259619678	-48.27228959	Exon	LOC112043220	XM_024078534.1	671	DP_vs_D15_5mC_DMR
NW_019862749.1	420356	420477	122	0.605978328	0.377814315	0.228164013	12.52589985	Exon	LOC112043247	XM_024078572.1	672	DP_vs_D15_5mC_DMR
NW_019862787.1	1514269	1514542	274	0.433883146	0.21938961	0.214493536	62.59637153	Exon	LOC112043257	XM_024078581.1	8203	DP_vs_D15_5mC_DMR
NW_019862788.1	4095	4201	107	0.442040183	0.164859957	0.277180226	44.25439072	Exon	LOC112043265	XM_024078584.1	3996	DP_vs_D15_5mC_DMR
NW_019862749.1	1785434	1785510	77	0.626532592	0.400452576	0.226080016	59.57830575	Exon	LOC112043301	XM_024078639.1	1514	DP_vs_D15_5mC_DMR
NW_019862750.1	207493	207700	208	0.492596045	0.302142682	0.190453362	37.77576164	Exon	LOC112043403	XM_024078823.1	8528	DP_vs_D15_5mC_DMR
NW_019862790.1	606285	606402	118	0.542737231	0.803823133	-0.261085903	-34.56475654	Exon	LOC112043420	XM_024078826.1	1046	DP_vs_D15_5mC_DMR
NW_019862791.1	802175	802269	95	0.176474145	0.32341785	-0.146943705	-38.90227326	Exon	LOC112043481	XM_024078901.1	2087	DP_vs_D15_5mC_DMR
NW_019862750.1	391918	391942	25	0.358884112	0.161897617	0.196986496	7.919173074	Exon	LOC112043490	XM_024078957.1	2461	DP_vs_D15_5mC_DMR
NW_019862792.1	44411	44521	111	0.560970482	0.76402223	-0.203051748	-15.92575537	Exon	LOC112043536	XM_024079004.1	721	DP_vs_D15_5mC_DMR
NW_019862792.1	334634	334656	23	0.652157532	0.878496229	-0.226338698	-18.09825575	Exon	LOC112043547	XM_024079018.1	1157	DP_vs_D15_5mC_DMR
NW_019862794.1	1198063	1198109	47	0.543597576	0.790857322	-0.247259746	-8.755375874	Exon	LOC112043647	XM_024079158.1	1467	DP_vs_D15_5mC_DMR
NW_019862794.1	1180002	1180058	57	0.566375184	0.747635525	-0.181260342	-20.13258941	Exon	LOC112043673	XM_024079187.1	1751	DP_vs_D15_5mC_DMR
